"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-09,Fairfax,60-69,1438,316,61
2020-07-09,Hampton,20-29,93,2,0
2020-07-09,"Central Shenandoah",40-49,361,14,0
2020-07-09,Pittsylvania-Danville,0-9,6,0,0
2020-07-09,Crater,30-39,290,7,0
2020-07-09,"Virginia Beach",70-79,82,26,7
2020-07-09,"Virginia Beach",30-39,263,12,0
2020-07-09,Piedmont,0-9,23,0,0
2020-07-09,"Central Shenandoah",30-39,330,6,0
2020-07-09,Hampton,50-59,55,9,1
2020-07-09,Peninsula,70-79,96,38,12
2020-07-09,Arlington,20-29,455,21,0
2020-07-09,"West Piedmont",70-79,31,11,4
2020-07-09,Richmond,20-29,494,15,0
2020-07-09,Roanoke,0-9,17,0,0
2020-07-09,Hampton,30-39,86,3,0
2020-07-09,"Thomas Jefferson",30-39,227,6,0
2020-07-09,"Western Tidewater",40-49,118,5,2
2020-07-09,Richmond,50-59,297,54,1
2020-07-09,"Western Tidewater",50-59,159,13,2
2020-07-09,Crater,Missing,9,0,0
2020-07-09,Arlington,50-59,383,67,6
2020-07-09,Piedmont,70-79,70,20,4
2020-07-09,Alexandria,60-69,206,46,2
2020-07-09,Portsmouth,30-39,129,7,1
2020-07-09,Lenowisco,20-29,7,0,0
2020-07-09,"Central Virginia",30-39,64,1,0
2020-07-09,Norfolk,10-19,67,1,0
2020-07-09,"New River",10-19,33,0,0
2020-07-09,"Central Virginia",20-29,94,2,0
2020-07-09,Rappahannock,50-59,399,51,4
2020-07-09,Rappahannock,60-69,218,46,6
2020-07-09,Piedmont,20-29,175,2,0
2020-07-09,"New River",60-69,28,5,0
2020-07-09,Roanoke,40-49,75,1,0
2020-07-09,"Three Rivers",20-29,118,4,0
2020-07-09,Rappahannock,40-49,464,41,2
2020-07-09,Portsmouth,80+,22,8,5
2020-07-09,"Central Shenandoah",Missing,1,0,0
2020-07-09,"Eastern Shore",70-79,47,16,9
2020-07-09,"Mount Rogers",70-79,71,28,12
2020-07-09,"Cumberland Plateau",70-79,5,0,0
2020-07-09,Piedmont,10-19,35,0,0
