"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-05,Norfolk,0-9,42,1,0
2020-07-05,"Cumberland Plateau",40-49,14,0,0
2020-07-05,"Eastern Shore",10-19,59,1,0
2020-07-05,"Mount Rogers",10-19,58,0,0
2020-07-05,"Rappahannock Rapidan",0-9,72,1,0
2020-07-05,"Three Rivers",0-9,9,1,0
2020-07-05,Henrico,40-49,392,26,2
2020-07-05,Alexandria,50-59,305,49,10
2020-07-05,Arlington,0-9,45,2,0
2020-07-05,Chickahominy,Missing,12,0,0
2020-07-05,"New River",20-29,66,0,0
2020-07-05,"Virginia Beach",20-29,328,5,0
2020-07-05,Chesapeake,50-59,156,24,1
2020-07-05,Alleghany,80+,40,8,6
2020-07-05,Fairfax,10-19,872,25,0
2020-07-05,Chesapeake,60-69,117,30,5
2020-07-05,"West Piedmont",Missing,0,0,0
2020-07-05,Peninsula,80+,54,24,15
2020-07-05,Crater,40-49,234,14,1
2020-07-05,Chesapeake,40-49,155,23,0
2020-07-05,"Thomas Jefferson",20-29,177,2,0
2020-07-05,"Lord Fairfax",20-29,348,5,0
2020-07-05,Norfolk,20-29,303,5,0
2020-07-05,Arlington,30-39,462,43,0
2020-07-05,"West Piedmont",60-69,58,7,0
2020-07-05,Henrico,50-59,334,38,8
2020-07-05,"West Piedmont",50-59,96,11,1
2020-07-05,"Cumberland Plateau",20-29,5,0,0
2020-07-05,Alexandria,70-79,101,38,19
2020-07-05,Portsmouth,20-29,120,6,0
2020-07-05,"Western Tidewater",30-39,120,8,0
2020-07-05,"Central Shenandoah",0-9,54,0,0
2020-07-05,Henrico,80+,315,66,78
2020-07-05,Alexandria,0-9,133,2,0
2020-07-05,Pittsylvania-Danville,40-49,52,6,0
2020-07-05,Henrico,20-29,374,15,0
2020-07-05,Roanoke,60-69,35,3,0
2020-07-05,Peninsula,30-39,191,7,1
2020-07-05,Alleghany,60-69,58,7,1
2020-07-05,"Prince William",70-79,309,90,41
2020-07-05,Norfolk,60-69,95,29,2
2020-07-05,Southside,40-49,53,5,0
2020-07-05,Chesterfield,30-39,633,5,0
2020-07-05,Loudoun,70-79,144,46,14
2020-07-05,"Central Virginia",40-49,59,0,0
2020-07-05,"New River",Missing,0,0,0
2020-07-05,Chickahominy,20-29,90,0,0
2020-07-05,"New River",0-9,7,0,0
2020-07-05,"Cumberland Plateau",0-9,2,0,0
2020-07-05,"Three Rivers",70-79,33,7,4
2020-07-05,"Rappahannock Rapidan",40-49,294,19,2
2020-07-05,Hampton,0-9,11,0,0
