"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-07,"Three Rivers",50-59,100,8,0
2020-07-07,Alleghany,Missing,1,0,0
2020-07-07,Alexandria,30-39,552,30,0
2020-07-07,Southside,Missing,0,0,0
2020-07-07,Portsmouth,60-69,58,18,5
2020-07-07,Roanoke,30-39,100,0,0
2020-07-07,"Three Rivers",60-69,70,11,0
2020-07-07,Fairfax,50-59,2236,294,32
2020-07-07,Portsmouth,50-59,82,20,2
2020-07-07,Chickahominy,80+,82,34,26
2020-07-07,"Rappahannock Rapidan",50-59,213,26,2
2020-07-07,Fairfax,80+,783,296,291
2020-07-07,Hampton,Missing,5,0,0
2020-07-07,"Cumberland Plateau",80+,0,0,0
2020-07-07,Alleghany,50-59,75,5,1
2020-07-07,"Prince William",40-49,1993,149,7
2020-07-07,Fairfax,Missing,156,3,0
2020-07-07,"Virginia Beach",40-49,192,19,1
2020-07-07,Richmond,Missing,18,0,0
2020-07-07,Norfolk,40-49,155,14,1
2020-07-07,Piedmont,80+,48,15,9
2020-07-07,"Virginia Beach",60-69,155,18,1
2020-07-07,"West Piedmont",40-49,94,8,2
2020-07-07,Arlington,10-19,101,5,0
2020-07-07,Lenowisco,0-9,3,0,0
2020-07-07,Pittsylvania-Danville,50-59,47,11,0
2020-07-07,"Virginia Beach",50-59,173,14,0
2020-07-07,Chesapeake,Missing,10,1,0
2020-07-07,"Central Shenandoah",80+,114,26,16
2020-07-07,"Thomas Jefferson",40-49,176,13,0
2020-07-07,"Rappahannock Rapidan",60-69,121,17,4
2020-07-07,Norfolk,30-39,229,12,0
2020-07-07,"Rappahannock Rapidan",Missing,7,0,0
2020-07-07,"Lord Fairfax",80+,147,36,39
2020-07-07,"Three Rivers",10-19,27,0,0
2020-07-07,Piedmont,40-49,195,10,0
2020-07-07,Norfolk,80+,30,9,3
2020-07-07,Peninsula,20-29,240,1,0
2020-07-07,Norfolk,50-59,144,20,2
2020-07-07,"Thomas Jefferson",50-59,132,12,2
2020-07-07,Richmond,70-79,85,37,11
2020-07-07,Chesterfield,70-79,132,23,17
2020-07-07,Piedmont,30-39,208,4,0
2020-07-07,"Prince William",30-39,1774,92,2
2020-07-07,Alleghany,20-29,100,1,0
2020-07-07,Alleghany,0-9,12,0,0
2020-07-07,"Mount Rogers",40-49,113,3,1
2020-07-07,"Eastern Shore",40-49,247,10,2
2020-07-07,"Central Virginia",60-69,48,4,2
2020-07-07,Richmond,10-19,193,2,0
2020-07-07,Pittsylvania-Danville,60-69,30,9,1
2020-07-07,Pittsylvania-Danville,Missing,0,0,0
2020-07-07,Chesterfield,60-69,294,39,10
2020-07-07,Southside,10-19,9,0,0
2020-07-07,"New River",80+,13,4,1
2020-07-07,"Central Virginia",50-59,67,2,2
2020-07-07,Hampton,70-79,24,8,0
2020-07-07,Pittsylvania-Danville,10-19,14,0,0
2020-07-07,Richmond,60-69,204,46,6
2020-07-07,Chickahominy,40-49,94,12,1
2020-07-07,"Three Rivers",80+,35,7,4
2020-07-07,Rappahannock,30-39,493,22,0
2020-07-07,"Lord Fairfax",60-69,229,47,14
2020-07-07,"Western Tidewater",0-9,12,0,0
2020-07-07,Rappahannock,70-79,104,30,14
2020-07-07,"Prince William",80+,235,79,69
2020-07-07,Hampton,80+,8,3,2
2020-07-07,Alexandria,80+,90,28,25
2020-07-07,"Mount Rogers",60-69,92,9,0
2020-07-07,"Eastern Shore",60-69,179,29,8
2020-07-07,"Lord Fairfax",70-79,136,41,17
2020-07-07,"New River",30-39,32,1,0
2020-07-07,Chesapeake,10-19,56,1,0
2020-07-07,Hampton,40-49,58,5,0
2020-07-07,Peninsula,Missing,7,0,0
2020-07-07,Hampton,20-29,85,2,0
2020-07-07,"Central Shenandoah",40-49,354,14,0
2020-07-07,Pittsylvania-Danville,0-9,6,0,0
2020-07-07,Crater,30-39,288,5,0
2020-07-07,"Virginia Beach",70-79,77,25,7
2020-07-07,"Virginia Beach",30-39,242,11,0
2020-07-07,Piedmont,0-9,23,0,0
2020-07-07,"Central Shenandoah",30-39,324,6,0
2020-07-07,Hampton,50-59,53,9,1
2020-07-07,Peninsula,70-79,93,38,11
2020-07-07,Arlington,20-29,450,21,0
2020-07-07,"West Piedmont",70-79,26,9,4
2020-07-07,Richmond,20-29,487,14,0
2020-07-07,Roanoke,0-9,16,0,0
2020-07-07,Hampton,30-39,79,3,0
2020-07-07,"Thomas Jefferson",30-39,221,6,0
2020-07-07,"Western Tidewater",40-49,115,5,2
2020-07-07,Richmond,50-59,294,52,1
2020-07-07,"Western Tidewater",50-59,151,13,2
2020-07-07,Crater,Missing,9,0,0
2020-07-07,Arlington,50-59,381,66,6
2020-07-07,Piedmont,70-79,68,18,3
2020-07-07,Alexandria,60-69,205,45,2
2020-07-07,Portsmouth,30-39,121,6,1
2020-07-07,Lenowisco,20-29,7,0,0
2020-07-07,"Central Virginia",30-39,64,1,0
2020-07-07,Norfolk,10-19,62,1,0
2020-07-07,"New River",10-19,32,0,0
2020-07-07,"Central Virginia",20-29,92,2,0
2020-07-07,Rappahannock,50-59,390,48,4
2020-07-07,Rappahannock,60-69,213,46,5
2020-07-07,Piedmont,20-29,169,2,0
2020-07-07,"New River",60-69,27,4,0
2020-07-07,Roanoke,40-49,70,1,0
2020-07-07,"Three Rivers",20-29,116,4,0
2020-07-07,Rappahannock,40-49,455,38,2
2020-07-07,Portsmouth,80+,22,7,5
2020-07-07,"Central Shenandoah",Missing,1,0,0
2020-07-07,"Eastern Shore",70-79,47,16,9
2020-07-07,"Mount Rogers",70-79,68,27,11
2020-07-07,"Cumberland Plateau",70-79,5,0,0
2020-07-07,Piedmont,10-19,34,0,0
2020-07-07,Southside,20-29,45,2,0
2020-07-07,Chesterfield,50-59,455,35,4
2020-07-07,"Rappahannock Rapidan",20-29,280,4,0
2020-07-07,"Cumberland Plateau",60-69,7,1,0
2020-07-07,Roanoke,70-79,16,3,1
2020-07-07,"Central Shenandoah",20-29,418,6,0
2020-07-07,Pittsylvania-Danville,80+,9,5,2
2020-07-07,"Virginia Beach",80+,94,31,21
2020-07-07,"Central Shenandoah",50-59,379,32,2
2020-07-07,Lenowisco,Missing,0,0,0
2020-07-07,Fairfax,30-39,2760,177,5
2020-07-07,Lenowisco,60-69,7,5,2
2020-07-07,Loudoun,30-39,744,25,0
2020-07-07,"West Piedmont",80+,14,7,1
2020-07-07,Roanoke,80+,43,3,9
2020-07-07,Fairfax,40-49,2675,253,9
2020-07-07,"Thomas Jefferson",80+,79,27,19
2020-07-07,Roanoke,20-29,114,3,0
2020-07-07,Henrico,60-69,289,48,30
2020-07-07,"Lord Fairfax",40-49,337,17,1
2020-07-07,"Western Tidewater",Missing,6,0,0
2020-07-07,Chickahominy,60-69,76,18,6
2020-07-07,Chesapeake,20-29,178,4,0
2020-07-07,"Three Rivers",Missing,1,0,0
2020-07-07,Henrico,70-79,211,47,39
2020-07-07,"Western Tidewater",20-29,103,3,0
2020-07-07,Peninsula,0-9,41,0,0
2020-07-07,Loudoun,40-49,817,47,1
2020-07-07,Pittsylvania-Danville,30-39,32,1,0
2020-07-07,Loudoun,20-29,687,6,0
2020-07-07,Crater,60-69,240,45,12
2020-07-07,Loudoun,80+,189,50,70
2020-07-07,Arlington,80+,203,84,68
2020-07-07,"Virginia Beach",10-19,75,0,0
2020-07-07,"Mount Rogers",80+,77,25,20
2020-07-07,"Eastern Shore",80+,50,22,18
2020-07-07,Crater,10-19,54,0,0
2020-07-07,Lenowisco,30-39,7,1,1
2020-07-07,Norfolk,Missing,9,1,0
2020-07-07,Henrico,Missing,29,1,1
2020-07-07,"New River",40-49,40,1,0
2020-07-07,"Central Virginia",0-9,7,0,0
2020-07-07,"New River",70-79,18,8,4
2020-07-07,Loudoun,0-9,156,3,0
2020-07-07,"Central Virginia",70-79,23,4,2
2020-07-07,Southside,0-9,6,0,0
2020-07-07,"Three Rivers",40-49,137,11,2
2020-07-07,Chickahominy,30-39,91,2,0
2020-07-07,"Central Shenandoah",60-69,273,47,11
2020-07-07,"Western Tidewater",60-69,137,16,6
2020-07-07,"Cumberland Plateau",30-39,11,0,0
2020-07-07,Portsmouth,10-19,24,0,0
2020-07-07,Chesterfield,Missing,71,0,0
2020-07-07,Alexandria,40-49,443,37,0
2020-07-07,"Thomas Jefferson",70-79,65,21,5
2020-07-07,"Three Rivers",30-39,142,3,0
2020-07-07,"Western Tidewater",70-79,89,21,18
2020-07-07,Arlington,60-69,283,80,19
2020-07-07,"Cumberland Plateau",10-19,22,0,0
2020-07-07,"West Piedmont",30-39,86,1,0
2020-07-07,Peninsula,10-19,67,1,0
2020-07-07,Lenowisco,10-19,7,0,0
2020-07-07,Chesapeake,0-9,32,1,0
2020-07-07,Peninsula,50-59,156,20,3
2020-07-07,"Cumberland Plateau",Missing,0,0,0
2020-07-07,Peninsula,60-69,134,29,3
2020-07-07,"Lord Fairfax",30-39,349,11,1
2020-07-07,"Virginia Beach",Missing,30,0,0
2020-07-07,Arlington,40-49,435,48,6
2020-07-07,"West Piedmont",10-19,73,0,0
2020-07-07,Chickahominy,70-79,58,22,7
2020-07-07,Pittsylvania-Danville,20-29,25,0,0
2020-07-07,Loudoun,50-59,657,56,2
2020-07-07,Richmond,30-39,497,24,1
2020-07-07,"Thomas Jefferson",Missing,1,0,0
2020-07-07,"Rappahannock Rapidan",80+,25,13,7
2020-07-07,"Lord Fairfax",Missing,2,0,0
2020-07-07,"Cumberland Plateau",50-59,7,1,0
2020-07-07,Loudoun,Missing,60,0,1
2020-07-07,Southside,50-59,62,8,0
2020-07-07,Chesterfield,20-29,546,7,0
2020-07-07,Norfolk,70-79,48,24,4
2020-07-07,Alleghany,10-19,80,0,0
2020-07-07,Crater,80+,114,21,9
2020-07-07,Portsmouth,Missing,13,0,0
2020-07-07,"Western Tidewater",10-19,20,0,0
2020-07-07,Chesterfield,10-19,314,0,0
2020-07-07,Southside,60-69,57,12,4
