"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-13,Norfolk,0-9,4,0,0
2020-05-13,"Cumberland Plateau",40-49,4,0,0
2020-05-13,"Eastern Shore",10-19,29,0,0
2020-05-13,"Mount Rogers",10-19,11,0,0
2020-05-13,"Rappahannock Rapidan",0-9,21,1,0
2020-05-13,"Three Rivers",0-9,2,0,0
2020-05-13,Henrico,40-49,154,13,0
2020-05-13,Alexandria,50-59,170,29,7
2020-05-13,Arlington,0-9,19,2,0
2020-05-13,Chickahominy,Missing,1,0,0
2020-05-13,"New River",20-29,21,0,0
2020-05-13,"Virginia Beach",20-29,61,1,0
2020-05-13,Chesapeake,50-59,68,15,1
2020-05-13,Alleghany,80+,21,7,2
2020-05-13,Fairfax,10-19,249,9,0
2020-05-13,Chesapeake,60-69,50,16,3
2020-05-13,"West Piedmont",Missing,0,0,0
2020-05-13,Peninsula,80+,34,22,13
2020-05-13,Crater,40-49,50,10,1
2020-05-13,Chesapeake,40-49,54,9,0
2020-05-13,"Thomas Jefferson",20-29,47,0,0
2020-05-13,"Lord Fairfax",20-29,118,0,0
2020-05-13,Norfolk,20-29,64,0,0
2020-05-13,Arlington,30-39,264,33,0
2020-05-13,"West Piedmont",60-69,14,1,0
2020-05-13,Henrico,50-59,161,23,5
2020-05-13,"West Piedmont",50-59,17,1,0
2020-05-13,"Cumberland Plateau",20-29,1,0,0
2020-05-13,Alexandria,70-79,70,28,9
2020-05-13,Portsmouth,20-29,27,2,0
2020-05-13,"Western Tidewater",30-39,39,1,0
2020-05-13,"Central Shenandoah",0-9,23,0,0
2020-05-13,Henrico,80+,234,52,57
2020-05-13,Alexandria,0-9,57,2,0
2020-05-13,Pittsylvania-Danville,40-49,10,4,0
2020-05-13,Henrico,20-29,105,7,0
2020-05-13,Roanoke,60-69,9,1,0
2020-05-13,Peninsula,30-39,51,5,1
2020-05-13,Alleghany,60-69,23,6,0
2020-05-13,"Prince William",70-79,136,42,21
2020-05-13,Norfolk,60-69,33,13,1
2020-05-13,Southside,40-49,17,3,0
2020-05-13,Chesterfield,30-39,174,1,0
2020-05-13,Loudoun,70-79,70,27,6
2020-05-13,"Central Virginia",40-49,23,0,0
2020-05-13,"New River",Missing,0,0,0
2020-05-13,Chickahominy,20-29,38,0,0
2020-05-13,"New River",0-9,2,0,0
2020-05-13,"Cumberland Plateau",0-9,0,0,0
2020-05-13,"Three Rivers",70-79,19,4,1
2020-05-13,"Rappahannock Rapidan",40-49,134,6,1
2020-05-13,Hampton,0-9,6,0,0
2020-05-13,Piedmont,50-59,101,8,0
2020-05-13,Rappahannock,20-29,147,7,0
2020-05-13,"West Piedmont",20-29,6,0,0
2020-05-13,Arlington,70-79,129,52,18
2020-05-13,Chickahominy,50-59,65,13,0
2020-05-13,Alleghany,40-49,17,0,0
2020-05-13,"Prince William",50-59,681,92,4
2020-05-13,"Mount Rogers",0-9,15,1,0
2020-05-13,"Eastern Shore",0-9,10,0,0
2020-05-13,"Thomas Jefferson",60-69,45,13,2
2020-05-13,Pittsylvania-Danville,70-79,9,6,0
2020-05-13,Chesterfield,80+,91,13,19
2020-05-13,Richmond,0-9,13,2,0
2020-05-13,Chesapeake,80+,31,11,5
2020-05-13,Peninsula,40-49,54,3,1
2020-05-13,Henrico,0-9,28,0,0
2020-05-13,Lenowisco,80+,0,0,0
2020-05-13,Piedmont,60-69,73,9,2
2020-05-13,"West Piedmont",0-9,0,0,0
2020-05-13,"Rappahannock Rapidan",70-79,20,5,4
2020-05-13,"Central Shenandoah",70-79,65,14,9
2020-05-13,Chesapeake,30-39,62,3,0
2020-05-13,Chickahominy,0-9,4,0,0
2020-05-13,"Prince William",0-9,89,2,0
2020-05-13,"Eastern Shore",50-59,154,5,3
2020-05-13,"Mount Rogers",50-59,32,2,0
2020-05-13,Loudoun,10-19,51,0,0
2020-05-13,Southside,80+,43,4,6
2020-05-13,"Central Virginia",80+,5,2,0
2020-05-13,Rappahannock,Missing,6,0,0
2020-05-13,"Rappahannock Rapidan",30-39,132,9,1
2020-05-13,"New River",50-59,15,2,0
2020-05-13,Richmond,80+,22,9,7
2020-05-13,"Mount Rogers",20-29,35,0,0
2020-05-13,"Eastern Shore",20-29,88,1,0
2020-05-13,Hampton,10-19,6,0,0
2020-05-13,Portsmouth,0-9,1,1,0
2020-05-13,Crater,70-79,37,14,4
2020-05-13,Chesterfield,40-49,184,7,2
2020-05-13,Alexandria,Missing,3,0,0
2020-05-13,Southside,30-39,15,0,0
2020-05-13,"Prince William",Missing,23,0,0
2020-05-13,Hampton,60-69,20,8,1
2020-05-13,Fairfax,20-29,942,47,1
2020-05-13,"Thomas Jefferson",0-9,5,1,0
2020-05-13,Lenowisco,40-49,5,2,0
2020-05-13,"Central Virginia",10-19,11,1,0
2020-05-13,Lenowisco,70-79,4,3,1
2020-05-13,Chesterfield,0-9,11,0,0
2020-05-13,"Central Shenandoah",10-19,50,1,0
2020-05-13,Crater,0-9,4,1,0
2020-05-13,Fairfax,70-79,382,139,49
2020-05-13,Rappahannock,80+,16,9,3
2020-05-13,Alexandria,10-19,79,1,0
2020-05-13,Portsmouth,40-49,33,3,0
2020-05-13,"Three Rivers",50-59,47,3,0
2020-05-13,Alleghany,Missing,0,0,0
2020-05-13,Alexandria,30-39,314,18,0
2020-05-13,Southside,Missing,0,0,0
2020-05-13,Portsmouth,60-69,27,9,4
2020-05-13,Roanoke,30-39,17,0,0
2020-05-13,"Three Rivers",60-69,52,7,0
2020-05-13,Fairfax,50-59,1132,175,16
2020-05-13,Portsmouth,50-59,38,12,1
2020-05-13,Chickahominy,80+,45,22,16
2020-05-13,"Rappahannock Rapidan",50-59,80,10,0
2020-05-13,Fairfax,80+,498,193,163
2020-05-13,Hampton,Missing,0,0,0
2020-05-13,"Cumberland Plateau",80+,0,0,0
2020-05-13,Alleghany,50-59,34,4,0
2020-05-13,"Prince William",40-49,834,72,2
2020-05-13,Fairfax,Missing,23,1,0
2020-05-13,"Virginia Beach",40-49,76,13,1
2020-05-13,Richmond,Missing,0,0,0
2020-05-13,Norfolk,40-49,60,9,0
2020-05-13,Piedmont,80+,12,3,1
2020-05-13,"Virginia Beach",60-69,86,13,1
2020-05-13,"West Piedmont",40-49,11,1,0
2020-05-13,Arlington,10-19,35,5,0
2020-05-13,Lenowisco,0-9,4,0,0
2020-05-13,Pittsylvania-Danville,50-59,12,5,0
2020-05-13,"Virginia Beach",50-59,83,12,0
2020-05-13,Chesapeake,Missing,3,0,0
2020-05-13,"Central Shenandoah",80+,65,10,10
2020-05-13,"Thomas Jefferson",40-49,41,5,0
2020-05-13,"Rappahannock Rapidan",60-69,50,8,1
2020-05-13,Norfolk,30-39,71,5,0
2020-05-13,"Rappahannock Rapidan",Missing,1,0,0
2020-05-13,"Lord Fairfax",80+,56,16,15
2020-05-13,"Three Rivers",10-19,11,0,0
2020-05-13,Piedmont,40-49,98,4,0
2020-05-13,Norfolk,80+,8,6,3
2020-05-13,Peninsula,20-29,45,1,0
2020-05-13,Norfolk,50-59,56,7,0
2020-05-13,"Thomas Jefferson",50-59,57,8,1
2020-05-13,Richmond,70-79,32,17,6
2020-05-13,Chesterfield,70-79,66,13,6
2020-05-13,Piedmont,30-39,91,0,0
2020-05-13,"Prince William",30-39,728,42,1
2020-05-13,Alleghany,20-29,26,1,0
2020-05-13,Alleghany,0-9,0,0,0
2020-05-13,"Mount Rogers",40-49,32,0,0
2020-05-13,"Eastern Shore",40-49,138,3,1
2020-05-13,"Central Virginia",60-69,30,3,1
2020-05-13,Richmond,10-19,18,2,0
2020-05-13,Pittsylvania-Danville,60-69,8,4,1
2020-05-13,Pittsylvania-Danville,Missing,0,0,0
2020-05-13,Chesterfield,60-69,107,17,8
2020-05-13,Southside,10-19,3,0,0
2020-05-13,"New River",80+,4,2,0
2020-05-13,"Central Virginia",50-59,28,2,1
2020-05-13,Hampton,70-79,11,6,0
2020-05-13,Pittsylvania-Danville,10-19,1,0,0
2020-05-13,Richmond,60-69,83,29,5
2020-05-13,Chickahominy,40-49,46,7,1
2020-05-13,"Three Rivers",80+,21,5,3
2020-05-13,Rappahannock,30-39,177,9,0
2020-05-13,"Virginia Beach",0-9,2,0,0
2020-05-13,Lenowisco,50-59,13,5,0
2020-05-13,Chesapeake,70-79,34,17,0
2020-05-13,"Western Tidewater",80+,114,20,13
2020-05-13,"Thomas Jefferson",10-19,8,0,0
