"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-20,"West Piedmont",20-29,110,2,0
2020-07-20,Arlington,70-79,177,73,33
2020-07-20,Chickahominy,50-59,134,23,1
2020-07-20,Alleghany,40-49,99,2,0
2020-07-20,"Prince William",50-59,1552,198,15
2020-07-20,"Mount Rogers",0-9,40,1,0
2020-07-20,"Eastern Shore",0-9,21,2,0
2020-07-20,"Thomas Jefferson",60-69,120,25,3
2020-07-20,Pittsylvania-Danville,70-79,32,13,1
2020-07-20,Chesterfield,80+,158,35,47
2020-07-20,Richmond,0-9,112,6,0
2020-07-20,Chesapeake,80+,82,27,14
2020-07-20,Peninsula,40-49,294,12,1
2020-07-20,Henrico,0-9,116,2,0
2020-07-20,Lenowisco,80+,6,1,0
2020-07-20,Piedmont,60-69,153,22,2
2020-07-20,"West Piedmont",0-9,22,1,0
2020-07-20,"Rappahannock Rapidan",70-79,46,14,8
2020-07-20,"Central Shenandoah",70-79,152,44,13
2020-07-20,Chesapeake,30-39,342,13,0
2020-07-20,Chickahominy,0-9,17,0,0
2020-07-20,"Prince William",0-9,387,10,0
2020-07-20,"Eastern Shore",50-59,276,20,5
2020-07-20,"Mount Rogers",50-59,140,9,1
2020-07-20,Loudoun,10-19,646,0,0
2020-07-20,Southside,80+,83,12,13
2020-07-20,"Central Virginia",80+,27,2,0
2020-07-20,Rappahannock,Missing,23,0,0
2020-07-20,"Rappahannock Rapidan",30-39,346,18,1
2020-07-20,"New River",50-59,44,4,0
2020-07-20,Richmond,80+,40,21,9
2020-07-20,"Mount Rogers",20-29,158,0,0
2020-07-20,"Eastern Shore",20-29,199,6,0
2020-07-20,Hampton,10-19,46,0,0
2020-07-20,Portsmouth,0-9,34,3,0
2020-07-20,Crater,70-79,159,40,18
2020-07-20,Chesterfield,40-49,649,24,3
2020-07-20,Alexandria,Missing,11,0,0
2020-07-20,Southside,30-39,85,4,0
2020-07-20,"Prince William",Missing,154,3,0
2020-07-20,Hampton,60-69,67,11,2
2020-07-20,Fairfax,20-29,2412,87,3
2020-07-20,"Thomas Jefferson",0-9,63,1,0
2020-07-20,Lenowisco,40-49,12,2,0
2020-07-20,"Central Virginia",10-19,82,1,0
2020-07-20,Lenowisco,70-79,15,6,1
2020-07-20,Crater,Missing,14,0,0
2020-07-20,Arlington,50-59,402,67,6
2020-07-20,Piedmont,70-79,82,26,4
2020-07-20,Alexandria,60-69,214,48,2
2020-07-20,Portsmouth,30-39,209,9,1
2020-07-20,Lenowisco,20-29,17,0,0
2020-07-20,"Central Virginia",30-39,88,1,0
2020-07-20,Norfolk,10-19,117,1,0
2020-07-20,"New River",10-19,41,0,0
2020-07-20,"Central Virginia",20-29,149,2,0
2020-07-20,Rappahannock,50-59,433,51,4
2020-07-20,Rappahannock,60-69,233,47,6
2020-07-20,Piedmont,20-29,184,2,0
2020-07-20,"New River",60-69,30,5,0
2020-07-20,Roanoke,40-49,99,1,0
2020-07-20,"Three Rivers",20-29,155,4,0
2020-07-20,Rappahannock,40-49,503,46,2
2020-07-20,Portsmouth,80+,20,8,6
2020-07-20,"Central Shenandoah",Missing,1,0,0
2020-07-20,"Eastern Shore",70-79,49,16,9
2020-07-20,"Mount Rogers",70-79,81,29,13
2020-07-20,"Cumberland Plateau",70-79,9,1,0
2020-07-20,Piedmont,10-19,39,0,0
2020-07-20,Southside,20-29,68,2,0
2020-07-20,Chesterfield,50-59,504,44,4
2020-07-20,"Rappahannock Rapidan",20-29,313,6,0
2020-07-20,"Cumberland Plateau",60-69,16,2,0
2020-07-20,Roanoke,70-79,18,3,1
2020-07-20,"Central Shenandoah",20-29,470,10,0
2020-07-20,Pittsylvania-Danville,80+,27,8,2
2020-07-20,"Virginia Beach",80+,118,36,24
2020-07-20,"Central Shenandoah",50-59,417,34,4
2020-07-20,Lenowisco,Missing,0,0,0
2020-07-20,Fairfax,30-39,2897,199,6
2020-07-20,Lenowisco,60-69,15,5,2
2020-07-20,Loudoun,30-39,800,28,0
2020-07-20,"West Piedmont",80+,24,14,1
2020-07-20,Roanoke,80+,43,3,9
2020-07-20,Fairfax,40-49,2765,273,10
2020-07-20,"Thomas Jefferson",80+,127,28,19
2020-07-20,Roanoke,20-29,148,3,0
2020-07-20,Henrico,60-69,312,52,34
2020-07-20,"Lord Fairfax",40-49,363,18,1
2020-07-20,"Western Tidewater",Missing,16,0,0
2020-07-20,Chickahominy,60-69,87,21,6
2020-07-20,Chesapeake,20-29,368,4,0
2020-07-20,"Three Rivers",Missing,5,0,0
2020-07-20,Henrico,10-19,227,4,0
2020-07-20,"Mount Rogers",30-39,141,4,0
2020-07-20,"Eastern Shore",30-39,241,9,0
2020-07-20,Chesterfield,0-9,134,1,0
2020-07-20,"Central Shenandoah",10-19,142,1,0
2020-07-20,Crater,0-9,30,1,0
2020-07-20,Fairfax,70-79,697,249,115
2020-07-20,Rappahannock,80+,98,34,19
2020-07-20,Alexandria,10-19,192,4,0
2020-07-20,Portsmouth,40-49,137,8,0
2020-07-20,"Three Rivers",50-59,125,10,0
2020-07-20,Alleghany,Missing,2,0,0
2020-07-20,Alexandria,30-39,587,32,0
2020-07-20,Southside,Missing,0,0,0
2020-07-20,Portsmouth,60-69,102,23,6
2020-07-20,Roanoke,30-39,151,1,0
2020-07-20,"Three Rivers",60-69,89,14,0
2020-07-20,Fairfax,50-59,2338,315,32
2020-07-20,Portsmouth,50-59,134,22,2
2020-07-20,Chickahominy,80+,83,34,26
2020-07-20,"Rappahannock Rapidan",50-59,246,29,2
