"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-17,Southside,"Not Reported",4,0,0
2020-07-17,Chesapeake,Female,889,88,12
2020-07-17,Richmond,Female,1228,114,10
2020-07-17,Roanoke,Male,284,8,3
2020-07-17,Fairfax,"Not Reported",94,2,2
2020-07-17,"Thomas Jefferson",Female,716,60,14
2020-07-17,Chesapeake,"Not Reported",2,0,0
2020-07-17,"Cumberland Plateau",Male,62,6,0
2020-07-17,"Eastern Shore",Female,664,60,23
2020-07-17,"Lord Fairfax","Not Reported",8,0,0
2020-07-17,Rappahannock,"Not Reported",7,1,0
2020-07-17,"Central Shenandoah","Not Reported",1,0,0
2020-07-17,Peninsula,Male,770,68,14
2020-07-17,Norfolk,Male,938,67,11
2020-07-17,Alexandria,Female,1305,119,30
2020-07-17,Lenowisco,Male,47,10,4
2020-07-17,Pittsylvania-Danville,Female,201,29,3
2020-07-17,"New River","Not Reported",3,0,0
2020-07-17,Chesterfield,"Not Reported",93,0,2
2020-07-17,Loudoun,Male,2260,178,39
2020-07-17,"Rappahannock Rapidan",Female,824,51,10
2020-07-17,Piedmont,Female,354,47,5
2020-07-17,Richmond,Male,1251,134,24
2020-07-17,Crater,Female,784,95,29
2020-07-17,Portsmouth,Female,449,56,12
2020-07-17,Arlington,"Not Reported",2,0,0
2020-07-17,"Mount Rogers","Not Reported",2,0,0
2020-07-17,"Thomas Jefferson","Not Reported",0,0,0
2020-07-17,"Three Rivers","Not Reported",20,0,0
2020-07-17,Hampton,Male,267,27,3
2020-07-17,Alleghany,Male,320,24,5
2020-07-17,Roanoke,Female,326,7,7
2020-07-17,Loudoun,"Not Reported",29,0,0
2020-07-17,Fairfax,Female,7546,772,256
2020-07-17,"Western Tidewater",Male,562,61,38
2020-07-17,Peninsula,"Not Reported",5,0,0
2020-07-17,"New River",Male,173,16,5
2020-07-17,"Central Shenandoah",Male,1110,93,21
2020-07-17,Southside,Male,224,29,13
2020-07-17,Chesterfield,Male,1791,98,41
2020-07-17,Arlington,Female,1327,191,66
2020-07-17,Rappahannock,Male,1301,134,27
2020-07-17,"Central Virginia",Male,286,10,4
2020-07-17,Alleghany,"Not Reported",7,0,0
2020-07-17,Henrico,Male,1362,150,83
2020-07-17,"Thomas Jefferson",Male,619,53,15
2020-07-17,"Lord Fairfax",Male,1074,107,36
2020-07-17,"Three Rivers",Male,563,25,3
2020-07-17,Richmond,"Not Reported",42,2,2
2020-07-17,Pittsylvania-Danville,Male,151,23,1
2020-07-17,Portsmouth,"Not Reported",3,0,0
2020-07-17,Norfolk,"Not Reported",1,0,0
2020-07-17,Chesapeake,Male,669,75,12
2020-07-17,Chickahominy,Female,422,58,20
2020-07-17,"Prince William",Male,4966,492,106
2020-07-17,"Eastern Shore","Not Reported",9,0,0
2020-07-17,"Eastern Shore",Male,652,54,19
2020-07-17,"Rappahannock Rapidan",Male,822,72,14
2020-07-17,Henrico,"Not Reported",13,0,0
2020-07-17,"Cumberland Plateau",Female,63,1,0
2020-07-17,"West Piedmont",Male,315,35,4
2020-07-17,Hampton,"Not Reported",4,0,0
2020-07-17,Alexandria,"Not Reported",7,0,0
2020-07-17,"Western Tidewater","Not Reported",1,0,0
2020-07-17,"Cumberland Plateau","Not Reported",0,0,0
2020-07-17,"Virginia Beach",Male,1109,72,18
2020-07-17,Alleghany,Female,367,13,10
2020-07-17,Lenowisco,Female,55,9,1
2020-07-17,"Virginia Beach","Not Reported",11,0,0
2020-07-17,"Western Tidewater",Female,642,43,30
2020-07-17,"Mount Rogers",Male,421,57,20
2020-07-17,"Lord Fairfax",Female,1191,95,44
2020-07-17,Piedmont,"Not Reported",4,0,0
2020-07-17,Alexandria,Male,1211,136,26
2020-07-17,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-17,"West Piedmont","Not Reported",6,0,0
2020-07-17,Loudoun,Female,2287,137,63
2020-07-17,Hampton,Female,354,15,1
2020-07-17,Henrico,Female,1612,129,92
2020-07-17,"Prince William","Not Reported",67,1,0
2020-07-17,Chickahominy,Male,346,56,20
2020-07-17,"Rappahannock Rapidan","Not Reported",7,1,1
2020-07-17,Peninsula,Female,911,68,21
2020-07-17,Lenowisco,"Not Reported",0,0,0
2020-07-17,Crater,"Not Reported",15,1,0
2020-07-17,Chickahominy,"Not Reported",4,0,0
2020-07-17,Portsmouth,Male,420,40,8
2020-07-17,"New River",Female,153,8,1
2020-07-17,Rappahannock,Female,1468,118,19
2020-07-17,"Central Virginia",Female,278,7,2
2020-07-17,Roanoke,"Not Reported",12,0,0
2020-07-17,"West Piedmont",Female,370,39,4
2020-07-17,"Mount Rogers",Female,487,29,16
2020-07-17,Piedmont,Male,802,66,14
2020-07-17,Chesterfield,Female,1783,100,44
2020-07-17,Fairfax,Male,7218,1032,264
2020-07-17,Crater,Male,1006,88,21
2020-07-17,"Central Virginia","Not Reported",0,0,0
2020-07-17,"Prince William",Female,4980,388,81
2020-07-17,"Virginia Beach",Female,1276,70,16
2020-07-17,Norfolk,Female,1081,70,8
2020-07-17,"Three Rivers",Female,252,35,8
2020-07-17,Arlington,Male,1375,236,69
2020-07-17,"Central Shenandoah",Female,1270,96,25
2020-07-17,Southside,Female,286,30,18
