"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-30,Southside,"Not Reported",3,0,0
2020-05-30,Chesapeake,Female,297,45,7
2020-05-30,Richmond,Female,592,61,5
2020-05-30,Roanoke,Male,65,5,2
2020-05-30,Fairfax,"Not Reported",101,4,7
2020-05-30,"Thomas Jefferson",Female,282,38,9
2020-05-30,Chesapeake,"Not Reported",0,0,0
2020-05-30,"Cumberland Plateau",Male,14,1,0
2020-05-30,"Eastern Shore",Female,558,36,15
2020-05-30,"Lord Fairfax","Not Reported",11,0,0
2020-05-30,Rappahannock,"Not Reported",12,3,0
2020-05-30,"Central Shenandoah","Not Reported",5,0,0
2020-05-30,Peninsula,Male,267,62,12
2020-05-30,Norfolk,Male,245,33,5
2020-05-30,Alexandria,Female,1002,81,23
2020-05-30,Lenowisco,Male,22,8,3
2020-05-30,Pittsylvania-Danville,Female,54,16,2
2020-05-30,"New River","Not Reported",1,0,0
2020-05-30,Chesterfield,"Not Reported",47,0,1
2020-05-30,Loudoun,Male,1244,87,27
2020-05-30,"Rappahannock Rapidan",Female,542,28,5
2020-05-30,Piedmont,Female,174,18,2
2020-05-30,Richmond,Male,635,86,17
2020-05-30,Crater,Female,353,52,14
2020-05-30,Portsmouth,Female,142,24,5
2020-05-30,Arlington,"Not Reported",9,1,0
2020-05-30,"Mount Rogers","Not Reported",2,0,0
2020-05-30,"Thomas Jefferson","Not Reported",1,0,0
2020-05-30,"Three Rivers","Not Reported",3,0,0
2020-05-30,Hampton,Male,90,19,2
2020-05-30,Alleghany,Male,84,15,6
2020-05-30,Roanoke,Female,90,4,7
2020-05-30,Loudoun,"Not Reported",15,0,4
2020-05-30,Fairfax,Female,5491,568,194
2020-05-30,"Western Tidewater",Male,313,46,22
2020-05-30,Peninsula,"Not Reported",3,0,0
2020-05-30,"New River",Male,52,9,1
2020-05-30,"Central Shenandoah",Male,711,58,15
2020-05-30,Southside,Male,88,18,8
2020-05-30,Chesterfield,Male,733,45,25
2020-05-30,Arlington,Female,1044,168,55
2020-05-30,Rappahannock,Male,728,87,13
2020-05-30,"Central Virginia",Male,114,9,4
2020-05-30,Alleghany,"Not Reported",1,0,0
2020-05-30,Henrico,Male,749,104,65
2020-05-30,"Thomas Jefferson",Male,232,32,10
2020-05-30,"Lord Fairfax",Male,628,59,25
2020-05-30,"Three Rivers",Male,359,15,1
2020-05-30,Richmond,"Not Reported",22,2,2
2020-05-30,Pittsylvania-Danville,Male,36,12,1
2020-05-30,Portsmouth,"Not Reported",3,0,0
2020-05-30,Norfolk,"Not Reported",0,0,0
2020-05-30,Chesapeake,Male,223,42,8
2020-05-30,Chickahominy,Female,268,42,15
2020-05-30,"Prince William",Male,3407,305,62
2020-05-30,"Eastern Shore","Not Reported",3,0,0
2020-05-30,"Eastern Shore",Male,532,39,17
2020-05-30,"Rappahannock Rapidan",Male,571,49,9
2020-05-30,Henrico,"Not Reported",8,0,2
2020-05-30,"Cumberland Plateau",Female,19,1,0
2020-05-30,"West Piedmont",Male,90,12,3
2020-05-30,Hampton,"Not Reported",2,0,0
2020-05-30,Alexandria,"Not Reported",11,0,0
2020-05-30,"Western Tidewater","Not Reported",3,0,0
2020-05-30,"Cumberland Plateau","Not Reported",0,0,0
2020-05-30,"Virginia Beach",Male,314,51,14
2020-05-30,Alleghany,Female,114,9,10
2020-05-30,Lenowisco,Female,20,8,1
2020-05-30,"Virginia Beach","Not Reported",3,0,0
2020-05-30,"Western Tidewater",Female,314,25,17
2020-05-30,"Mount Rogers",Male,155,18,4
2020-05-30,"Lord Fairfax",Female,735,60,25
2020-05-30,Piedmont,"Not Reported",0,0,0
2020-05-30,Alexandria,Male,947,106,21
2020-05-30,Pittsylvania-Danville,"Not Reported",1,0,0
2020-05-30,"West Piedmont","Not Reported",2,0,0
2020-05-30,Loudoun,Female,1270,75,31
2020-05-30,Hampton,Female,105,11,1
2020-05-30,Henrico,Female,997,97,66
2020-05-30,"Prince William","Not Reported",68,1,0
2020-05-30,Chickahominy,Male,206,42,17
2020-05-30,"Rappahannock Rapidan","Not Reported",27,1,0
2020-05-30,Peninsula,Female,313,53,20
2020-05-30,Lenowisco,"Not Reported",0,0,0
2020-05-30,Crater,"Not Reported",13,2,0
2020-05-30,Chickahominy,"Not Reported",7,0,0
2020-05-30,Portsmouth,Male,162,20,6
2020-05-30,"New River",Female,56,6,0
2020-05-30,Rappahannock,Female,773,60,4
2020-05-30,"Central Virginia",Female,93,7,0
2020-05-30,Roanoke,"Not Reported",0,0,0
2020-05-30,"West Piedmont",Female,97,7,2
2020-05-30,"Mount Rogers",Female,174,7,2
2020-05-30,Piedmont,Male,542,29,4
2020-05-30,Chesterfield,Female,804,43,26
2020-05-30,Fairfax,Male,5434,747,196
2020-05-30,Crater,Male,366,36,4
2020-05-30,"Central Virginia","Not Reported",0,0,0
2020-05-30,"Prince William",Female,3282,247,58
2020-05-30,"Virginia Beach",Female,382,41,9
2020-05-30,Norfolk,Female,245,36,1
2020-05-30,"Three Rivers",Female,148,23,7
2020-05-30,Arlington,Male,1054,202,58
2020-05-30,"Central Shenandoah",Female,801,62,15
2020-05-30,Southside,Female,181,20,14
