"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-15,Southside,"Not Reported",4,0,0
2020-07-15,Chesapeake,Female,822,87,11
2020-07-15,Richmond,Female,1201,111,10
2020-07-15,Roanoke,Male,280,8,3
2020-07-15,Fairfax,"Not Reported",96,3,2
2020-07-15,"Thomas Jefferson",Female,694,58,14
2020-07-15,Chesapeake,"Not Reported",1,0,0
2020-07-15,"Cumberland Plateau",Male,57,5,0
2020-07-15,"Eastern Shore",Female,662,59,23
2020-07-15,"Lord Fairfax","Not Reported",8,0,0
2020-07-15,Rappahannock,"Not Reported",7,1,0
2020-07-15,"Central Shenandoah","Not Reported",3,0,0
2020-07-15,Peninsula,Male,726,68,14
2020-07-15,Norfolk,Male,807,66,11
2020-07-15,Alexandria,Female,1283,118,30
2020-07-15,Lenowisco,Male,42,10,3
2020-07-15,Pittsylvania-Danville,Female,191,25,3
2020-07-15,"New River","Not Reported",3,0,0
2020-07-15,Chesterfield,"Not Reported",90,0,2
2020-07-15,Loudoun,Male,2233,172,39
2020-07-15,"Rappahannock Rapidan",Female,800,51,10
2020-07-15,Piedmont,Female,346,47,5
2020-07-15,Richmond,Male,1230,132,24
2020-07-15,Crater,Female,765,88,29
2020-07-15,Portsmouth,Female,404,52,11
2020-07-15,Arlington,"Not Reported",2,0,0
2020-07-15,"Mount Rogers","Not Reported",2,0,0
2020-07-15,"Thomas Jefferson","Not Reported",0,0,0
2020-07-15,"Three Rivers","Not Reported",20,0,0
2020-07-15,Hampton,Male,249,27,3
2020-07-15,Alleghany,Male,310,22,5
2020-07-15,Roanoke,Female,320,7,7
2020-07-15,Loudoun,"Not Reported",23,0,0
2020-07-15,Fairfax,Female,7504,765,253
2020-07-15,"Western Tidewater",Male,538,59,35
2020-07-15,Peninsula,"Not Reported",4,0,0
2020-07-15,"New River",Male,168,15,5
2020-07-15,"Central Shenandoah",Male,1092,92,21
2020-07-15,Southside,Male,216,28,13
2020-07-15,Chesterfield,Male,1758,92,41
2020-07-15,Arlington,Female,1314,189,65
2020-07-15,Rappahannock,Male,1280,133,27
2020-07-15,"Central Virginia",Male,273,9,4
2020-07-15,Alleghany,"Not Reported",7,0,0
2020-07-15,Henrico,Male,1346,146,83
2020-07-15,"Thomas Jefferson",Male,604,51,15
2020-07-15,"Lord Fairfax",Male,1059,103,36
2020-07-15,"Three Rivers",Male,552,23,3
2020-07-15,Richmond,"Not Reported",42,2,2
2020-07-15,Pittsylvania-Danville,Male,142,21,1
2020-07-15,Portsmouth,"Not Reported",3,0,0
2020-07-15,Norfolk,"Not Reported",1,0,0
2020-07-15,Chesapeake,Male,618,73,12
2020-07-15,Chickahominy,Female,403,58,20
2020-07-15,"Prince William",Male,4911,486,105
2020-07-15,"Eastern Shore","Not Reported",9,0,0
2020-07-15,"Eastern Shore",Male,649,54,19
2020-07-15,"Rappahannock Rapidan",Male,811,71,14
2020-07-15,Henrico,"Not Reported",13,0,0
2020-07-15,"Cumberland Plateau",Female,58,1,0
2020-07-15,"West Piedmont",Male,302,30,4
2020-07-15,Hampton,"Not Reported",4,0,0
2020-07-15,Alexandria,"Not Reported",7,0,0
2020-07-15,"Western Tidewater","Not Reported",1,0,0
2020-07-15,"Cumberland Plateau","Not Reported",0,0,0
2020-07-15,"Virginia Beach",Male,994,72,18
2020-07-15,Alleghany,Female,353,10,10
2020-07-15,Lenowisco,Female,53,9,1
2020-07-15,"Virginia Beach","Not Reported",11,0,0
2020-07-15,"Western Tidewater",Female,600,43,30
2020-07-15,"Mount Rogers",Male,400,56,20
2020-07-15,"Lord Fairfax",Female,1166,91,41
2020-07-15,Piedmont,"Not Reported",4,0,0
2020-07-15,Alexandria,Male,1196,135,27
2020-07-15,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-15,"West Piedmont","Not Reported",7,0,0
2020-07-15,Loudoun,Female,2263,129,62
2020-07-15,Hampton,Female,339,15,1
2020-07-15,Henrico,Female,1588,127,92
2020-07-15,"Prince William","Not Reported",69,1,0
2020-07-15,Chickahominy,Male,337,56,20
2020-07-15,"Rappahannock Rapidan","Not Reported",7,1,1
2020-07-15,Peninsula,Female,848,66,21
2020-07-15,Lenowisco,"Not Reported",0,0,0
2020-07-15,Crater,"Not Reported",15,1,0
2020-07-15,Chickahominy,"Not Reported",4,0,0
2020-07-15,Portsmouth,Male,387,37,8
2020-07-15,"New River",Female,146,8,1
2020-07-15,Rappahannock,Female,1432,118,19
2020-07-15,"Central Virginia",Female,262,7,2
2020-07-15,Roanoke,"Not Reported",12,0,0
2020-07-15,"West Piedmont",Female,362,34,4
2020-07-15,"Mount Rogers",Female,463,27,16
2020-07-15,Piedmont,Male,796,63,13
2020-07-15,Chesterfield,Female,1739,85,43
2020-07-15,Fairfax,Male,7181,1001,261
2020-07-15,Crater,Male,988,86,21
2020-07-15,"Central Virginia","Not Reported",0,0,0
2020-07-15,"Prince William",Female,4927,382,80
2020-07-15,"Virginia Beach",Female,1132,70,16
2020-07-15,Norfolk,Female,934,67,7
2020-07-15,"Three Rivers",Female,252,35,8
2020-07-15,Arlington,Male,1361,233,69
2020-07-15,"Central Shenandoah",Female,1248,92,25
2020-07-15,Southside,Female,279,30,18
