"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-29,Southside,"Not Reported",3,0,0
2020-05-29,Chesapeake,Female,285,45,7
2020-05-29,Richmond,Female,572,59,5
2020-05-29,Roanoke,Male,62,5,2
2020-05-29,Fairfax,"Not Reported",97,4,7
2020-05-29,"Thomas Jefferson",Female,280,38,9
2020-05-29,Chesapeake,"Not Reported",0,0,0
2020-05-29,"Cumberland Plateau",Male,14,1,0
2020-05-29,"Eastern Shore",Female,544,37,15
2020-05-29,"Lord Fairfax","Not Reported",11,0,0
2020-05-29,Rappahannock,"Not Reported",12,3,0
2020-05-29,"Central Shenandoah","Not Reported",4,0,0
2020-05-29,Peninsula,Male,267,61,12
2020-05-29,Norfolk,Male,232,32,5
2020-05-29,Alexandria,Female,996,79,23
2020-05-29,Lenowisco,Male,22,8,3
2020-05-29,Pittsylvania-Danville,Female,53,16,2
2020-05-29,"New River","Not Reported",1,0,0
2020-05-29,Chesterfield,"Not Reported",47,0,1
2020-05-29,Loudoun,Male,1199,85,27
2020-05-29,"Rappahannock Rapidan",Female,536,28,5
2020-05-29,Piedmont,Female,165,18,2
2020-05-29,Richmond,Male,609,85,15
2020-05-29,Crater,Female,338,52,14
2020-05-29,Portsmouth,Female,138,23,5
2020-05-29,Arlington,"Not Reported",9,1,0
2020-05-29,"Mount Rogers","Not Reported",2,0,0
2020-05-29,"Thomas Jefferson","Not Reported",1,0,0
2020-05-29,"Three Rivers","Not Reported",3,0,0
2020-05-29,Hampton,Male,89,19,2
2020-05-29,Alleghany,Male,81,15,6
2020-05-29,Roanoke,Female,90,4,7
2020-05-29,Loudoun,"Not Reported",15,0,4
2020-05-29,Fairfax,Female,5390,558,193
2020-05-29,"Western Tidewater",Male,311,46,22
2020-05-29,Peninsula,"Not Reported",3,0,0
2020-05-29,"New River",Male,52,9,1
2020-05-29,"Central Shenandoah",Male,698,57,15
2020-05-29,Southside,Male,87,18,8
2020-05-29,Chesterfield,Male,700,45,25
2020-05-29,Arlington,Female,1035,169,54
2020-05-29,Rappahannock,Male,695,85,13
2020-05-29,"Central Virginia",Male,112,9,4
2020-05-29,Alleghany,"Not Reported",1,0,0
2020-05-29,Henrico,Male,715,99,65
2020-05-29,"Thomas Jefferson",Male,217,31,10
2020-05-29,"Lord Fairfax",Male,602,58,25
2020-05-29,"Three Rivers",Male,354,14,1
2020-05-29,Richmond,"Not Reported",21,2,2
2020-05-29,Pittsylvania-Danville,Male,36,12,1
2020-05-29,Portsmouth,"Not Reported",3,0,0
2020-05-29,Norfolk,"Not Reported",0,0,0
2020-05-29,Chesapeake,Male,209,41,8
2020-05-29,Chickahominy,Female,267,41,15
2020-05-29,"Prince William",Male,3309,296,61
2020-05-29,"Eastern Shore","Not Reported",3,0,0
2020-05-29,"Eastern Shore",Male,508,38,17
2020-05-29,"Rappahannock Rapidan",Male,560,48,9
2020-05-29,Henrico,"Not Reported",6,0,2
2020-05-29,"Cumberland Plateau",Female,19,1,0
2020-05-29,"West Piedmont",Male,88,12,3
2020-05-29,Hampton,"Not Reported",2,0,0
2020-05-29,Alexandria,"Not Reported",11,0,0
2020-05-29,"Western Tidewater","Not Reported",3,0,0
2020-05-29,"Cumberland Plateau","Not Reported",0,0,0
2020-05-29,"Virginia Beach",Male,298,51,14
2020-05-29,Alleghany,Female,113,9,10
2020-05-29,Lenowisco,Female,20,8,1
2020-05-29,"Virginia Beach","Not Reported",3,0,0
2020-05-29,"Western Tidewater",Female,312,24,17
2020-05-29,"Mount Rogers",Male,152,18,4
2020-05-29,"Lord Fairfax",Female,708,61,25
2020-05-29,Piedmont,"Not Reported",0,0,0
2020-05-29,Alexandria,Male,934,102,21
2020-05-29,Pittsylvania-Danville,"Not Reported",1,0,0
2020-05-29,"West Piedmont","Not Reported",2,0,0
2020-05-29,Loudoun,Female,1215,74,31
2020-05-29,Hampton,Female,101,11,1
2020-05-29,Henrico,Female,957,95,66
2020-05-29,"Prince William","Not Reported",67,1,0
2020-05-29,Chickahominy,Male,204,40,17
2020-05-29,"Rappahannock Rapidan","Not Reported",27,1,0
2020-05-29,Peninsula,Female,312,53,20
2020-05-29,Lenowisco,"Not Reported",0,0,0
2020-05-29,Crater,"Not Reported",12,2,0
2020-05-29,Chickahominy,"Not Reported",7,0,0
2020-05-29,Portsmouth,Male,153,20,6
2020-05-29,"New River",Female,56,6,0
2020-05-29,Rappahannock,Female,741,60,4
2020-05-29,"Central Virginia",Female,90,7,0
2020-05-29,Roanoke,"Not Reported",0,0,0
2020-05-29,"West Piedmont",Female,93,7,2
2020-05-29,"Mount Rogers",Female,168,6,2
2020-05-29,Piedmont,Male,537,29,4
2020-05-29,Chesterfield,Female,771,40,26
2020-05-29,Fairfax,Male,5369,738,192
2020-05-29,Crater,Male,353,36,4
2020-05-29,"Central Virginia","Not Reported",0,0,0
2020-05-29,"Prince William",Female,3185,242,56
2020-05-29,"Virginia Beach",Female,379,41,9
2020-05-29,Norfolk,Female,238,35,1
2020-05-29,"Three Rivers",Female,148,22,7
2020-05-29,Arlington,Male,1045,202,57
2020-05-29,"Central Shenandoah",Female,789,61,15
2020-05-29,Southside,Female,179,20,14
