"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-05,Southside,"Not Reported",4,0,0
2020-07-05,Chesapeake,Female,580,80,10
2020-07-05,Richmond,Female,1094,104,8
2020-07-05,Roanoke,Male,220,7,3
2020-07-05,Fairfax,"Not Reported",105,3,3
2020-07-05,"Thomas Jefferson",Female,547,53,13
2020-07-05,Chesapeake,"Not Reported",1,0,0
2020-07-05,"Cumberland Plateau",Male,28,1,0
2020-07-05,"Eastern Shore",Female,660,59,23
2020-07-05,"Lord Fairfax","Not Reported",7,0,0
2020-07-05,Rappahannock,"Not Reported",6,1,0
2020-07-05,"Central Shenandoah","Not Reported",1,0,0
2020-07-05,Peninsula,Male,511,64,13
2020-07-05,Norfolk,Male,517,60,9
2020-07-05,Alexandria,Female,1222,109,30
2020-07-05,Lenowisco,Male,28,8,3
2020-07-05,Pittsylvania-Danville,Female,136,23,2
2020-07-05,"New River","Not Reported",3,0,0
2020-07-05,Chesterfield,"Not Reported",77,0,2
2020-07-05,Loudoun,Male,2078,153,33
2020-07-05,"Rappahannock Rapidan",Female,733,44,9
2020-07-05,Piedmont,Female,306,41,4
2020-07-05,Richmond,Male,1142,122,19
2020-07-05,Crater,Female,668,82,22
2020-07-05,Portsmouth,Female,267,43,11
2020-07-05,Arlington,"Not Reported",1,0,0
2020-07-05,"Mount Rogers","Not Reported",2,0,0
2020-07-05,"Thomas Jefferson","Not Reported",0,0,0
2020-07-05,"Three Rivers","Not Reported",18,0,0
2020-07-05,Hampton,Male,161,26,3
2020-07-05,Alleghany,Male,251,21,5
2020-07-05,Roanoke,Female,252,7,7
2020-07-05,Loudoun,"Not Reported",19,0,1
2020-07-05,Fairfax,Female,7224,727,251
2020-07-05,"Western Tidewater",Male,423,55,30
2020-07-05,Peninsula,"Not Reported",4,0,0
2020-07-05,"New River",Male,134,14,4
2020-07-05,"Central Shenandoah",Male,989,81,19
2020-07-05,Southside,Male,172,25,12
2020-07-05,Chesterfield,Male,1594,78,35
2020-07-05,Arlington,Female,1248,191,63
2020-07-05,Rappahannock,Male,1191,124,26
2020-07-05,"Central Virginia",Male,220,9,4
2020-07-05,Alleghany,"Not Reported",3,0,0
2020-07-05,Henrico,Male,1201,139,77
2020-07-05,"Thomas Jefferson",Male,493,46,12
2020-07-05,"Lord Fairfax",Male,993,96,36
2020-07-05,"Three Rivers",Male,440,18,2
2020-07-05,Richmond,"Not Reported",40,2,2
2020-07-05,Pittsylvania-Danville,Male,98,20,1
2020-07-05,Portsmouth,"Not Reported",3,0,0
2020-07-05,Norfolk,"Not Reported",0,0,0
2020-07-05,Chesapeake,Male,434,67,11
2020-07-05,Chickahominy,Female,373,56,19
2020-07-05,"Prince William",Male,4698,451,99
2020-07-05,"Eastern Shore","Not Reported",9,0,0
2020-07-05,"Eastern Shore",Male,647,54,19
2020-07-05,"Rappahannock Rapidan",Male,749,64,12
2020-07-05,Henrico,"Not Reported",13,0,1
2020-07-05,"Cumberland Plateau",Female,40,1,0
2020-07-05,"West Piedmont",Male,242,22,4
2020-07-05,Hampton,"Not Reported",3,0,0
2020-07-05,Alexandria,"Not Reported",6,0,0
2020-07-05,"Western Tidewater","Not Reported",2,0,0
2020-07-05,"Cumberland Plateau","Not Reported",0,0,0
2020-07-05,"Virginia Beach",Male,621,65,16
2020-07-05,Alleghany,Female,289,10,10
2020-07-05,Lenowisco,Female,32,9,1
2020-07-05,"Virginia Beach","Not Reported",9,0,0
2020-07-05,"Western Tidewater",Female,436,35,26
2020-07-05,"Mount Rogers",Male,348,51,18
2020-07-05,"Lord Fairfax",Female,1089,88,38
2020-07-05,Piedmont,"Not Reported",5,0,0
2020-07-05,Alexandria,Male,1148,130,27
2020-07-05,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-05,"West Piedmont","Not Reported",5,0,0
2020-07-05,Loudoun,Female,2110,125,56
2020-07-05,Hampton,Female,205,15,2
2020-07-05,Henrico,Female,1467,123,80
2020-07-05,"Prince William","Not Reported",67,1,0
2020-07-05,Chickahominy,Male,299,55,20
2020-07-05,"Rappahannock Rapidan","Not Reported",2,1,1
2020-07-05,Peninsula,Female,582,63,21
2020-07-05,Lenowisco,"Not Reported",0,0,0
2020-07-05,Crater,"Not Reported",13,1,0
2020-07-05,Chickahominy,"Not Reported",3,0,0
2020-07-05,Portsmouth,Male,279,30,7
2020-07-05,"New River",Female,121,8,1
2020-07-05,Rappahannock,Female,1334,103,18
2020-07-05,"Central Virginia",Female,210,7,1
2020-07-05,Roanoke,"Not Reported",7,0,0
2020-07-05,"West Piedmont",Female,271,23,3
2020-07-05,"Mount Rogers",Female,415,24,14
2020-07-05,Piedmont,Male,754,48,9
2020-07-05,Chesterfield,Female,1576,71,36
2020-07-05,Fairfax,Male,6950,947,257
2020-07-05,Crater,Male,909,72,16
2020-07-05,"Central Virginia","Not Reported",0,0,0
2020-07-05,"Prince William",Female,4700,371,72
2020-07-05,"Virginia Beach",Female,720,58,14
2020-07-05,Norfolk,Female,555,54,3
2020-07-05,"Three Rivers",Female,203,32,7
2020-07-05,Arlington,Male,1284,230,68
2020-07-05,"Central Shenandoah",Female,1150,92,21
2020-07-05,Southside,Female,247,25,18
