"Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations"
2020-08-23,Alexandria,Female,1682,133
2020-08-23,Lenowisco,Male,288,32
2020-08-23,Pittsylvania-Danville,Female,643,53
2020-08-23,"New River","Not Reported",3,0
2020-08-23,Chesterfield,"Not Reported",130,0
2020-08-23,Loudoun,Male,2814,204
2020-08-23,"Rappahannock Rapidan",Female,1112,60
2020-08-23,Piedmont,Female,502,51
2020-08-23,Richmond,Male,1734,177
2020-08-23,Crater,Female,1270,130
2020-08-23,Portsmouth,Female,1148,85
2020-08-23,Arlington,"Not Reported",8,0
2020-08-23,"Mount Rogers","Not Reported",6,0
2020-08-23,"Thomas Jefferson","Not Reported",1,0
2020-08-23,"Three Rivers","Not Reported",21,0
2020-08-23,Hampton,Male,652,35
2020-08-23,Alleghany,Male,499,34
2020-08-23,Roanoke,Female,586,21
2020-08-23,Loudoun,"Not Reported",44,0
2020-08-23,Fairfax,Female,9063,867
2020-08-23,"Western Tidewater",Male,1169,88
2020-08-23,Peninsula,"Not Reported",14,0
2020-08-23,"New River",Male,411,26
2020-08-23,"Central Shenandoah",Male,1419,112
2020-08-23,Southside,Male,494,37
2020-08-23,Chesterfield,Male,2506,150
2020-08-23,Arlington,Female,1676,196
2020-08-23,Rappahannock,Male,1957,176
2020-08-23,"Central Virginia",Male,955,42
2020-08-23,Alleghany,"Not Reported",7,0
2020-08-23,Henrico,Male,2037,184
2020-08-23,"Thomas Jefferson",Male,1059,77
2020-08-23,"Lord Fairfax",Male,1287,124
2020-08-23,"Three Rivers",Male,716,42
2020-08-23,Richmond,"Not Reported",47,2
2020-08-23,Pittsylvania-Danville,Male,532,39
2020-08-23,Portsmouth,"Not Reported",3,0
2020-08-23,Norfolk,"Not Reported",2,0
2020-08-23,Chesapeake,Male,1578,141
2020-08-23,Chickahominy,Female,620,69
2020-08-23,"Prince William",Male,6166,572
2020-08-23,"Eastern Shore","Not Reported",9,0
2020-08-23,"Eastern Shore",Male,706,68
2020-08-23,"Rappahannock Rapidan",Male,1049,83
2020-08-23,Henrico,"Not Reported",21,0
2020-08-23,"Cumberland Plateau",Female,261,17
2020-08-23,"West Piedmont",Male,617,81
2020-08-23,Hampton,"Not Reported",5,0
2020-08-23,Alexandria,"Not Reported",11,0
2020-08-23,"Western Tidewater","Not Reported",4,0
2020-08-23,"Cumberland Plateau","Not Reported",0,0
2020-08-23,"Virginia Beach",Male,2582,148
2020-08-23,Alleghany,Female,560,23
2020-08-23,Lenowisco,Female,312,23
2020-08-23,"Virginia Beach","Not Reported",17,0
2020-08-23,"Western Tidewater",Female,1430,69
2020-08-23,"Mount Rogers",Male,799,102
2020-08-23,"Lord Fairfax",Female,1446,111
2020-08-23,Piedmont,"Not Reported",4,0
2020-08-23,Alexandria,Male,1564,159
2020-08-23,Pittsylvania-Danville,"Not Reported",8,0
2020-08-23,"West Piedmont","Not Reported",5,0
2020-08-23,Loudoun,Female,2854,162
2020-08-23,Hampton,Female,797,18
2020-08-23,Henrico,Female,2261,177
2020-08-23,"Prince William","Not Reported",110,1
2020-08-23,Chickahominy,Male,499,69
2020-08-23,"Rappahannock Rapidan","Not Reported",4,0
2020-08-23,Peninsula,Female,1808,85
2020-08-23,Lenowisco,"Not Reported",3,0
2020-08-23,Crater,"Not Reported",27,1
2020-08-23,Chickahominy,"Not Reported",6,0
2020-08-23,Portsmouth,Male,935,74
2020-08-23,"New River",Female,357,11
2020-08-23,Rappahannock,Female,2210,156
2020-08-23,"Central Virginia",Female,1043,29
2020-08-23,Roanoke,"Not Reported",20,0
2020-08-23,"West Piedmont",Female,803,93
2020-08-23,"Mount Rogers",Female,943,56
2020-08-23,Piedmont,Male,1102,74
2020-08-23,Chesterfield,Female,2610,135
2020-08-23,Fairfax,Male,8629,1167
2020-08-23,Crater,Male,1603,110
2020-08-23,"Central Virginia","Not Reported",9,0
2020-08-23,"Prince William",Female,6371,439
2020-08-23,"Virginia Beach",Female,3094,159
2020-08-23,Norfolk,Female,2186,130
2020-08-23,"Three Rivers",Female,473,46
2020-08-23,Arlington,Male,1699,253
2020-08-23,"Central Shenandoah",Female,1627,119
2020-08-23,Southside,Female,433,32
2020-08-24,Southside,"Not Reported",4,0
2020-08-24,Chesapeake,Female,1965,155
2020-08-24,Richmond,Female,1821,177
2020-08-24,Roanoke,Male,519,19
2020-08-24,Fairfax,"Not Reported",125,2
2020-08-24,"Thomas Jefferson",Female,1207,85
2020-08-24,Chesapeake,"Not Reported",4,0
2020-08-24,"Cumberland Plateau",Male,226,21
2020-08-24,"Eastern Shore",Female,723,69
2020-08-24,"Lord Fairfax","Not Reported",12,0
2020-08-24,Rappahannock,"Not Reported",7,1
2020-08-24,"Central Shenandoah","Not Reported",0,0
2020-08-24,Peninsula,Male,1658,91
2020-08-24,Norfolk,Male,1977,127
2020-08-24,Alexandria,Female,1690,133
2020-08-24,Lenowisco,Male,292,32
2020-08-24,Pittsylvania-Danville,Female,647,53
2020-08-24,"New River","Not Reported",3,0
2020-08-24,Chesterfield,"Not Reported",130,0
2020-08-24,Loudoun,Male,2825,204
2020-08-24,"Rappahannock Rapidan",Female,1114,60
2020-08-24,Piedmont,Female,502,51
2020-08-24,Richmond,Male,1747,178
2020-08-24,Crater,Female,1278,131
2020-08-24,Portsmouth,Female,1148,85
2020-08-24,Arlington,"Not Reported",8,0
2020-08-24,"Mount Rogers","Not Reported",6,0
2020-08-24,"Thomas Jefferson","Not Reported",1,0
2020-08-24,"Three Rivers","Not Reported",22,0
2020-08-24,Hampton,Male,653,35
2020-08-24,Alleghany,Male,508,34
2020-08-24,Roanoke,Female,590,22
2020-08-24,Loudoun,"Not Reported",44,0
2020-08-24,Fairfax,Female,9103,868
2020-08-24,"Western Tidewater",Male,1183,90
2020-08-24,Peninsula,"Not Reported",14,0
2020-08-24,"New River",Male,432,26
2020-08-24,"Central Shenandoah",Male,1426,112
2020-08-24,Southside,Male,497,37
2020-08-24,Chesterfield,Male,2509,150
2020-08-24,Arlington,Female,1688,196
2020-08-24,Rappahannock,Male,1980,176
2020-08-24,"Central Virginia",Male,964,42
2020-08-24,Alleghany,"Not Reported",7,0
2020-08-24,Henrico,Male,2056,185
2020-08-24,"Thomas Jefferson",Male,1061,77
2020-08-24,"Lord Fairfax",Male,1289,124
2020-08-24,"Three Rivers",Male,723,42
2020-08-24,Richmond,"Not Reported",47,2
2020-08-24,Pittsylvania-Danville,Male,533,39
2020-08-24,Portsmouth,"Not Reported",3,0
2020-08-24,Norfolk,"Not Reported",2,0
2020-08-24,Chesapeake,Male,1595,144
2020-08-24,Chickahominy,Female,625,69
2020-08-24,"Prince William",Male,6195,573
2020-08-24,"Eastern Shore","Not Reported",9,0
2020-08-24,"Eastern Shore",Male,706,68
2020-08-24,"Rappahannock Rapidan",Male,1053,83
2020-08-24,Henrico,"Not Reported",20,0
2020-08-24,"Cumberland Plateau",Female,261,17
2020-08-24,"West Piedmont",Male,617,81
2020-08-24,Hampton,"Not Reported",5,0
2020-08-24,Alexandria,"Not Reported",11,0
2020-08-24,"Western Tidewater","Not Reported",4,0
2020-08-24,"Cumberland Plateau","Not Reported",0,0
2020-08-24,"Virginia Beach",Male,2602,148
2020-08-24,Alleghany,Female,564,23
2020-08-24,Lenowisco,Female,318,23
2020-08-24,"Virginia Beach","Not Reported",17,0
2020-08-24,"Western Tidewater",Female,1438,70
2020-08-24,"Mount Rogers",Male,804,103
2020-08-24,"Lord Fairfax",Female,1451,111
2020-08-24,Piedmont,"Not Reported",4,0
2020-08-24,Alexandria,Male,1569,160
2020-08-24,Pittsylvania-Danville,"Not Reported",8,0
2020-08-24,"West Piedmont","Not Reported",5,0
2020-08-24,Loudoun,Female,2866,162
2020-08-24,Hampton,Female,805,18
2020-08-24,Henrico,Female,2283,179
2020-08-24,"Prince William","Not Reported",111,1
2020-08-24,Chickahominy,Male,500,69
2020-08-24,"Rappahannock Rapidan","Not Reported",4,0
2020-08-24,Peninsula,Female,1819,86
2020-08-24,Lenowisco,"Not Reported",3,0
2020-08-24,Crater,"Not Reported",27,1
2020-08-24,Chickahominy,"Not Reported",6,0
2020-08-24,Portsmouth,Male,935,74
2020-08-24,"New River",Female,386,11
2020-08-24,Rappahannock,Female,2231,156
2020-08-24,"Central Virginia",Female,1049,29
2020-08-24,Roanoke,"Not Reported",20,0
2020-08-24,"West Piedmont",Female,808,93
2020-08-24,"Mount Rogers",Female,951,58
2020-08-24,Piedmont,Male,1102,74
2020-08-24,Chesterfield,Female,2621,136
2020-08-24,Fairfax,Male,8671,1167
2020-08-24,Crater,Male,1610,110
2020-08-24,"Central Virginia","Not Reported",9,0
2020-08-24,"Prince William",Female,6396,439
2020-08-24,"Virginia Beach",Female,3120,159
2020-08-24,Norfolk,Female,2185,130
2020-08-24,"Three Rivers",Female,479,47
2020-08-24,Arlington,Male,1704,253
2020-08-24,"Central Shenandoah",Female,1639,119
2020-08-24,Southside,Female,436,32
2020-08-25,Southside,"Not Reported",4,0
2020-08-25,Chesapeake,Female,1976,156
2020-08-25,Richmond,Female,1834,179
2020-08-25,Roanoke,Male,521,19
2020-08-25,Fairfax,"Not Reported",125,2
2020-08-25,"Thomas Jefferson",Female,1222,85
2020-08-25,Chesapeake,"Not Reported",4,0
2020-08-25,"Cumberland Plateau",Male,235,21
2020-08-25,"Eastern Shore",Female,723,69
2020-08-25,"Lord Fairfax","Not Reported",13,0
2020-08-25,Rappahannock,"Not Reported",7,1
2020-08-25,"Central Shenandoah","Not Reported",0,0
2020-08-25,Peninsula,Male,1666,93
2020-08-25,Norfolk,Male,2027,128
2020-08-25,Alexandria,Female,1713,134
2020-08-25,Lenowisco,Male,319,33
2020-08-25,Pittsylvania-Danville,Female,660,53
2020-08-25,"New River","Not Reported",3,0
2020-08-25,Chesterfield,"Not Reported",128,0
2020-08-25,Loudoun,Male,2838,206
2020-08-25,"Rappahannock Rapidan",Female,1124,60
2020-08-25,Piedmont,Female,515,51
2020-08-25,Richmond,Male,1781,178
2020-08-25,Crater,Female,1284,131
2020-08-25,Portsmouth,Female,1177,85
2020-08-25,Arlington,"Not Reported",7,0
2020-08-25,"Mount Rogers","Not Reported",6,0
2020-08-25,"Thomas Jefferson","Not Reported",2,0
2020-08-25,"Three Rivers","Not Reported",21,0
2020-08-25,Hampton,Male,659,36
2020-08-25,Alleghany,Male,512,34
2020-08-25,Roanoke,Female,589,22
2020-08-25,Loudoun,"Not Reported",43,0
2020-08-25,Fairfax,Female,9131,866
2020-08-25,"Western Tidewater",Male,1189,90
2020-08-25,Peninsula,"Not Reported",14,0
2020-08-25,"New River",Male,445,26
2020-08-25,"Central Shenandoah",Male,1439,114
2020-08-25,Southside,Male,503,37
2020-08-25,Chesterfield,Male,2523,150
2020-08-25,Arlington,Female,1691,196
2020-08-25,Rappahannock,Male,1992,176
2020-08-25,"Central Virginia",Male,982,42
2020-08-25,Alleghany,"Not Reported",6,0
2020-08-25,Henrico,Male,2076,186
2020-08-25,"Thomas Jefferson",Male,1070,78
2020-08-25,"Lord Fairfax",Male,1299,125
2020-08-25,"Three Rivers",Male,725,42
2020-08-25,Richmond,"Not Reported",47,2
2020-08-25,Pittsylvania-Danville,Male,545,39
2020-08-25,Portsmouth,"Not Reported",3,0
2020-08-25,Norfolk,"Not Reported",2,0
2020-08-25,Chesapeake,Male,1602,147
2020-08-25,Chickahominy,Female,630,70
2020-08-25,"Prince William",Male,6235,576
2020-08-25,"Eastern Shore","Not Reported",9,0
2020-08-25,"Eastern Shore",Male,706,68
2020-08-25,"Rappahannock Rapidan",Male,1062,84
2020-08-25,Henrico,"Not Reported",23,0
2020-08-25,"Cumberland Plateau",Female,264,17
2020-08-25,"West Piedmont",Male,636,82
2020-08-25,Hampton,"Not Reported",5,0
2020-08-25,Alexandria,"Not Reported",11,0
2020-08-25,"Western Tidewater","Not Reported",5,0
2020-08-25,"Cumberland Plateau","Not Reported",0,0
2020-08-25,"Virginia Beach",Male,2628,149
2020-08-25,Alleghany,Female,568,24
2020-08-25,Lenowisco,Female,323,23
2020-08-25,"Virginia Beach","Not Reported",16,0
2020-08-25,"Western Tidewater",Female,1450,70
2020-08-25,"Mount Rogers",Male,816,104
2020-08-25,"Lord Fairfax",Female,1458,112
2020-08-25,Piedmont,"Not Reported",4,0
2020-08-25,Alexandria,Male,1585,160
2020-08-25,Pittsylvania-Danville,"Not Reported",8,0
2020-08-25,"West Piedmont","Not Reported",6,0
2020-08-25,Loudoun,Female,2888,163
2020-08-25,Hampton,Female,810,18
2020-08-25,Henrico,Female,2304,182
2020-08-25,"Prince William","Not Reported",111,1
2020-08-25,Chickahominy,Male,500,69
2020-08-25,"Rappahannock Rapidan","Not Reported",5,0
2020-08-25,Peninsula,Female,1828,86
2020-08-25,Lenowisco,"Not Reported",5,0
2020-08-25,Crater,"Not Reported",27,1
2020-08-25,Chickahominy,"Not Reported",6,0
2020-08-25,Portsmouth,Male,955,75
2020-08-25,"New River",Female,409,11
2020-08-25,Rappahannock,Female,2243,158
2020-08-25,"Central Virginia",Female,1090,29
2020-08-25,Roanoke,"Not Reported",19,0
2020-08-25,"West Piedmont",Female,818,94
2020-08-25,"Mount Rogers",Female,972,60
2020-08-25,Piedmont,Male,1116,76
2020-08-25,Chesterfield,Female,2635,139
2020-08-25,Fairfax,Male,8700,1168
2020-08-25,Crater,Male,1618,110
2020-08-25,"Central Virginia","Not Reported",9,0
2020-08-25,"Prince William",Female,6447,440
2020-08-25,"Virginia Beach",Female,3144,160
2020-08-25,Norfolk,Female,2216,133
2020-08-25,"Three Rivers",Female,480,47
2020-08-25,Arlington,Male,1717,256
2020-08-25,"Central Shenandoah",Female,1652,120
2020-08-25,Southside,Female,441,32
2020-08-26,Southside,"Not Reported",4,0
2020-08-26,Chesapeake,Female,2000,157
2020-08-26,Richmond,Female,1857,181
2020-08-26,Roanoke,Male,527,19
2020-08-26,Fairfax,"Not Reported",125,2
2020-08-26,"Thomas Jefferson",Female,1228,85
2020-08-26,Chesapeake,"Not Reported",4,0
2020-08-26,"Cumberland Plateau",Male,239,22
2020-08-26,"Eastern Shore",Female,724,69
2020-08-26,"Lord Fairfax","Not Reported",12,0
2020-08-26,Rappahannock,"Not Reported",6,1
2020-08-26,"Central Shenandoah","Not Reported",1,0
2020-08-26,Peninsula,Male,1676,94
2020-08-26,Norfolk,Male,2030,132
2020-08-26,Alexandria,Female,1721,135
2020-08-26,Lenowisco,Male,321,33
2020-08-26,Pittsylvania-Danville,Female,676,54
2020-08-26,"New River","Not Reported",3,0
2020-08-26,Chesterfield,"Not Reported",128,0
2020-08-26,Loudoun,Male,2850,207
2020-08-26,"Rappahannock Rapidan",Female,1132,61
2020-08-26,Piedmont,Female,519,51
2020-08-26,Richmond,Male,1831,179
2020-08-26,Crater,Female,1299,130
2020-08-26,Portsmouth,Female,1179,87
2020-08-26,Arlington,"Not Reported",5,0
2020-08-26,"Mount Rogers","Not Reported",6,0
2020-08-26,"Thomas Jefferson","Not Reported",3,0
2020-08-26,"Three Rivers","Not Reported",21,0
2020-08-26,Hampton,Male,664,36
2020-08-26,Alleghany,Male,522,34
2020-08-26,Roanoke,Female,594,23
2020-08-26,Loudoun,"Not Reported",42,0
2020-08-26,Fairfax,Female,9188,869
2020-08-26,"Western Tidewater",Male,1204,90
2020-08-26,Peninsula,"Not Reported",14,0
2020-08-26,"New River",Male,468,26
2020-08-26,"Central Shenandoah",Male,1443,114
2020-08-26,Southside,Male,502,37
2020-08-26,Chesterfield,Male,2537,152
2020-08-26,Arlington,Female,1700,196
2020-08-26,Rappahannock,Male,2001,177
2020-08-26,"Central Virginia",Male,987,43
2020-08-26,Alleghany,"Not Reported",6,0
2020-08-26,Henrico,Male,2087,190
2020-08-26,"Thomas Jefferson",Male,1078,79
2020-08-26,"Lord Fairfax",Male,1306,125
2020-08-26,"Three Rivers",Male,727,43
2020-08-26,Richmond,"Not Reported",47,2
2020-08-26,Pittsylvania-Danville,Male,552,39
2020-08-26,Portsmouth,"Not Reported",3,0
2020-08-26,Norfolk,"Not Reported",2,0
2020-08-26,Chesapeake,Male,1621,149
2020-08-26,Chickahominy,Female,657,70
2020-08-26,"Prince William",Male,6261,579
2020-08-26,"Eastern Shore","Not Reported",9,0
2020-08-26,"Eastern Shore",Male,706,68
2020-08-26,"Rappahannock Rapidan",Male,1064,86
2020-08-26,Henrico,"Not Reported",24,0
2020-08-26,"Cumberland Plateau",Female,266,21
2020-08-26,"West Piedmont",Male,647,85
2020-08-26,Hampton,"Not Reported",5,0
2020-08-26,Alexandria,"Not Reported",11,0
2020-08-26,"Western Tidewater","Not Reported",5,0
2020-08-26,"Cumberland Plateau","Not Reported",0,0
2020-08-26,"Virginia Beach",Male,2638,150
2020-08-26,Alleghany,Female,580,24
2020-08-26,Lenowisco,Female,326,23
2020-08-26,"Virginia Beach","Not Reported",16,0
2020-08-26,"Western Tidewater",Female,1465,71
2020-08-26,"Mount Rogers",Male,821,104
2020-08-26,"Lord Fairfax",Female,1457,112
2020-08-26,Piedmont,"Not Reported",4,0
2020-08-26,Alexandria,Male,1592,161
2020-08-26,Pittsylvania-Danville,"Not Reported",8,0
2020-08-26,"West Piedmont","Not Reported",6,0
2020-08-26,Loudoun,Female,2895,163
2020-08-26,Hampton,Female,814,18
2020-08-26,Henrico,Female,2317,182
2020-08-26,"Prince William","Not Reported",110,1
2020-08-26,Chickahominy,Male,517,69
2020-08-26,"Rappahannock Rapidan","Not Reported",6,0
2020-08-26,Peninsula,Female,1836,87
2020-08-26,Lenowisco,"Not Reported",5,0
2020-08-26,Crater,"Not Reported",27,1
2020-08-26,Chickahominy,"Not Reported",6,0
2020-08-26,Portsmouth,Male,960,76
2020-08-26,"New River",Female,454,11
2020-08-26,Rappahannock,Female,2255,159
2020-08-26,"Central Virginia",Female,1092,29
2020-08-26,Roanoke,"Not Reported",19,0
2020-08-26,"West Piedmont",Female,831,98
2020-08-26,"Mount Rogers",Female,984,62
2020-08-26,Piedmont,Male,1120,76
2020-08-26,Chesterfield,Female,2649,139
2020-08-26,Fairfax,Male,8740,1170
2020-08-26,Crater,Male,1638,111
2020-08-26,"Central Virginia","Not Reported",9,0
2020-08-26,"Prince William",Female,6467,441
2020-08-26,"Virginia Beach",Female,3167,164
2020-08-26,Norfolk,Female,2228,137
2020-08-26,"Three Rivers",Female,483,47
2020-08-26,Arlington,Male,1730,256
2020-08-26,"Central Shenandoah",Female,1658,120
2020-08-26,Southside,Female,451,32
2020-08-27,Southside,"Not Reported",4,0
2020-08-27,Chesapeake,Female,2017,159
2020-08-27,Richmond,Female,1873,183
2020-08-27,Roanoke,Male,540,19
2020-08-27,Fairfax,"Not Reported",127,2
2020-08-27,"Thomas Jefferson",Female,1246,85
2020-08-27,Chesapeake,"Not Reported",4,0
2020-08-27,"Cumberland Plateau",Male,243,24
2020-08-27,"Eastern Shore",Female,726,69
2020-08-27,"Lord Fairfax","Not Reported",12,0
2020-08-27,Rappahannock,"Not Reported",7,1
2020-08-27,"Central Shenandoah","Not Reported",1,0
2020-08-27,Peninsula,Male,1696,94
2020-08-27,Norfolk,Male,2046,136
2020-08-27,Alexandria,Female,1730,136
2020-08-27,Lenowisco,Male,328,33
2020-08-27,Pittsylvania-Danville,Female,702,55
2020-08-27,"New River","Not Reported",3,0
2020-08-27,Chesterfield,"Not Reported",129,0
2020-08-27,Loudoun,Male,2863,208
2020-08-27,"Rappahannock Rapidan",Female,1145,62
2020-08-27,Piedmont,Female,525,51
2020-08-27,Richmond,Male,1847,180
2020-08-27,Crater,Female,1316,130
2020-08-27,Portsmouth,Female,1189,88
2020-08-27,Arlington,"Not Reported",5,0
2020-08-27,"Mount Rogers","Not Reported",6,0
2020-08-27,"Thomas Jefferson","Not Reported",3,0
2020-08-27,"Three Rivers","Not Reported",21,0
2020-08-27,Hampton,Male,675,36
2020-08-27,Alleghany,Male,528,34
2020-08-27,Roanoke,Female,615,25
2020-08-27,Loudoun,"Not Reported",43,0
2020-08-27,Fairfax,Female,9232,877
2020-08-27,"Western Tidewater",Male,1218,90
2020-08-27,Peninsula,"Not Reported",14,0
2020-08-27,"New River",Male,482,26
2020-08-27,"Central Shenandoah",Male,1452,114
2020-08-27,Southside,Male,510,37
2020-08-27,Chesterfield,Male,2553,154
2020-08-27,Arlington,Female,1711,197
2020-08-27,Rappahannock,Male,2026,178
2020-08-27,"Central Virginia",Male,1022,43
2020-08-27,Alleghany,"Not Reported",6,0
2020-08-27,Henrico,Male,2107,192
2020-08-27,"Thomas Jefferson",Male,1087,79
2020-08-27,"Lord Fairfax",Male,1305,125
2020-08-27,"Three Rivers",Male,735,44
2020-08-27,Richmond,"Not Reported",47,2
2020-08-27,Pittsylvania-Danville,Male,560,39
2020-08-27,Portsmouth,"Not Reported",3,0
2020-08-27,Norfolk,"Not Reported",2,0
2020-08-27,Chesapeake,Male,1639,150
2020-08-27,Chickahominy,Female,663,70
2020-08-27,"Prince William",Male,6302,581
2020-08-27,"Eastern Shore","Not Reported",9,0
2020-08-27,"Eastern Shore",Male,707,68
2020-08-27,"Rappahannock Rapidan",Male,1074,86
2020-08-27,Henrico,"Not Reported",24,0
2020-08-27,"Cumberland Plateau",Female,271,21
2020-08-27,"West Piedmont",Male,657,87
2020-08-27,Hampton,"Not Reported",5,0
2020-08-27,Alexandria,"Not Reported",10,0
2020-08-27,"Western Tidewater","Not Reported",5,0
2020-08-27,"Cumberland Plateau","Not Reported",0,0
2020-08-27,"Virginia Beach",Male,2663,150
2020-08-27,Alleghany,Female,600,24
2020-08-27,Lenowisco,Female,333,24
2020-08-27,"Virginia Beach","Not Reported",16,0
2020-08-27,"Western Tidewater",Female,1487,71
2020-08-27,"Mount Rogers",Male,836,106
2020-08-27,"Lord Fairfax",Female,1461,112
2020-08-27,Piedmont,"Not Reported",4,0
2020-08-27,Alexandria,Male,1593,161
2020-08-27,Pittsylvania-Danville,"Not Reported",8,0
2020-08-27,"West Piedmont","Not Reported",6,0
2020-08-27,Loudoun,Female,2919,165
2020-08-27,Hampton,Female,825,18
2020-08-27,Henrico,Female,2336,182
2020-08-27,"Prince William","Not Reported",108,1
2020-08-27,Chickahominy,Male,518,69
2020-08-27,"Rappahannock Rapidan","Not Reported",6,0
2020-08-27,Peninsula,Female,1858,87
2020-08-27,Lenowisco,"Not Reported",5,0
2020-08-27,Crater,"Not Reported",27,1
2020-08-27,Chickahominy,"Not Reported",6,0
2020-08-27,Portsmouth,Male,969,79
2020-08-27,"New River",Female,478,11
2020-08-27,Rappahannock,Female,2287,160
2020-08-27,"Central Virginia",Female,1123,29
2020-08-27,Roanoke,"Not Reported",14,0
2020-08-27,"West Piedmont",Female,871,102
2020-08-27,"Mount Rogers",Female,1002,63
2020-08-27,Piedmont,Male,1127,76
2020-08-27,Chesterfield,Female,2665,142
2020-08-27,Fairfax,Male,8775,1175
2020-08-27,Crater,Male,1654,111
2020-08-27,"Central Virginia","Not Reported",10,0
2020-08-27,"Prince William",Female,6500,442
2020-08-27,"Virginia Beach",Female,3197,164
2020-08-27,Norfolk,Female,2249,140
2020-08-27,"Three Rivers",Female,494,47
2020-08-27,Arlington,Male,1741,257
2020-08-27,"Central Shenandoah",Female,1692,120
2020-08-27,Southside,Female,463,32
2020-08-28,Southside,"Not Reported",4,0
2020-08-28,Chesapeake,Female,2035,163
