"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-08,Southside,"Not Reported",4,0,0
2020-07-08,Chesapeake,Female,623,83,10
2020-07-08,Richmond,Female,1122,105,8
2020-07-08,Roanoke,Male,242,7,3
2020-07-08,Fairfax,"Not Reported",103,3,3
2020-07-08,"Thomas Jefferson",Female,579,54,14
2020-07-08,Chesapeake,"Not Reported",1,0,0
2020-07-08,"Cumberland Plateau",Male,35,1,0
2020-07-08,"Eastern Shore",Female,659,59,23
2020-07-08,"Lord Fairfax","Not Reported",7,0,0
2020-07-08,Rappahannock,"Not Reported",6,1,0
2020-07-08,"Central Shenandoah","Not Reported",2,0,0
2020-07-08,Peninsula,Male,547,64,14
2020-07-08,Norfolk,Male,570,62,10
2020-07-08,Alexandria,Female,1240,111,30
2020-07-08,Lenowisco,Male,28,8,3
2020-07-08,Pittsylvania-Danville,Female,143,23,2
2020-07-08,"New River","Not Reported",3,0,0
2020-07-08,Chesterfield,"Not Reported",79,0,2
2020-07-08,Loudoun,Male,2112,156,37
2020-07-08,"Rappahannock Rapidan",Female,749,48,9
2020-07-08,Piedmont,Female,319,43,5
2020-07-08,Richmond,Male,1159,123,19
2020-07-08,Crater,Female,703,84,26
2020-07-08,Portsmouth,Female,295,46,11
2020-07-08,Arlington,"Not Reported",1,0,0
2020-07-08,"Mount Rogers","Not Reported",2,0,0
2020-07-08,"Thomas Jefferson","Not Reported",0,0,0
2020-07-08,"Three Rivers","Not Reported",18,0,0
2020-07-08,Hampton,Male,178,26,3
2020-07-08,Alleghany,Male,266,21,5
2020-07-08,Roanoke,Female,276,7,7
2020-07-08,Loudoun,"Not Reported",22,0,1
2020-07-08,Fairfax,Female,7286,741,250
2020-07-08,"Western Tidewater",Male,450,57,31
2020-07-08,Peninsula,"Not Reported",4,0,0
2020-07-08,"New River",Male,142,14,5
2020-07-08,"Central Shenandoah",Male,1014,85,19
2020-07-08,Southside,Male,181,26,13
2020-07-08,Chesterfield,Male,1620,87,37
2020-07-08,Arlington,Female,1262,191,64
2020-07-08,Rappahannock,Male,1209,128,26
2020-07-08,"Central Virginia",Male,227,9,4
2020-07-08,Alleghany,"Not Reported",4,0,0
2020-07-08,Henrico,Male,1218,141,80
2020-07-08,"Thomas Jefferson",Male,516,47,15
2020-07-08,"Lord Fairfax",Male,1006,98,36
2020-07-08,"Three Rivers",Male,446,21,3
2020-07-08,Richmond,"Not Reported",40,2,2
2020-07-08,Pittsylvania-Danville,Male,102,20,1
2020-07-08,Portsmouth,"Not Reported",3,0,0
2020-07-08,Norfolk,"Not Reported",0,0,0
2020-07-08,Chesapeake,Male,464,72,12
2020-07-08,Chickahominy,Female,378,56,21
2020-07-08,"Prince William",Male,4764,471,100
2020-07-08,"Eastern Shore","Not Reported",9,0,0
2020-07-08,"Eastern Shore",Male,646,54,19
2020-07-08,"Rappahannock Rapidan",Male,766,65,13
2020-07-08,Henrico,"Not Reported",13,0,1
2020-07-08,"Cumberland Plateau",Female,44,1,0
2020-07-08,"West Piedmont",Male,263,22,4
2020-07-08,Hampton,"Not Reported",3,0,0
2020-07-08,Alexandria,"Not Reported",6,0,0
2020-07-08,"Western Tidewater","Not Reported",2,0,0
2020-07-08,"Cumberland Plateau","Not Reported",0,0,0
2020-07-08,"Virginia Beach",Male,701,69,16
2020-07-08,Alleghany,Female,310,10,10
2020-07-08,Lenowisco,Female,35,9,1
2020-07-08,"Virginia Beach","Not Reported",10,0,0
2020-07-08,"Western Tidewater",Female,466,36,26
2020-07-08,"Mount Rogers",Male,362,51,18
2020-07-08,"Lord Fairfax",Female,1105,90,38
2020-07-08,Piedmont,"Not Reported",5,0,0
2020-07-08,Alexandria,Male,1162,131,27
2020-07-08,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-08,"West Piedmont","Not Reported",8,0,0
2020-07-08,Loudoun,Female,2148,127,60
2020-07-08,Hampton,Female,228,15,2
2020-07-08,Henrico,Female,1490,123,84
2020-07-08,"Prince William","Not Reported",65,1,0
2020-07-08,Chickahominy,Male,305,54,20
2020-07-08,"Rappahannock Rapidan","Not Reported",2,1,1
2020-07-08,Peninsula,Female,627,63,21
2020-07-08,Lenowisco,"Not Reported",0,0,0
2020-07-08,Crater,"Not Reported",15,1,0
2020-07-08,Chickahominy,"Not Reported",4,0,0
2020-07-08,Portsmouth,Male,295,33,7
2020-07-08,"New River",Female,126,8,1
2020-07-08,Rappahannock,Female,1360,108,18
2020-07-08,"Central Virginia",Female,218,7,2
2020-07-08,Roanoke,"Not Reported",7,0,0
2020-07-08,"West Piedmont",Female,297,27,4
2020-07-08,"Mount Rogers",Female,426,25,15
2020-07-08,Piedmont,Male,760,52,10
2020-07-08,Chesterfield,Female,1616,74,40
2020-07-08,Fairfax,Male,6990,969,257
2020-07-08,Crater,Male,938,78,18
2020-07-08,"Central Virginia","Not Reported",0,0,0
2020-07-08,"Prince William",Female,4748,375,75
2020-07-08,"Virginia Beach",Female,809,59,14
2020-07-08,Norfolk,Female,624,57,4
2020-07-08,"Three Rivers",Female,205,33,7
2020-07-08,Arlington,Male,1295,231,68
2020-07-08,"Central Shenandoah",Female,1178,91,22
2020-07-08,Southside,Female,252,26,18
