"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-12,Southside,"Not Reported",4,0,0
2020-07-12,Chesapeake,Female,721,85,10
2020-07-12,Richmond,Female,1170,109,9
2020-07-12,Roanoke,Male,269,8,3
2020-07-12,Fairfax,"Not Reported",98,3,2
2020-07-12,"Thomas Jefferson",Female,648,55,14
2020-07-12,Chesapeake,"Not Reported",1,0,0
2020-07-12,"Cumberland Plateau",Male,47,4,0
2020-07-12,"Eastern Shore",Female,660,59,23
2020-07-12,"Lord Fairfax","Not Reported",7,0,0
2020-07-12,Rappahannock,"Not Reported",5,1,0
2020-07-12,"Central Shenandoah","Not Reported",3,0,0
2020-07-12,Peninsula,Male,603,66,14
2020-07-12,Norfolk,Male,721,64,11
2020-07-12,Alexandria,Female,1264,116,30
2020-07-12,Lenowisco,Male,34,8,3
2020-07-12,Pittsylvania-Danville,Female,175,25,3
2020-07-12,"New River","Not Reported",3,0,0
2020-07-12,Chesterfield,"Not Reported",80,0,2
2020-07-12,Loudoun,Male,2165,161,38
2020-07-12,"Rappahannock Rapidan",Female,784,50,10
2020-07-12,Piedmont,Female,332,45,5
2020-07-12,Richmond,Male,1205,126,24
2020-07-12,Crater,Female,733,85,29
2020-07-12,Portsmouth,Female,350,49,11
2020-07-12,Arlington,"Not Reported",2,0,0
2020-07-12,"Mount Rogers","Not Reported",2,0,0
2020-07-12,"Thomas Jefferson","Not Reported",0,0,0
2020-07-12,"Three Rivers","Not Reported",20,0,0
2020-07-12,Hampton,Male,209,26,3
2020-07-12,Alleghany,Male,292,21,5
2020-07-12,Roanoke,Female,306,7,7
2020-07-12,Loudoun,"Not Reported",27,0,0
2020-07-12,Fairfax,Female,7410,748,251
2020-07-12,"Western Tidewater",Male,493,57,34
2020-07-12,Peninsula,"Not Reported",4,0,0
2020-07-12,"New River",Male,156,15,5
2020-07-12,"Central Shenandoah",Male,1044,87,19
2020-07-12,Southside,Male,198,28,13
2020-07-12,Chesterfield,Male,1682,92,40
2020-07-12,Arlington,Female,1287,192,65
2020-07-12,Rappahannock,Male,1257,131,27
2020-07-12,"Central Virginia",Male,255,9,4
2020-07-12,Alleghany,"Not Reported",5,0,0
2020-07-12,Henrico,Male,1305,144,82
2020-07-12,"Thomas Jefferson",Male,560,49,15
2020-07-12,"Lord Fairfax",Male,1036,99,36
2020-07-12,"Three Rivers",Male,533,24,4
2020-07-12,Richmond,"Not Reported",40,2,2
2020-07-12,Pittsylvania-Danville,Male,129,21,1
2020-07-12,Portsmouth,"Not Reported",3,0,0
2020-07-12,Norfolk,"Not Reported",0,0,0
2020-07-12,Chesapeake,Male,531,72,12
2020-07-12,Chickahominy,Female,395,59,21
2020-07-12,"Prince William",Male,4839,480,104
2020-07-12,"Eastern Shore","Not Reported",9,0,0
2020-07-12,"Eastern Shore",Male,647,54,19
2020-07-12,"Rappahannock Rapidan",Male,789,67,14
2020-07-12,Henrico,"Not Reported",12,0,0
2020-07-12,"Cumberland Plateau",Female,49,1,0
2020-07-12,"West Piedmont",Male,281,26,4
2020-07-12,Hampton,"Not Reported",3,0,0
2020-07-12,Alexandria,"Not Reported",7,0,0
2020-07-12,"Western Tidewater","Not Reported",1,0,0
2020-07-12,"Cumberland Plateau","Not Reported",0,0,0
2020-07-12,"Virginia Beach",Male,859,72,16
2020-07-12,Alleghany,Female,343,10,10
2020-07-12,Lenowisco,Female,44,9,1
2020-07-12,"Virginia Beach","Not Reported",11,0,0
2020-07-12,"Western Tidewater",Female,540,39,30
2020-07-12,"Mount Rogers",Male,385,54,20
2020-07-12,"Lord Fairfax",Female,1144,90,39
2020-07-12,Piedmont,"Not Reported",4,0,0
2020-07-12,Alexandria,Male,1184,133,27
2020-07-12,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-12,"West Piedmont","Not Reported",7,0,0
2020-07-12,Loudoun,Female,2215,128,61
2020-07-12,Hampton,Female,276,14,1
2020-07-12,Henrico,Female,1543,125,91
2020-07-12,"Prince William","Not Reported",68,1,0
2020-07-12,Chickahominy,Male,321,56,20
2020-07-12,"Rappahannock Rapidan","Not Reported",11,1,1
2020-07-12,Peninsula,Female,711,63,21
2020-07-12,Lenowisco,"Not Reported",0,0,0
2020-07-12,Crater,"Not Reported",15,1,0
2020-07-12,Chickahominy,"Not Reported",4,0,0
2020-07-12,Portsmouth,Male,333,37,8
2020-07-12,"New River",Female,137,8,1
2020-07-12,Rappahannock,Female,1404,113,18
2020-07-12,"Central Virginia",Female,250,7,2
2020-07-12,Roanoke,"Not Reported",7,0,0
2020-07-12,"West Piedmont",Female,328,31,4
2020-07-12,"Mount Rogers",Female,447,25,15
2020-07-12,Piedmont,Male,784,62,13
2020-07-12,Chesterfield,Female,1676,82,42
2020-07-12,Fairfax,Male,7099,977,261
2020-07-12,Crater,Male,955,80,20
2020-07-12,"Central Virginia","Not Reported",0,0,0
2020-07-12,"Prince William",Female,4845,378,78
2020-07-12,"Virginia Beach",Female,951,67,14
2020-07-12,Norfolk,Female,827,64,5
2020-07-12,"Three Rivers",Female,229,34,9
2020-07-12,Arlington,Male,1326,233,69
2020-07-12,"Central Shenandoah",Female,1217,91,23
2020-07-12,Southside,Female,268,29,18
