"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-23,Southside,"Not Reported",3,0,0
2020-05-23,Chesapeake,Female,241,43,6
2020-05-23,Richmond,Female,465,53,4
2020-05-23,Roanoke,Male,59,4,2
2020-05-23,Fairfax,"Not Reported",65,4,1
2020-05-23,"Thomas Jefferson",Female,218,37,7
2020-05-23,Chesapeake,"Not Reported",0,0,0
2020-05-23,"Cumberland Plateau",Male,14,1,0
2020-05-23,"Eastern Shore",Female,488,27,13
2020-05-23,"Lord Fairfax","Not Reported",9,0,0
2020-05-23,Rappahannock,"Not Reported",9,1,0
2020-05-23,"Central Shenandoah","Not Reported",4,0,0
2020-05-23,Peninsula,Male,253,60,12
2020-05-23,Norfolk,Male,201,30,5
2020-05-23,Alexandria,Female,866,76,20
2020-05-23,Lenowisco,Male,22,8,3
2020-05-23,Pittsylvania-Danville,Female,44,14,2
2020-05-23,"New River","Not Reported",1,0,0
2020-05-23,Chesterfield,"Not Reported",31,0,0
2020-05-23,Loudoun,Male,911,81,24
2020-05-23,"Rappahannock Rapidan",Female,446,26,4
2020-05-23,Piedmont,Female,136,16,1
2020-05-23,Richmond,Male,500,75,13
2020-05-23,Crater,Female,241,47,10
2020-05-23,Portsmouth,Female,122,22,5
2020-05-23,Arlington,"Not Reported",9,0,0
2020-05-23,"Mount Rogers","Not Reported",1,0,0
2020-05-23,"Thomas Jefferson","Not Reported",1,0,0
2020-05-23,"Three Rivers","Not Reported",2,0,0
2020-05-23,Hampton,Male,74,19,2
2020-05-23,Alleghany,Male,72,15,5
2020-05-23,Roanoke,Female,82,3,7
2020-05-23,Loudoun,"Not Reported",4,0,0
2020-05-23,Fairfax,Female,4474,526,161
2020-05-23,"Western Tidewater",Male,293,41,19
2020-05-23,Peninsula,"Not Reported",3,0,0
2020-05-23,"New River",Male,42,8,1
2020-05-23,"Central Shenandoah",Male,639,50,15
2020-05-23,Southside,Male,81,18,8
2020-05-23,Chesterfield,Male,604,42,19
2020-05-23,Arlington,Female,875,161,48
2020-05-23,Rappahannock,Male,554,77,10
2020-05-23,"Central Virginia",Male,102,9,4
2020-05-23,Alleghany,"Not Reported",1,0,0
2020-05-23,Henrico,Male,596,91,57
2020-05-23,"Thomas Jefferson",Male,183,31,9
2020-05-23,"Lord Fairfax",Male,482,48,22
2020-05-23,"Three Rivers",Male,334,13,1
2020-05-23,Richmond,"Not Reported",14,2,2
2020-05-23,Pittsylvania-Danville,Male,30,11,1
2020-05-23,Portsmouth,"Not Reported",2,0,0
2020-05-23,Norfolk,"Not Reported",0,0,0
2020-05-23,Chesapeake,Male,185,39,7
2020-05-23,Chickahominy,Female,233,38,13
2020-05-23,"Prince William",Male,2748,273,45
2020-05-23,"Eastern Shore","Not Reported",3,0,0
2020-05-23,"Eastern Shore",Male,441,33,14
2020-05-23,"Rappahannock Rapidan",Male,489,44,7
2020-05-23,Henrico,"Not Reported",2,0,0
2020-05-23,"Cumberland Plateau",Female,18,1,0
2020-05-23,"West Piedmont",Male,60,10,2
2020-05-23,Hampton,"Not Reported",2,0,0
2020-05-23,Alexandria,"Not Reported",5,0,0
2020-05-23,"Western Tidewater","Not Reported",3,0,0
2020-05-23,"Cumberland Plateau","Not Reported",0,0,0
2020-05-23,"Virginia Beach",Male,267,51,12
2020-05-23,Alleghany,Female,101,9,9
2020-05-23,Lenowisco,Female,20,7,1
2020-05-23,"Virginia Beach","Not Reported",2,0,0
2020-05-23,"Western Tidewater",Female,297,19,12
2020-05-23,"Mount Rogers",Male,126,14,4
2020-05-23,"Lord Fairfax",Female,574,52,21
2020-05-23,Piedmont,"Not Reported",0,0,0
2020-05-23,Alexandria,Male,832,99,18
2020-05-23,Pittsylvania-Danville,"Not Reported",0,0,0
2020-05-23,"West Piedmont","Not Reported",1,0,0
2020-05-23,Loudoun,Female,916,68,28
2020-05-23,Hampton,Female,96,11,1
2020-05-23,Henrico,Female,813,85,61
2020-05-23,"Prince William","Not Reported",41,1,0
2020-05-23,Chickahominy,Male,160,39,13
2020-05-23,"Rappahannock Rapidan","Not Reported",24,1,0
2020-05-23,Peninsula,Female,287,53,20
2020-05-23,Lenowisco,"Not Reported",0,0,0
2020-05-23,Crater,"Not Reported",6,2,0
2020-05-23,Chickahominy,"Not Reported",3,0,0
2020-05-23,Portsmouth,Male,129,18,6
2020-05-23,"New River",Female,49,4,0
2020-05-23,Rappahannock,Female,603,55,4
2020-05-23,"Central Virginia",Female,80,6,0
2020-05-23,Roanoke,"Not Reported",0,0,0
2020-05-23,"West Piedmont",Female,71,5,2
2020-05-23,"Mount Rogers",Female,137,6,2
2020-05-23,Piedmont,Male,508,27,4
2020-05-23,Chesterfield,Female,670,33,18
2020-05-23,Fairfax,Male,4505,678,172
2020-05-23,Crater,Male,250,33,4
2020-05-23,"Central Virginia","Not Reported",0,0,0
2020-05-23,"Prince William",Female,2641,227,50
2020-05-23,"Virginia Beach",Female,329,39,7
2020-05-23,Norfolk,Female,192,31,1
2020-05-23,"Three Rivers",Female,133,20,5
2020-05-23,Arlington,Male,920,185,47
2020-05-23,"Central Shenandoah",Female,715,56,13
2020-05-23,Southside,Female,159,19,13
,Southside,Female,159,19,13
,,,,,
