"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-09,Southside,"Not Reported",4,0,0
2020-07-09,Chesapeake,Female,636,83,10
2020-07-09,Richmond,Female,1127,107,8
2020-07-09,Roanoke,Male,249,7,3
2020-07-09,Fairfax,"Not Reported",102,3,3
2020-07-09,"Thomas Jefferson",Female,602,54,14
2020-07-09,Chesapeake,"Not Reported",1,0,0
2020-07-09,"Cumberland Plateau",Male,37,1,0
2020-07-09,"Eastern Shore",Female,659,59,23
2020-07-09,"Lord Fairfax","Not Reported",7,0,0
2020-07-09,Rappahannock,"Not Reported",7,1,0
2020-07-09,"Central Shenandoah","Not Reported",2,0,0
2020-07-09,Peninsula,Male,564,65,14
2020-07-09,Norfolk,Male,609,63,10
2020-07-09,Alexandria,Female,1244,112,30
2020-07-09,Lenowisco,Male,28,8,3
2020-07-09,Pittsylvania-Danville,Female,144,23,2
2020-07-09,"New River","Not Reported",3,0,0
2020-07-09,Chesterfield,"Not Reported",79,0,2
2020-07-09,Loudoun,Male,2128,158,38
2020-07-09,"Rappahannock Rapidan",Female,759,48,9
2020-07-09,Piedmont,Female,322,43,5
2020-07-09,Richmond,Male,1166,127,23
2020-07-09,Crater,Female,711,84,28
2020-07-09,Portsmouth,Female,302,47,11
2020-07-09,Arlington,"Not Reported",1,0,0
2020-07-09,"Mount Rogers","Not Reported",2,0,0
2020-07-09,"Thomas Jefferson","Not Reported",0,0,0
2020-07-09,"Three Rivers","Not Reported",18,0,0
2020-07-09,Hampton,Male,185,26,3
2020-07-09,Alleghany,Male,269,21,5
2020-07-09,Roanoke,Female,286,7,7
2020-07-09,Loudoun,"Not Reported",23,0,1
2020-07-09,Fairfax,Female,7298,745,250
2020-07-09,"Western Tidewater",Male,456,57,33
2020-07-09,Peninsula,"Not Reported",4,0,0
2020-07-09,"New River",Male,145,15,5
2020-07-09,"Central Shenandoah",Male,1016,85,19
2020-07-09,Southside,Male,183,26,13
2020-07-09,Chesterfield,Male,1636,89,39
2020-07-09,Arlington,Female,1265,191,64
2020-07-09,Rappahannock,Male,1220,130,27
2020-07-09,"Central Virginia",Male,228,9,4
2020-07-09,Alleghany,"Not Reported",4,0,0
2020-07-09,Henrico,Male,1216,142,80
2020-07-09,"Thomas Jefferson",Male,521,47,15
2020-07-09,"Lord Fairfax",Male,1008,98,35
2020-07-09,"Three Rivers",Male,468,22,3
2020-07-09,Richmond,"Not Reported",40,2,2
2020-07-09,Pittsylvania-Danville,Male,102,20,1
2020-07-09,Portsmouth,"Not Reported",3,0,0
2020-07-09,Norfolk,"Not Reported",0,0,0
2020-07-09,Chesapeake,Male,480,72,12
2020-07-09,Chickahominy,Female,382,57,21
2020-07-09,"Prince William",Male,4774,471,102
2020-07-09,"Eastern Shore","Not Reported",9,0,0
2020-07-09,"Eastern Shore",Male,646,54,19
2020-07-09,"Rappahannock Rapidan",Male,768,65,14
2020-07-09,Henrico,"Not Reported",12,0,0
2020-07-09,"Cumberland Plateau",Female,44,1,0
2020-07-09,"West Piedmont",Male,272,24,4
2020-07-09,Hampton,"Not Reported",3,0,0
2020-07-09,Alexandria,"Not Reported",6,0,0
2020-07-09,"Western Tidewater","Not Reported",2,0,0
2020-07-09,"Cumberland Plateau","Not Reported",0,0,0
2020-07-09,"Virginia Beach",Male,715,69,16
2020-07-09,Alleghany,Female,315,10,10
2020-07-09,Lenowisco,Female,36,9,1
2020-07-09,"Virginia Beach","Not Reported",10,0,0
2020-07-09,"Western Tidewater",Female,489,38,28
2020-07-09,"Mount Rogers",Male,366,52,20
2020-07-09,"Lord Fairfax",Female,1113,90,39
2020-07-09,Piedmont,"Not Reported",4,0,0
2020-07-09,Alexandria,Male,1169,132,27
2020-07-09,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-09,"West Piedmont","Not Reported",8,0,0
2020-07-09,Loudoun,Female,2168,128,60
2020-07-09,Hampton,Female,236,14,1
2020-07-09,Henrico,Female,1497,123,89
2020-07-09,"Prince William","Not Reported",65,1,0
2020-07-09,Chickahominy,Male,305,55,20
2020-07-09,"Rappahannock Rapidan","Not Reported",2,1,1
2020-07-09,Peninsula,Female,652,63,21
2020-07-09,Lenowisco,"Not Reported",0,0,0
2020-07-09,Crater,"Not Reported",15,1,0
2020-07-09,Chickahominy,"Not Reported",4,0,0
2020-07-09,Portsmouth,Male,300,35,7
2020-07-09,"New River",Female,126,8,1
2020-07-09,Rappahannock,Female,1369,110,18
2020-07-09,"Central Virginia",Female,219,7,2
2020-07-09,Roanoke,"Not Reported",7,0,0
2020-07-09,"West Piedmont",Female,308,29,4
2020-07-09,"Mount Rogers",Female,429,25,15
2020-07-09,Piedmont,Male,774,54,12
2020-07-09,Chesterfield,Female,1630,78,42
2020-07-09,Fairfax,Male,7009,969,258
2020-07-09,Crater,Male,935,79,20
2020-07-09,"Central Virginia","Not Reported",0,0,0
2020-07-09,"Prince William",Female,4763,375,77
2020-07-09,"Virginia Beach",Female,822,61,14
2020-07-09,Norfolk,Female,680,57,4
2020-07-09,"Three Rivers",Female,221,33,7
2020-07-09,Arlington,Male,1301,232,68
2020-07-09,"Central Shenandoah",Female,1183,91,23
2020-07-09,Southside,Female,254,27,18
