"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-21,Southside,"Not Reported",4,0,0
2020-07-21,Chesapeake,Female,1012,99,12
2020-07-21,Richmond,Female,1278,115,9
2020-07-21,Roanoke,Male,306,8,3
2020-07-21,Fairfax,"Not Reported",94,2,2
2020-07-21,"Thomas Jefferson",Female,766,61,15
2020-07-21,Chesapeake,"Not Reported",3,0,0
2020-07-21,"Cumberland Plateau",Male,70,8,0
2020-07-21,"Eastern Shore",Female,671,62,23
2020-07-21,"Lord Fairfax","Not Reported",8,0,0
2020-07-21,Rappahannock,"Not Reported",7,1,0
2020-07-21,"Central Shenandoah","Not Reported",1,0,0
2020-07-21,Peninsula,Male,949,74,15
2020-07-21,Norfolk,Male,1084,71,12
2020-07-21,Alexandria,Female,1331,119,30
2020-07-21,Lenowisco,Male,63,11,4
2020-07-21,Pittsylvania-Danville,Female,248,33,4
2020-07-21,"New River","Not Reported",3,0,0
2020-07-21,Chesterfield,"Not Reported",91,0,2
2020-07-21,Loudoun,Male,2316,183,39
2020-07-21,"Rappahannock Rapidan",Female,858,51,10
2020-07-21,Piedmont,Female,368,47,5
2020-07-21,Richmond,Male,1302,137,24
2020-07-21,Crater,Female,832,100,29
2020-07-21,Portsmouth,Female,547,58,12
2020-07-21,Arlington,"Not Reported",5,0,0
2020-07-21,"Mount Rogers","Not Reported",2,0,0
2020-07-21,"Thomas Jefferson","Not Reported",0,0,0
2020-07-21,"Three Rivers","Not Reported",20,0,0
2020-07-21,Hampton,Male,331,27,3
2020-07-21,Alleghany,Male,323,24,5
2020-07-21,Roanoke,Female,346,7,7
2020-07-21,Loudoun,"Not Reported",26,0,0
2020-07-21,Fairfax,Female,7693,772,255
2020-07-21,"Western Tidewater",Male,631,65,38
2020-07-21,Peninsula,"Not Reported",9,0,0
2020-07-21,"New River",Male,185,17,5
2020-07-21,"Central Shenandoah",Male,1134,95,24
2020-07-21,Southside,Male,246,30,13
2020-07-21,Chesterfield,Male,1858,106,42
2020-07-21,Arlington,Female,1351,192,66
2020-07-21,Rappahannock,Male,1352,136,27
2020-07-21,"Central Virginia",Male,332,11,4
2020-07-21,Alleghany,"Not Reported",7,0,0
2020-07-21,Henrico,Male,1413,155,83
2020-07-21,"Thomas Jefferson",Male,674,55,15
2020-07-21,"Lord Fairfax",Male,1105,110,36
2020-07-21,"Three Rivers",Male,587,25,3
2020-07-21,Richmond,"Not Reported",43,2,2
2020-07-21,Pittsylvania-Danville,Male,176,23,1
2020-07-21,Portsmouth,"Not Reported",3,0,0
2020-07-21,Norfolk,"Not Reported",1,0,0
2020-07-21,Chesapeake,Male,775,75,12
2020-07-21,Chickahominy,Female,445,60,20
2020-07-21,"Prince William",Male,5071,497,108
2020-07-21,"Eastern Shore","Not Reported",9,0,0
2020-07-21,"Eastern Shore",Male,658,56,20
2020-07-21,"Rappahannock Rapidan",Male,850,75,14
2020-07-21,Henrico,"Not Reported",14,0,0
2020-07-21,"Cumberland Plateau",Female,73,2,0
2020-07-21,"West Piedmont",Male,333,36,5
2020-07-21,Hampton,"Not Reported",3,0,0
2020-07-21,Alexandria,"Not Reported",8,0,0
2020-07-21,"Western Tidewater","Not Reported",1,0,0
2020-07-21,"Cumberland Plateau","Not Reported",0,0,0
2020-07-21,"Virginia Beach",Male,1298,79,21
2020-07-21,Alleghany,Female,387,13,10
2020-07-21,Lenowisco,Female,70,11,1
2020-07-21,"Virginia Beach","Not Reported",11,0,0
2020-07-21,"Western Tidewater",Female,731,47,31
2020-07-21,"Mount Rogers",Male,455,61,20
2020-07-21,"Lord Fairfax",Female,1231,95,46
2020-07-21,Piedmont,"Not Reported",4,0,0
2020-07-21,Alexandria,Male,1243,136,26
2020-07-21,Pittsylvania-Danville,"Not Reported",4,0,0
2020-07-21,"West Piedmont","Not Reported",4,0,0
2020-07-21,Loudoun,Female,2353,141,67
2020-07-21,Hampton,Female,417,16,1
2020-07-21,Henrico,Female,1670,136,94
2020-07-21,"Prince William","Not Reported",69,1,0
2020-07-21,Chickahominy,Male,363,56,20
2020-07-21,"Rappahannock Rapidan","Not Reported",7,1,1
2020-07-21,Peninsula,Female,1093,75,24
2020-07-21,Lenowisco,"Not Reported",0,0,0
2020-07-21,Crater,"Not Reported",15,1,0
2020-07-21,Chickahominy,"Not Reported",4,0,0
2020-07-21,Portsmouth,Male,496,43,9
2020-07-21,"New River",Female,160,8,1
2020-07-21,Rappahannock,Female,1518,121,20
2020-07-21,"Central Virginia",Female,338,7,2
2020-07-21,Roanoke,"Not Reported",13,0,0
2020-07-21,"West Piedmont",Female,398,43,4
2020-07-21,"Mount Rogers",Female,527,34,16
2020-07-21,Piedmont,Male,813,67,14
2020-07-21,Chesterfield,Female,1861,111,44
2020-07-21,Fairfax,Male,7334,1039,266
2020-07-21,Crater,Male,1026,90,21
2020-07-21,"Central Virginia","Not Reported",0,0,0
2020-07-21,"Prince William",Female,5108,391,83
2020-07-21,"Virginia Beach",Female,1520,75,17
2020-07-21,Norfolk,Female,1244,74,9
2020-07-21,"Three Rivers",Female,279,36,9
2020-07-21,Arlington,Male,1394,239,69
2020-07-21,"Central Shenandoah",Female,1308,97,25
2020-07-21,Southside,Female,300,30,19
