"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-20,Southside,"Not Reported",4,0,0
2020-07-20,Chesapeake,Female,991,94,12
2020-07-20,Richmond,Female,1262,115,10
2020-07-20,Roanoke,Male,303,8,3
2020-07-20,Fairfax,"Not Reported",94,2,2
2020-07-20,"Thomas Jefferson",Female,756,61,14
2020-07-20,Chesapeake,"Not Reported",3,0,0
2020-07-20,"Cumberland Plateau",Male,67,8,0
2020-07-20,"Eastern Shore",Female,668,61,23
2020-07-20,"Lord Fairfax","Not Reported",8,0,0
2020-07-20,Rappahannock,"Not Reported",7,1,0
2020-07-20,"Central Shenandoah","Not Reported",1,0,0
2020-07-20,Peninsula,Male,928,73,15
2020-07-20,Norfolk,Male,1036,71,12
2020-07-20,Alexandria,Female,1327,119,30
2020-07-20,Lenowisco,Male,58,11,4
2020-07-20,Pittsylvania-Danville,Female,248,33,4
2020-07-20,"New River","Not Reported",3,0,0
2020-07-20,Chesterfield,"Not Reported",93,0,2
2020-07-20,Loudoun,Male,2304,180,39
2020-07-20,"Rappahannock Rapidan",Female,842,51,10
2020-07-20,Piedmont,Female,363,47,5
2020-07-20,Richmond,Male,1284,135,24
2020-07-20,Crater,Female,821,98,29
2020-07-20,Portsmouth,Female,524,57,12
2020-07-20,Arlington,"Not Reported",4,0,0
2020-07-20,"Mount Rogers","Not Reported",2,0,0
2020-07-20,"Thomas Jefferson","Not Reported",0,0,0
2020-07-20,"Three Rivers","Not Reported",20,0,0
2020-07-20,Hampton,Male,317,27,3
2020-07-20,Alleghany,Male,322,24,5
2020-07-20,Roanoke,Female,343,7,7
2020-07-20,Loudoun,"Not Reported",26,0,0
2020-07-20,Fairfax,Female,7657,770,256
2020-07-20,"Western Tidewater",Male,621,65,38
2020-07-20,Peninsula,"Not Reported",7,0,0
2020-07-20,"New River",Male,185,17,5
2020-07-20,"Central Shenandoah",Male,1130,95,23
2020-07-20,Southside,Male,243,30,13
2020-07-20,Chesterfield,Male,1829,102,42
2020-07-20,Arlington,Female,1346,192,66
2020-07-20,Rappahannock,Male,1333,135,27
2020-07-20,"Central Virginia",Male,318,10,4
2020-07-20,Alleghany,"Not Reported",7,0,0
2020-07-20,Henrico,Male,1395,152,83
2020-07-20,"Thomas Jefferson",Male,658,55,15
2020-07-20,"Lord Fairfax",Male,1105,109,36
2020-07-20,"Three Rivers",Male,582,25,3
2020-07-20,Richmond,"Not Reported",42,2,2
2020-07-20,Pittsylvania-Danville,Male,176,23,1
2020-07-20,Portsmouth,"Not Reported",3,0,0
2020-07-20,Norfolk,"Not Reported",1,0,0
2020-07-20,Chesapeake,Male,764,75,12
2020-07-20,Chickahominy,Female,431,59,20
2020-07-20,"Prince William",Male,5050,494,107
2020-07-20,"Eastern Shore","Not Reported",9,0,0
2020-07-20,"Eastern Shore",Male,655,56,20
2020-07-20,"Rappahannock Rapidan",Male,845,75,14
2020-07-20,Henrico,"Not Reported",13,0,0
2020-07-20,"Cumberland Plateau",Female,72,2,0
2020-07-20,"West Piedmont",Male,319,35,4
2020-07-20,Hampton,"Not Reported",3,0,0
2020-07-20,Alexandria,"Not Reported",8,0,0
2020-07-20,"Western Tidewater","Not Reported",1,0,0
2020-07-20,"Cumberland Plateau","Not Reported",0,0,0
2020-07-20,"Virginia Beach",Male,1248,77,20
2020-07-20,Alleghany,Female,386,13,10
2020-07-20,Lenowisco,Female,61,10,1
2020-07-20,"Virginia Beach","Not Reported",11,0,0
2020-07-20,"Western Tidewater",Female,709,47,30
2020-07-20,"Mount Rogers",Male,448,60,20
2020-07-20,"Lord Fairfax",Female,1226,95,44
2020-07-20,Piedmont,"Not Reported",4,0,0
2020-07-20,Alexandria,Male,1224,136,26
2020-07-20,Pittsylvania-Danville,"Not Reported",4,0,0
2020-07-20,"West Piedmont","Not Reported",4,0,0
2020-07-20,Loudoun,Female,2340,137,64
2020-07-20,Hampton,Female,403,16,1
2020-07-20,Henrico,Female,1650,133,92
2020-07-20,"Prince William","Not Reported",69,1,0
2020-07-20,Chickahominy,Male,355,56,20
2020-07-20,"Rappahannock Rapidan","Not Reported",7,1,1
2020-07-20,Peninsula,Female,1070,72,24
2020-07-20,Lenowisco,"Not Reported",0,0,0
2020-07-20,Crater,"Not Reported",15,1,0
2020-07-20,Chickahominy,"Not Reported",4,0,0
2020-07-20,Portsmouth,Male,482,40,8
2020-07-20,"New River",Female,160,8,1
2020-07-20,Rappahannock,Female,1503,120,19
2020-07-20,"Central Virginia",Female,318,7,2
2020-07-20,Roanoke,"Not Reported",13,0,0
2020-07-20,"West Piedmont",Female,376,43,4
2020-07-20,"Mount Rogers",Female,522,32,16
2020-07-20,Piedmont,Male,810,67,14
2020-07-20,Chesterfield,Female,1817,105,44
2020-07-20,Fairfax,Male,7311,1040,264
2020-07-20,Crater,Male,1024,90,21
2020-07-20,"Central Virginia","Not Reported",0,0,0
2020-07-20,"Prince William",Female,5074,389,82
2020-07-20,"Virginia Beach",Female,1461,72,17
2020-07-20,Norfolk,Female,1177,71,8
2020-07-20,"Three Rivers",Female,271,36,9
2020-07-20,Arlington,Male,1387,238,69
2020-07-20,"Central Shenandoah",Female,1299,97,25
2020-07-20,Southside,Female,295,30,19
