"﻿Report Date","Health District",Sex,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-10,Southside,"Not Reported",4,0,0
2020-07-10,Chesapeake,Female,662,84,10
2020-07-10,Richmond,Female,1143,109,9
2020-07-10,Roanoke,Male,251,7,3
2020-07-10,Fairfax,"Not Reported",101,3,2
2020-07-10,"Thomas Jefferson",Female,616,54,14
2020-07-10,Chesapeake,"Not Reported",1,0,0
2020-07-10,"Cumberland Plateau",Male,42,3,0
2020-07-10,"Eastern Shore",Female,659,59,23
2020-07-10,"Lord Fairfax","Not Reported",7,0,0
2020-07-10,Rappahannock,"Not Reported",5,1,0
2020-07-10,"Central Shenandoah","Not Reported",2,0,0
2020-07-10,Peninsula,Male,577,65,14
2020-07-10,Norfolk,Male,647,63,11
2020-07-10,Alexandria,Female,1250,114,30
2020-07-10,Lenowisco,Male,28,8,3
2020-07-10,Pittsylvania-Danville,Female,146,23,3
2020-07-10,"New River","Not Reported",3,0,0
2020-07-10,Chesterfield,"Not Reported",79,0,2
2020-07-10,Loudoun,Male,2141,160,38
2020-07-10,"Rappahannock Rapidan",Female,769,48,9
2020-07-10,Piedmont,Female,328,43,5
2020-07-10,Richmond,Male,1178,126,24
2020-07-10,Crater,Female,719,85,29
2020-07-10,Portsmouth,Female,314,47,11
2020-07-10,Arlington,"Not Reported",1,0,0
2020-07-10,"Mount Rogers","Not Reported",2,0,0
2020-07-10,"Thomas Jefferson","Not Reported",0,0,0
2020-07-10,"Three Rivers","Not Reported",20,0,0
2020-07-10,Hampton,Male,198,26,3
2020-07-10,Alleghany,Male,276,21,5
2020-07-10,Roanoke,Female,294,7,7
2020-07-10,Loudoun,"Not Reported",21,0,0
2020-07-10,Fairfax,Female,7345,745,250
2020-07-10,"Western Tidewater",Male,469,57,34
2020-07-10,Peninsula,"Not Reported",4,0,0
2020-07-10,"New River",Male,148,15,5
2020-07-10,"Central Shenandoah",Male,1029,86,19
2020-07-10,Southside,Male,191,27,13
2020-07-10,Chesterfield,Male,1654,90,40
2020-07-10,Arlington,Female,1269,192,65
2020-07-10,Rappahannock,Male,1239,131,27
2020-07-10,"Central Virginia",Male,237,9,4
2020-07-10,Alleghany,"Not Reported",4,0,0
2020-07-10,Henrico,Male,1262,144,81
2020-07-10,"Thomas Jefferson",Male,528,48,15
2020-07-10,"Lord Fairfax",Male,1013,99,36
2020-07-10,"Three Rivers",Male,516,24,4
2020-07-10,Richmond,"Not Reported",40,2,2
2020-07-10,Pittsylvania-Danville,Male,104,20,1
2020-07-10,Portsmouth,"Not Reported",3,0,0
2020-07-10,Norfolk,"Not Reported",0,0,0
2020-07-10,Chesapeake,Male,499,72,12
2020-07-10,Chickahominy,Female,387,58,21
2020-07-10,"Prince William",Male,4809,471,103
2020-07-10,"Eastern Shore","Not Reported",9,0,0
2020-07-10,"Eastern Shore",Male,647,54,19
2020-07-10,"Rappahannock Rapidan",Male,776,67,14
2020-07-10,Henrico,"Not Reported",12,0,0
2020-07-10,"Cumberland Plateau",Female,44,1,0
2020-07-10,"West Piedmont",Male,276,25,4
2020-07-10,Hampton,"Not Reported",3,0,0
2020-07-10,Alexandria,"Not Reported",7,0,0
2020-07-10,"Western Tidewater","Not Reported",1,0,0
2020-07-10,"Cumberland Plateau","Not Reported",0,0,0
2020-07-10,"Virginia Beach",Male,771,70,16
2020-07-10,Alleghany,Female,320,10,10
2020-07-10,Lenowisco,Female,40,9,1
2020-07-10,"Virginia Beach","Not Reported",11,0,0
2020-07-10,"Western Tidewater",Female,510,39,30
2020-07-10,"Mount Rogers",Male,372,52,20
2020-07-10,"Lord Fairfax",Female,1116,90,39
2020-07-10,Piedmont,"Not Reported",4,0,0
2020-07-10,Alexandria,Male,1182,133,27
2020-07-10,Pittsylvania-Danville,"Not Reported",2,0,0
2020-07-10,"West Piedmont","Not Reported",8,0,0
2020-07-10,Loudoun,Female,2187,128,61
2020-07-10,Hampton,Female,253,14,1
2020-07-10,Henrico,Female,1510,124,91
2020-07-10,"Prince William","Not Reported",66,1,0
2020-07-10,Chickahominy,Male,309,55,20
2020-07-10,"Rappahannock Rapidan","Not Reported",2,1,1
2020-07-10,Peninsula,Female,672,63,21
2020-07-10,Lenowisco,"Not Reported",0,0,0
2020-07-10,Crater,"Not Reported",15,1,0
2020-07-10,Chickahominy,"Not Reported",4,0,0
2020-07-10,Portsmouth,Male,310,36,7
2020-07-10,"New River",Female,131,8,1
2020-07-10,Rappahannock,Female,1384,112,18
2020-07-10,"Central Virginia",Female,224,7,2
2020-07-10,Roanoke,"Not Reported",7,0,0
2020-07-10,"West Piedmont",Female,315,31,4
2020-07-10,"Mount Rogers",Female,433,25,15
2020-07-10,Piedmont,Male,778,60,13
2020-07-10,Chesterfield,Female,1641,80,42
2020-07-10,Fairfax,Male,7033,970,261
2020-07-10,Crater,Male,937,79,20
2020-07-10,"Central Virginia","Not Reported",0,0,0
2020-07-10,"Prince William",Female,4794,376,77
2020-07-10,"Virginia Beach",Female,881,63,14
2020-07-10,Norfolk,Female,713,60,4
2020-07-10,"Three Rivers",Female,224,34,9
2020-07-10,Arlington,Male,1312,233,68
2020-07-10,"Central Shenandoah",Female,1194,91,23
2020-07-10,Southside,Female,257,27,18
