"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-04,24471,10,103
2020-07-04,24323,Suppressed*,28
2020-07-04,24646,0,16
2020-07-04,24354,24,1063
2020-07-04,23894,Suppressed*,51
2020-07-04,22401,247,2452
2020-07-04,22182,127,1607
2020-07-04,24630,0,201
2020-07-04,23140,22,491
2020-07-04,23839,Suppressed*,68
2020-07-04,24477,33,555
2020-07-04,20176,783,5156
2020-07-04,20137,16,136
2020-07-04,24649,0,59
2020-07-04,22947,9,336
2020-07-04,23851,51,1764
2020-07-04,22601,339,11311
2020-07-04,22509,Suppressed*,6
2020-07-04,22015,386,2810
2020-07-04,23690,Suppressed*,160
2020-07-04,24348,11,1107
2020-07-04,22637,Suppressed*,55
2020-07-04,20139,Suppressed*,16
2020-07-04,24176,6,46
2020-07-04,23314,20,471
2020-07-04,24421,7,164
2020-07-04,20198,7,130
2020-07-04,22976,0,17
2020-07-04,22435,5,173
2020-07-04,24605,8,568
2020-07-04,24340,9,165
2020-07-04,23221,49,1379
2020-07-04,23336,10,177
2020-07-04,22044,275,1316
2020-07-04,24065,5,113
2020-07-04,22851,73,272
2020-07-04,22181,67,836
2020-07-04,24014,88,553
2020-07-04,23237,391,2700
2020-07-04,24266,7,310
2020-07-04,24531,16,368
2020-07-04,23942,14,120
2020-07-04,23883,5,131
2020-07-04,23231,202,3283
2020-07-04,24078,60,444
2020-07-04,23460,Suppressed*,43
2020-07-04,24102,Suppressed*,35
2020-07-04,22611,28,461
2020-07-04,23967,Suppressed*,67
2020-07-04,23923,8,168
2020-07-04,24378,Suppressed*,56
2020-07-04,24416,16,335
2020-07-04,24375,0,54
2020-07-04,24651,0,438
2020-07-04,22576,0,108
2020-07-04,22066,81,1024
2020-07-04,23486,Suppressed*,8
2020-07-04,23701,172,2096
2020-07-04,24011,0,16010
2020-07-04,23806,0,172
2020-07-04,23551,0,10
2020-07-04,23875,54,935
2020-07-04,23821,Suppressed*,217
