"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/10/2020,20105,130,1993
7/10/2020,20106,47,311
7/10/2020,20109,1220,5248
7/10/2020,20110,1569,7171
7/10/2020,20111,1002,4271
7/10/2020,20112,251,2259
7/10/2020,20115,40,422
7/10/2020,20117,11,170
7/10/2020,20118,Suppressed*,130
7/10/2020,20119,32,299
7/10/2020,20120,370,2867
7/10/2020,20121,261,1905
7/10/2020,20124,72,1012
7/10/2020,20129,10,76
7/10/2020,20130,0,21
7/10/2020,20132,86,1427
7/10/2020,20135,11,228
7/10/2020,20136,226,2001
7/10/2020,20137,15,146
7/10/2020,20139,Suppressed*,16
7/10/2020,20141,29,508
7/10/2020,20143,5,89
7/10/2020,20144,Suppressed*,52
7/10/2020,20147,501,5470
7/10/2020,20148,242,3179
7/10/2020,20151,304,1823
7/10/2020,20152,235,2351
7/10/2020,20155,285,2945
7/10/2020,20158,25,359
7/10/2020,20164,1266,5438
7/10/2020,20165,347,3917
7/10/2020,20166,217,1315
7/10/2020,20169,111,1677
7/10/2020,20170,1083,4461
7/10/2020,20171,315,2696
7/10/2020,20175,286,3223
7/10/2020,20176,820,5591
7/10/2020,20180,33,596
7/10/2020,20181,48,736
7/10/2020,20184,Suppressed*,67
7/10/2020,20186,94,1569
7/10/2020,20187,93,1203
7/10/2020,20190,222,2161
7/10/2020,20191,331,2232
7/10/2020,20194,36,734
7/10/2020,20197,13,211
7/10/2020,20198,7,143
7/10/2020,22003,1299,6185
7/10/2020,22015,396,3027
7/10/2020,22025,126,1319
7/10/2020,22026,266,1880
7/10/2020,22027,59,201
7/10/2020,22030,425,4290
7/10/2020,22031,429,3246
7/10/2020,22032,141,1888
7/10/2020,22033,270,2715
7/10/2020,22035,Suppressed*,39
7/10/2020,22039,83,1181
7/10/2020,22041,758,3598
7/10/2020,22042,838,3935
7/10/2020,22043,259,1704
7/10/2020,22044,278,1405
7/10/2020,22046,209,1650
7/10/2020,22060,16,254
7/10/2020,22066,83,1110
7/10/2020,22079,341,2509
7/10/2020,22101,133,2530
7/10/2020,22102,131,1782
7/10/2020,22124,68,1158
7/10/2020,22125,Suppressed*,75
7/10/2020,22134,22,155
7/10/2020,22150,787,4037
7/10/2020,22151,288,1588
7/10/2020,22152,220,1951
7/10/2020,22153,189,2074
7/10/2020,22172,173,993
7/10/2020,22180,229,1931
7/10/2020,22181,70,932
7/10/2020,22182,132,1764
7/10/2020,22185,0,1
7/10/2020,22191,1752,8924
7/10/2020,22192,797,6432
7/10/2020,22193,1627,8865
7/10/2020,22201,226,2748
7/10/2020,22202,221,2101
7/10/2020,22203,336,2364
7/10/2020,22204,1056,5935
7/10/2020,22205,138,1817
7/10/2020,22206,184,1821
7/10/2020,22207,302,2879
7/10/2020,22209,90,1026
7/10/2020,22211,Suppressed*,21
7/10/2020,22213,18,236
7/10/2020,22214,0,4
7/10/2020,22301,94,1180
7/10/2020,22302,255,2713
7/10/2020,22303,225,1342
7/10/2020,22304,720,5075
7/10/2020,22305,602,2495
7/10/2020,22306,918,3819
7/10/2020,22307,81,863
7/10/2020,22308,74,784
7/10/2020,22309,679,3046
7/10/2020,22310,303,2156
7/10/2020,22311,471,2596
7/10/2020,22312,622,3112
7/10/2020,22314,223,2749
7/10/2020,22315,121,1834
7/10/2020,22401,255,2604
7/10/2020,22405,158,2280
7/10/2020,22406,133,1821
7/10/2020,22407,658,5799
7/10/2020,22408,234,2299
7/10/2020,22427,15,538
7/10/2020,22432,Suppressed*,50
7/10/2020,22433,Suppressed*,9
7/10/2020,22435,7,194
7/10/2020,22436,0,56
7/10/2020,22437,Suppressed*,83
7/10/2020,22438,Suppressed*,47
7/10/2020,22443,36,601
7/10/2020,22448,Suppressed*,65
7/10/2020,22454,Suppressed*,120
7/10/2020,22460,6,160
7/10/2020,22469,39,239
7/10/2020,22473,20,385
7/10/2020,22476,Suppressed*,23
7/10/2020,22480,0,322
7/10/2020,22482,5,250
7/10/2020,22485,100,1741
7/10/2020,22488,53,197
7/10/2020,22503,7,357
7/10/2020,22504,0,17
7/10/2020,22508,60,1042
7/10/2020,22509,Suppressed*,6
7/10/2020,22511,5,102
7/10/2020,22514,16,197
7/10/2020,22520,42,616
7/10/2020,22529,Suppressed*,25
7/10/2020,22530,0,3
7/10/2020,22534,6,179
7/10/2020,22535,Suppressed*,41
7/10/2020,22538,0,19
7/10/2020,22539,Suppressed*,158
7/10/2020,22542,9,151
7/10/2020,22546,73,1167
7/10/2020,22548,0,8
7/10/2020,22551,104,1384
7/10/2020,22553,58,1083
7/10/2020,22554,486,4280
7/10/2020,22556,248,2019
7/10/2020,22560,46,1064
7/10/2020,22567,6,225
7/10/2020,22572,291,1132
7/10/2020,22576,0,116
7/10/2020,22578,Suppressed*,159
7/10/2020,22579,Suppressed*,21
7/10/2020,22580,20,353
7/10/2020,22601,346,11981
7/10/2020,22602,190,1155
7/10/2020,22603,132,743
7/10/2020,22610,9,57
7/10/2020,22611,29,517
