"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
6/22/2020,24471,7,86
6/22/2020,24323,Suppressed*,19
6/22/2020,24646,0,15
6/22/2020,24354,19,449
6/22/2020,23894,Suppressed*,40
6/22/2020,22401,215,1979
6/22/2020,22182,121,1281
6/22/2020,24630,0,147
6/22/2020,23140,22,383
6/22/2020,23839,Suppressed*,53
6/22/2020,24477,29,422
6/22/2020,20176,683,3932
6/22/2020,20137,16,114
6/22/2020,24649,0,50
6/22/2020,22947,8,245
6/22/2020,23851,43,1399
6/22/2020,22601,299,10158
6/22/2020,22509,Suppressed*,7
6/22/2020,22015,369,2304
6/22/2020,23690,0,123
6/22/2020,24348,10,164
6/22/2020,22637,Suppressed*,29
6/22/2020,20139,Suppressed*,13
6/22/2020,24176,Suppressed*,34
6/22/2020,23314,16,380
6/22/2020,24421,Suppressed*,121
6/22/2020,20198,6,104
6/22/2020,22976,0,16
6/22/2020,22435,Suppressed*,134
6/22/2020,24605,Suppressed*,300
6/22/2020,24340,9,127
6/22/2020,23221,43,1039
6/22/2020,23336,10,143
6/22/2020,22044,270,1127
6/22/2020,24065,Suppressed*,77
6/22/2020,22851,71,214
6/22/2020,22181,63,653
6/22/2020,24014,61,384
6/22/2020,23237,329,2254
6/22/2020,24266,Suppressed*,272
6/22/2020,24531,8,296
6/22/2020,23942,14,107
6/22/2020,23883,5,106
6/22/2020,23231,173,2710
6/22/2020,24078,47,341
6/22/2020,23460,Suppressed*,32
6/22/2020,24102,0,20
6/22/2020,22611,23,239
6/22/2020,23967,Suppressed*,60
6/22/2020,23923,8,150
6/22/2020,24378,Suppressed*,27
6/22/2020,24416,12,189
6/22/2020,24375,0,18
6/22/2020,24651,0,364
6/22/2020,22576,0,72
6/22/2020,22066,75,811
6/22/2020,23486,Suppressed*,8
6/22/2020,23701,151,1753
6/22/2020,24011,0,11949
6/22/2020,23806,0,180
6/22/2020,23551,0,7
6/22/2020,23875,46,783
6/22/2020,23821,Suppressed*,164
6/22/2020,23846,Suppressed*,43
6/22/2020,23156,5,65
6/22/2020,20169,94,1205
6/22/2020,24541,36,1157
6/22/2020,23898,10,105
6/22/2020,23876,0,12
6/22/2020,22640,Suppressed*,12
6/22/2020,23669,80,2311
6/22/2020,22035,Suppressed*,39
6/22/2020,24301,13,573
6/22/2020,23917,12,238
6/22/2020,23503,95,1364
6/22/2020,22939,12,329
6/22/2020,24216,10,100
6/22/2020,24538,Suppressed*,208
6/22/2020,24473,0,24
6/22/2020,20166,194,1054
6/22/2020,22041,728,3147
6/22/2020,24631,0,34
6/22/2020,22193,1474,7232
6/22/2020,20135,10,151
6/22/2020,22201,216,2012
6/22/2020,23434,222,3690
6/22/2020,20144,Suppressed*,38
6/22/2020,23303,19,116
6/22/2020,24350,Suppressed*,31
6/22/2020,23395,18,79
6/22/2020,24598,Suppressed*,74
6/22/2020,20120,327,2117
6/22/2020,22812,29,454
6/22/2020,20180,25,379
6/22/2020,24079,Suppressed*,29
6/22/2020,22134,18,118
6/22/2020,23059,94,1889
6/22/2020,24374,0,28
6/22/2020,23461,Suppressed*,61
6/22/2020,24016,13,203
6/22/2020,22508,57,793
6/22/2020,23139,52,1278
6/22/2020,23837,53,232
6/22/2020,22802,511,2170
6/22/2020,24445,0,52
6/22/2020,23021,0,12
6/22/2020,24503,17,922
6/22/2020,22952,5,110
6/22/2020,22042,786,3163
6/22/2020,22973,11,476
6/22/2020,24258,0,36
6/22/2020,24382,19,539
6/22/2020,22656,21,101
6/22/2020,22211,Suppressed*,19
6/22/2020,20191,311,1716
6/22/2020,24211,10,629
6/22/2020,23930,25,416
6/22/2020,20110,1450,6156
6/22/2020,22438,Suppressed*,38
6/22/2020,22844,43,240
6/22/2020,23602,82,1552
6/22/2020,24589,0,104
6/22/2020,24603,Suppressed*,18
6/22/2020,22719,0,10
6/22/2020,23102,9,169
6/22/2020,22315,105,1313
6/22/2020,23228,286,2735
6/22/2020,24517,Suppressed*,285
6/22/2020,22749,0,16
6/22/2020,22902,139,1629
6/22/2020,24248,Suppressed*,75
6/22/2020,22650,Suppressed*,18
6/22/2020,23888,10,120
6/22/2020,24151,25,584
6/22/2020,20117,8,118
6/22/2020,20170,1008,3500
6/22/2020,22967,Suppressed*,78
6/22/2020,23976,Suppressed*,25
6/22/2020,23229,239,2592
6/22/2020,23603,5,114
6/22/2020,23513,96,1590
6/22/2020,24558,7,315
6/22/2020,23032,0,15
6/22/2020,22204,980,4925
6/22/2020,22191,1537,7252
6/22/2020,24139,9,37
6/22/2020,23845,0,25
6/22/2020,23056,0,3
6/22/2020,23150,97,923
6/22/2020,22949,0,89
6/22/2020,24013,21,122
6/22/2020,20121,226,1419
6/22/2020,24459,6,26
6/22/2020,23462,205,3893
6/22/2020,20190,217,1707
6/22/2020,24601,0,2
6/22/2020,20106,38,245
6/22/2020,24595,0,10
6/22/2020,23422,7,32
6/22/2020,22824,81,186
6/22/2020,23966,10,180
6/22/2020,22932,22,444
6/22/2020,22202,206,1469
6/22/2020,23188,156,2407
6/22/2020,23702,34,542
6/22/2020,23130,Suppressed*,13
6/22/2020,23350,75,320
6/22/2020,24553,Suppressed*,97
6/22/2020,22958,Suppressed*,88
6/22/2020,24562,0,33
6/22/2020,23175,Suppressed*,140
6/22/2020,23120,42,679
6/22/2020,23129,Suppressed*,19
6/22/2020,24347,Suppressed*,53
6/22/2020,24271,0,86
6/22/2020,22203,320,1849
6/22/2020,24322,0,6
6/22/2020,23831,200,2506
6/22/2020,24504,8,443
6/22/2020,22663,13,34
6/22/2020,23063,59,454
6/22/2020,23236,136,2050
6/22/2020,23108,0,2
6/22/2020,23117,26,632
6/22/2020,23161,0,4
6/22/2020,23947,8,276
6/22/2020,22443,33,384
6/22/2020,22529,Suppressed*,15
6/22/2020,22642,21,122
6/22/2020,20164,1154,4373
6/22/2020,24292,0,14
6/22/2020,24485,Suppressed*,12
6/22/2020,22720,Suppressed*,46
6/22/2020,22301,82,890
6/22/2020,23420,90,273
6/22/2020,24171,27,219
6/22/2020,24381,18,122
6/22/2020,24450,12,685
6/22/2020,23426,5,13
6/22/2020,23962,Suppressed*,53
6/22/2020,22937,Suppressed*,76
6/22/2020,23023,Suppressed*,24
6/22/2020,22302,238,2280
6/22/2020,24269,0,8
6/22/2020,23487,72,367
6/22/2020,24077,Suppressed*,12
6/22/2020,23829,81,805
6/22/2020,23320,234,5396
6/22/2020,23661,26,581
6/22/2020,20119,27,231
6/22/2020,23857,Suppressed*,47
6/22/2020,24133,Suppressed*,84
6/22/2020,23454,152,3080
6/22/2020,Out-of-State,0,17909
6/22/2020,23064,0,4
6/22/2020,23230,59,2877
6/22/2020,24527,5,107
6/22/2020,23952,Suppressed*,24
6/22/2020,23836,67,853
6/22/2020,23833,11,118
6/22/2020,24580,Suppressed*,34
6/22/2020,22644,49,79
6/22/2020,22938,Suppressed*,64
6/22/2020,24018,56,734
6/22/2020,23071,Suppressed*,76
6/22/2020,24588,Suppressed*,426
6/22/2020,20118,Suppressed*,90
6/22/2020,23112,165,3326
6/22/2020,24095,5,68
6/22/2020,23091,0,22
6/22/2020,24280,0,17
6/22/2020,23919,5,190
6/22/2020,24272,0,9
6/22/2020,22740,Suppressed*,53
6/22/2020,23453,63,1628
6/22/2020,23123,16,188
6/22/2020,22713,7,57
6/22/2020,23401,6,31
6/22/2020,24184,6,54
6/22/2020,24070,Suppressed*,39
6/22/2020,22715,Suppressed*,61
6/22/2020,24149,0,59
6/22/2020,24083,11,63
6/22/2020,23306,27,120
6/22/2020,22448,Suppressed*,33
6/22/2020,22610,8,31
6/22/2020,24256,0,66
6/22/2020,24089,5,87
6/22/2020,24251,Suppressed*,279
6/22/2020,23030,30,339
6/22/2020,24602,0,14
6/22/2020,23488,8,32
6/22/2020,22840,17,237
6/22/2020,23069,9,218
6/22/2020,23899,Suppressed*,27
6/22/2020,23959,0,62
6/22/2020,22655,112,404
6/22/2020,23045,0,2
6/22/2020,24246,0,12
6/22/2020,23125,0,6
6/22/2020,22192,677,5050
6/22/2020,23089,10,289
6/22/2020,22959,6,109
6/22/2020,22206,173,1403
6/22/2020,22405,134,1751
6/22/2020,23455,77,2501
6/22/2020,23651,Suppressed*,21
6/22/2020,22511,5,62
6/22/2020,22436,0,44
6/22/2020,24412,0,1
6/22/2020,23890,86,307
6/22/2020,23093,37,903
6/22/2020,23220,93,2253
6/22/2020,22025,115,1039
6/22/2020,24282,0,19
6/22/2020,24066,Suppressed*,41
6/22/2020,23924,97,524
6/22/2020,24435,Suppressed*,52
6/22/2020,22514,14,144
6/22/2020,23459,17,118
6/22/2020,22408,187,1733
6/22/2020,24088,0,49
6/22/2020,23307,17,63
6/22/2020,22454,Suppressed*,88
6/22/2020,22026,236,1481
6/22/2020,24179,39,299
6/22/2020,23043,Suppressed*,70
6/22/2020,24219,9,623
6/22/2020,24120,Suppressed*,32
6/22/2020,24093,0,2
6/22/2020,23954,Suppressed*,152
6/22/2020,22032,131,1366
6/22/2020,23885,5,160
6/22/2020,20136,189,1519
6/22/2020,23038,8,102
6/22/2020,22843,6,101
6/22/2020,23075,139,880
6/22/2020,24147,Suppressed*,18
6/22/2020,22476,Suppressed*,22
6/22/2020,24380,Suppressed*,39
6/22/2020,24245,0,32
6/22/2020,23901,121,1181
6/22/2020,23708,5,346
6/22/2020,23068,0,11
6/22/2020,20187,74,948
6/22/2020,24162,8,72
6/22/2020,23872,9,146
6/22/2020,23226,218,2014
6/22/2020,23062,5,114
6/22/2020,22846,13,112
6/22/2020,23025,0,15
6/22/2020,23065,Suppressed*,104
6/22/2020,20186,72,1251
6/22/2020,23337,0,19
6/22/2020,24530,0,40
6/22/2020,22733,17,84
6/22/2020,23850,Suppressed*,75
6/22/2020,23662,17,476
6/22/2020,23828,Suppressed*,24
6/22/2020,24483,Suppressed*,16
6/22/2020,22729,Suppressed*,13
6/22/2020,24413,0,7
6/22/2020,22831,7,54
6/22/2020,23009,25,438
6/22/2020,22102,124,1363
6/22/2020,23604,7,53
6/22/2020,24433,0,2
6/22/2020,23887,Suppressed*,18
6/22/2020,23313,Suppressed*,9
6/22/2020,23509,49,1688
6/22/2020,23250,0,3
6/22/2020,24244,Suppressed*,312
6/22/2020,24069,9,83
6/22/2020,24090,12,45
6/22/2020,23148,Suppressed*,107
6/22/2020,23187,Suppressed*,21
6/22/2020,23027,7,92
6/22/2020,23106,Suppressed*,59
6/22/2020,22722,0,7
6/22/2020,23432,7,66
6/22/2020,24377,0,5
6/22/2020,24174,Suppressed*,90
6/22/2020,23937,6,148
6/22/2020,24432,Suppressed*,14
6/22/2020,24260,0,118
6/22/2020,24551,24,1019
