"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-01,24471,9,98
2020-07-01,24323,Suppressed*,26
2020-07-01,24646,0,16
2020-07-01,24354,24,876
2020-07-01,23894,Suppressed*,47
2020-07-01,22401,241,2279
2020-07-01,22182,123,1487
2020-07-01,24630,0,179
2020-07-01,23140,22,468
2020-07-01,23839,Suppressed*,62
2020-07-01,24477,30,523
2020-07-01,20176,763,4879
2020-07-01,20137,16,131
2020-07-01,24649,0,55
2020-07-01,22947,8,303
2020-07-01,23851,49,1691
2020-07-01,22601,333,10938
2020-07-01,22509,Suppressed*,6
2020-07-01,22015,381,2639
2020-07-01,23690,Suppressed*,149
2020-07-01,24348,10,187
2020-07-01,22637,Suppressed*,53
2020-07-01,20139,Suppressed*,16
2020-07-01,24176,6,43
2020-07-01,23314,18,443
2020-07-01,24421,5,148
2020-07-01,20198,6,121
2020-07-01,22976,0,16
2020-07-01,22435,5,162
2020-07-01,24605,8,472
2020-07-01,24340,9,148
2020-07-01,23221,46,1246
2020-07-01,23336,10,171
2020-07-01,22044,270,1266
2020-07-01,24065,5,99
2020-07-01,22851,72,256
2020-07-01,22181,65,772
2020-07-01,24014,80,494
2020-07-01,23237,377,2550
2020-07-01,24266,6,299
2020-07-01,24531,14,348
2020-07-01,23942,14,118
2020-07-01,23883,5,117
2020-07-01,23231,194,3108
2020-07-01,24078,54,414
2020-07-01,23460,Suppressed*,37
2020-07-01,24102,Suppressed*,32
2020-07-01,22611,26,431
2020-07-01,23967,Suppressed*,64
2020-07-01,23923,8,165
2020-07-01,24378,Suppressed*,41
2020-07-01,24416,16,324
2020-07-01,24375,0,35
2020-07-01,24651,0,406
2020-07-01,22576,0,99
2020-07-01,22066,78,966
2020-07-01,23486,Suppressed*,8
2020-07-01,23701,164,1993
2020-07-01,24011,0,14809
2020-07-01,23806,Suppressed*,172
2020-07-01,23551,0,10
2020-07-01,23875,53,877
2020-07-01,23821,Suppressed*,209
2020-07-01,23846,Suppressed*,51
2020-07-01,23156,5,76
2020-07-01,20169,102,1439
2020-07-01,24541,42,1346
2020-07-01,23898,11,138
2020-07-01,23876,0,15
2020-07-01,22640,Suppressed*,13
2020-07-01,23669,95,2611
2020-07-01,22035,Suppressed*,39
2020-07-01,24301,17,672
2020-07-01,23917,12,284
2020-07-01,23503,106,1602
2020-07-01,22939,12,474
2020-07-01,24216,10,111
2020-07-01,24538,5,231
2020-07-01,24473,0,28
2020-07-01,20166,204,1190
2020-07-01,22041,748,3362
2020-07-01,24631,0,37
2020-07-01,22193,1551,8014
2020-07-01,20135,10,195
2020-07-01,22201,226,2333
2020-07-01,23434,248,4272
2020-07-01,20144,Suppressed*,48
2020-07-01,23303,19,129
2020-07-01,24350,Suppressed*,36
2020-07-01,23395,18,93
2020-07-01,24598,5,77
2020-07-01,20120,355,2449
2020-07-01,22812,38,537
2020-07-01,20180,29,496
2020-07-01,24079,Suppressed*,38
2020-07-01,22134,19,131
2020-07-01,23059,101,2203
2020-07-01,24374,0,39
2020-07-01,23461,Suppressed*,79
2020-07-01,24016,23,390
2020-07-01,22508,59,908
2020-07-01,23139,62,1473
2020-07-01,23837,54,287
2020-07-01,22802,531,2548
2020-07-01,24445,0,60
2020-07-01,23021,0,12
2020-07-01,24503,42,1100
2020-07-01,22952,5,131
2020-07-01,22042,818,3505
2020-07-01,22973,13,639
2020-07-01,24258,0,36
2020-07-01,24382,23,859
2020-07-01,22656,22,135
2020-07-01,22211,Suppressed*,20
2020-07-01,20191,318,1951
2020-07-01,24211,10,750
2020-07-01,23930,32,494
2020-07-01,20110,1510,6670
2020-07-01,22438,Suppressed*,46
2020-07-01,22844,45,285
2020-07-01,23602,91,2406
2020-07-01,24589,0,118
2020-07-01,24603,13,31
2020-07-01,22719,0,12
2020-07-01,23102,10,196
2020-07-01,22315,111,1544
2020-07-01,23228,318,3122
2020-07-01,24517,8,356
2020-07-01,22749,0,16
2020-07-01,22902,180,2015
2020-07-01,24248,Suppressed*,89
2020-07-01,22650,Suppressed*,21
2020-07-01,23888,12,146
2020-07-01,24151,39,704
2020-07-01,20117,9,144
2020-07-01,20170,1046,3981
2020-07-01,22967,Suppressed*,97
2020-07-01,23976,Suppressed*,27
2020-07-01,23229,264,3171
2020-07-01,23603,9,138
2020-07-01,23513,128,1920
2020-07-01,24558,10,354
2020-07-01,23032,0,17
2020-07-01,22204,1002,5397
2020-07-01,22191,1650,8032
2020-07-01,24139,9,43
2020-07-01,23845,0,39
2020-07-01,23056,0,4
2020-07-01,23150,102,1056
2020-07-01,22949,0,110
2020-07-01,24013,22,171
2020-07-01,20121,245,1664
2020-07-01,24459,6,29
2020-07-01,23462,244,4598
2020-07-01,20190,217,1914
2020-07-01,24601,0,2
2020-07-01,20106,40,274
2020-07-01,24595,0,10
2020-07-01,23422,7,44
2020-07-01,22824,89,253
2020-07-01,23966,13,204
2020-07-01,22932,23,523
2020-07-01,22202,212,1748
2020-07-01,23188,166,3092
2020-07-01,23702,46,639
