"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-07-15,20105,139,2164
2020-07-15,20106,47,322
2020-07-15,20109,1242,5503
2020-07-15,20110,1598,7511
2020-07-15,20111,1018,4536
2020-07-15,20112,257,2456
2020-07-15,20115,40,462
2020-07-15,20117,11,183
2020-07-15,20118,Suppressed*,141
2020-07-15,20119,33,317
2020-07-15,20120,378,3126
2020-07-15,20121,269,2047
2020-07-15,20124,77,1104
2020-07-15,20129,11,82
2020-07-15,20130,0,26
2020-07-15,20132,86,1521
2020-07-15,20135,12,245
2020-07-15,20136,234,2142
2020-07-15,20137,15,155
2020-07-15,20139,Suppressed*,17
2020-07-15,20141,30,566
2020-07-15,20143,5,96
2020-07-15,20144,Suppressed*,55
2020-07-15,20147,529,5998
2020-07-15,20148,254,3474
2020-07-15,20151,309,1943
2020-07-15,20152,245,2526
2020-07-15,20155,293,3165
2020-07-15,20158,26,387
2020-07-15,20164,1286,5698
2020-07-15,20165,355,4176
2020-07-15,20166,225,1409
2020-07-15,20169,117,1822
2020-07-15,20170,1096,4721
2020-07-15,20171,321,3127
2020-07-15,20175,297,3426
2020-07-15,20176,872,6028
2020-07-15,20180,39,652
2020-07-15,20181,53,780
2020-07-15,20184,5,72
2020-07-15,20186,101,1662
2020-07-15,20187,103,1287
2020-07-15,20190,220,2320
2020-07-15,20191,337,2397
2020-07-15,20194,37,808
2020-07-15,20197,13,226
2020-07-15,20198,7,154
2020-07-15,22003,1330,6519
2020-07-15,22015,402,3257
2020-07-15,22025,127,1440
2020-07-15,22026,276,2017
2020-07-15,22027,60,219
2020-07-15,22030,435,4654
2020-07-15,22031,438,3491
2020-07-15,22032,146,2068
2020-07-15,22033,282,2980
2020-07-15,22035,Suppressed*,39
2020-07-15,22039,90,1292
2020-07-15,22041,763,3769
2020-07-15,22042,853,4175
2020-07-15,22043,264,1833
2020-07-15,22044,279,1487
2020-07-15,22046,214,1781
2020-07-15,22060,28,314
2020-07-15,22066,88,1211
2020-07-15,22079,356,2683
2020-07-15,22101,141,2696
2020-07-15,22102,134,1937
2020-07-15,22124,70,1276
2020-07-15,22125,Suppressed*,79
2020-07-15,22134,23,173
2020-07-15,22150,796,4361
2020-07-15,22151,292,1685
2020-07-15,22152,235,2123
2020-07-15,22153,193,2240
2020-07-15,22172,182,1083
2020-07-15,22180,237,2106
2020-07-15,22181,73,1034
2020-07-15,22182,135,1941
2020-07-15,22185,0,Suppressed*
2020-07-15,22191,1816,9780
2020-07-15,22192,818,6858
2020-07-15,22193,1654,9429
2020-07-15,22201,229,3068
2020-07-15,22202,229,2333
2020-07-15,22203,351,2525
2020-07-15,22204,1079,6313
2020-07-15,22205,147,1952
2020-07-15,22206,196,1962
2020-07-15,22207,321,3383
2020-07-15,22209,94,1151
2020-07-15,22211,Suppressed*,21
2020-07-15,22213,19,263
2020-07-15,22214,0,Suppressed*
2020-07-15,22301,94,1269
2020-07-15,22302,258,2909
2020-07-15,22303,231,1413
2020-07-15,22304,732,5382
2020-07-15,22305,610,2618
2020-07-15,22306,934,4028
2020-07-15,22307,83,948
2020-07-15,22308,77,846
2020-07-15,22309,700,3240
2020-07-15,22310,306,2310
2020-07-15,22311,486,2720
2020-07-15,22312,634,3271
2020-07-15,22314,229,2958
2020-07-15,22315,128,1987
2020-07-15,22401,276,2906
2020-07-15,22405,165,2512
2020-07-15,22406,140,2055
2020-07-15,22407,666,6164
2020-07-15,22408,237,2462
2020-07-15,22427,15,709
2020-07-15,22432,Suppressed*,59
2020-07-15,22433,Suppressed*,11
2020-07-15,22435,12,249
2020-07-15,22436,0,60
2020-07-15,22437,Suppressed*,87
2020-07-15,22438,Suppressed*,55
2020-07-15,22443,38,652
2020-07-15,22448,Suppressed*,69
2020-07-15,22454,Suppressed*,135
2020-07-15,22460,8,179
2020-07-15,22469,44,265
2020-07-15,22473,23,565
2020-07-15,22476,Suppressed*,26
2020-07-15,22480,0,333
2020-07-15,22482,8,402
2020-07-15,22485,102,1852
2020-07-15,22488,58,221
2020-07-15,22503,9,388
2020-07-15,22504,0,22
2020-07-15,22508,65,1108
2020-07-15,22509,Suppressed*,7
2020-07-15,22511,5,127
2020-07-15,22514,17,206
2020-07-15,22520,45,673
2020-07-15,22529,Suppressed*,26
2020-07-15,22530,0,6
2020-07-15,22534,6,190
2020-07-15,22535,Suppressed*,43
2020-07-15,22538,0,20
2020-07-15,22539,5,227
2020-07-15,22542,9,160
2020-07-15,22546,82,1276
2020-07-15,22548,0,8
2020-07-15,22551,108,1483
2020-07-15,22553,62,1160
2020-07-15,22554,500,4750
2020-07-15,22556,256,2193
2020-07-15,22560,51,1140
2020-07-15,22567,6,240
2020-07-15,22572,293,1215
2020-07-15,22576,Suppressed*,133
2020-07-15,22578,Suppressed*,181
2020-07-15,22579,Suppressed*,25
2020-07-15,22580,22,381
2020-07-15,22601,369,12754
2020-07-15,22602,200,1456
2020-07-15,22603,142,1268
2020-07-15,22610,11,66
2020-07-15,22611,31,593
2020-07-15,22620,12,149
2020-07-15,22623,Suppressed*,15
2020-07-15,22624,11,108
2020-07-15,22625,7,167
2020-07-15,22627,Suppressed*,44
2020-07-15,22630,276,1943
2020-07-15,22637,Suppressed*,93
2020-07-15,22639,Suppressed*,28
2020-07-15,22640,Suppressed*,15
2020-07-15,22641,0,8
2020-07-15,22642,28,204
2020-07-15,22643,0,20
2020-07-15,22644,57,116
2020-07-15,22645,29,179
2020-07-15,22646,0,19
2020-07-15,22650,Suppressed*,31
2020-07-15,22652,7,61
2020-07-15,22654,Suppressed*,28
2020-07-15,22655,124,880
2020-07-15,22656,26,226
2020-07-15,22657,68,536
2020-07-15,22660,15,72
2020-07-15,22663,14,67
2020-07-15,22664,204,1043
2020-07-15,22701,738,3570
2020-07-15,22709,6,161
2020-07-15,22711,0,Suppressed*
2020-07-15,22712,113,893
2020-07-15,22713,8,83
2020-07-15,22714,14,84
2020-07-15,22715,Suppressed*,80
2020-07-15,22716,6,56
2020-07-15,22718,7,40
2020-07-15,22719,0,14
2020-07-15,22720,Suppressed*,56
2020-07-15,22722,0,10
2020-07-15,22723,Suppressed*,10
2020-07-15,22724,18,152
2020-07-15,22726,23,105
2020-07-15,22727,21,468
2020-07-15,22728,19,215
2020-07-15,22729,Suppressed*,16
2020-07-15,22730,Suppressed*,6
2020-07-15,22731,Suppressed*,24
2020-07-15,22732,Suppressed*,20
2020-07-15,22733,18,100
2020-07-15,22734,31,278
2020-07-15,22735,Suppressed*,124
2020-07-15,22736,5,32
2020-07-15,22737,20,180
2020-07-15,22738,Suppressed*,72
2020-07-15,22740,Suppressed*,76
2020-07-15,22741,0,15
2020-07-15,22742,19,152
2020-07-15,22743,Suppressed*,6
2020-07-15,22747,Suppressed*,68
2020-07-15,22749,0,17
2020-07-15,22801,719,4189
2020-07-15,22802,553,3133
2020-07-15,22807,Suppressed*,13
2020-07-15,22810,Suppressed*,60
2020-07-15,22811,Suppressed*,43
2020-07-15,22812,44,696
2020-07-15,22815,104,774
2020-07-15,22820,0,10
2020-07-15,22821,35,393
2020-07-15,22824,95,335
2020-07-15,22827,91,970
2020-07-15,22830,16,146
2020-07-15,22831,8,77
2020-07-15,22832,6,80
2020-07-15,22834,7,111
2020-07-15,22835,162,808
2020-07-15,22840,23,412
2020-07-15,22841,23,251
2020-07-15,22842,83,366
2020-07-15,22843,7,144
2020-07-15,22844,59,518
2020-07-15,22845,0,8
2020-07-15,22846,16,164
2020-07-15,22847,6,59
2020-07-15,22849,61,406
2020-07-15,22850,9,78
2020-07-15,22851,83,355
2020-07-15,22853,79,444
2020-07-15,22901,267,4269
2020-07-15,22902,218,2833
2020-07-15,22903,215,3908
2020-07-15,22904,0,52
2020-07-15,22911,108,2135
2020-07-15,22920,9,271
2020-07-15,22922,7,143
2020-07-15,22923,19,438
2020-07-15,22931,0,27
2020-07-15,22932,25,718
2020-07-15,22935,Suppressed*,97
2020-07-15,22936,14,446
2020-07-15,22937,5,116
2020-07-15,22938,Suppressed*,95
2020-07-15,22939,15,573
2020-07-15,22940,5,103
2020-07-15,22942,31,877
2020-07-15,22943,Suppressed*,44
2020-07-15,22946,Suppressed*,22
2020-07-15,22947,11,428
2020-07-15,22948,0,13
2020-07-15,22949,0,137
2020-07-15,22952,6,168
2020-07-15,22958,8,132
2020-07-15,22959,8,174
2020-07-15,22960,51,1162
2020-07-15,22963,41,1295
2020-07-15,22964,0,16
2020-07-15,22967,Suppressed*,148
2020-07-15,22968,50,929
2020-07-15,22969,Suppressed*,115
2020-07-15,22971,0,108
2020-07-15,22972,Suppressed*,37
2020-07-15,22973,25,757
2020-07-15,22974,31,409
2020-07-15,22976,Suppressed*,18
2020-07-15,22980,132,2611
2020-07-15,22989,0,9
2020-07-15,23002,43,1226
2020-07-15,23004,13,111
2020-07-15,23005,78,1771
2020-07-15,23009,31,619
2020-07-15,23011,Suppressed*,83
2020-07-15,23015,16,340
2020-07-15,23021,0,12
2020-07-15,23022,14,104
2020-07-15,23023,Suppressed*,29
2020-07-15,23024,43,723
2020-07-15,23025,0,22
2020-07-15,23027,15,130
2020-07-15,23030,31,514
2020-07-15,23032,0,31
2020-07-15,23035,Suppressed*,84
2020-07-15,23038,10,142
2020-07-15,23039,Suppressed*,79
2020-07-15,23040,34,413
2020-07-15,23043,Suppressed*,123
2020-07-15,23045,0,Suppressed*
2020-07-15,23047,10,182
2020-07-15,23050,Suppressed*,58
2020-07-15,23055,43,120
2020-07-15,23056,0,10
2020-07-15,23059,119,2732
2020-07-15,23060,213,3545
2020-07-15,23061,47,1646
2020-07-15,23062,6,174
2020-07-15,23063,62,680
2020-07-15,23064,0,7
2020-07-15,23065,Suppressed*,133
2020-07-15,23066,0,66
2020-07-15,23068,0,16
2020-07-15,23069,14,306
2020-07-15,23070,0,31
2020-07-15,23071,Suppressed*,116
2020-07-15,23072,23,817
2020-07-15,23075,144,1191
2020-07-15,23076,0,37
2020-07-15,23079,0,23
2020-07-15,23083,11,189
2020-07-15,23084,9,175
2020-07-15,23085,Suppressed*,25
2020-07-15,23086,16,247
2020-07-15,23089,13,436
2020-07-15,23091,0,29
2020-07-15,23092,0,123
2020-07-15,23093,47,1309
2020-07-15,23102,11,263
2020-07-15,23103,31,552
2020-07-15,23106,Suppressed*,78
2020-07-15,23108,0,6
2020-07-15,23109,Suppressed*,158
2020-07-15,23110,Suppressed*,45
2020-07-15,23111,158,3595
2020-07-15,23112,229,4777
2020-07-15,23113,165,2711
2020-07-15,23114,86,1708
2020-07-15,23115,13,32
2020-07-15,23116,174,2864
2020-07-15,23117,33,887
2020-07-15,23119,Suppressed*,25
2020-07-15,23120,55,983
2020-07-15,23123,17,241
2020-07-15,23124,18,397
2020-07-15,23125,Suppressed*,10
2020-07-15,23126,5,49
2020-07-15,23128,Suppressed*,81
2020-07-15,23129,Suppressed*,30
2020-07-15,23130,Suppressed*,13
2020-07-15,23138,0,38
2020-07-15,23139,74,1844
2020-07-15,23140,27,572
2020-07-15,23141,30,610
2020-07-15,23146,8,245
2020-07-15,23148,Suppressed*,159
2020-07-15,23149,8,349
2020-07-15,23150,109,1262
2020-07-15,23153,5,113
2020-07-15,23156,5,106
2020-07-15,23160,13,87
2020-07-15,23161,0,6
2020-07-15,23163,0,11
2020-07-15,23168,20,686
2020-07-15,23169,Suppressed*,82
2020-07-15,23173,Suppressed*,8
2020-07-15,23175,Suppressed*,180
2020-07-15,23176,0,47
2020-07-15,23177,Suppressed*,59
2020-07-15,23180,0,27
2020-07-15,23181,6,520
2020-07-15,23185,289,4525
2020-07-15,23187,Suppressed*,33
2020-07-15,23188,221,4174
2020-07-15,23192,20,567
