"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-06-18,20105,106,1358
2020-06-18,20106,35,218
2020-06-18,20109,1079,4031
2020-06-18,20110,1425,5839
2020-06-18,20111,877,3244
2020-06-18,20112,199,1582
2020-06-18,20115,36,274
2020-06-18,20117,8,109
2020-06-18,20118,Suppressed*,83
2020-06-18,20119,27,206
2020-06-18,20120,311,1929
2020-06-18,20121,215,1317
2020-06-18,20124,63,650
2020-06-18,20129,7,57
2020-06-18,20130,0,14
2020-06-18,20132,61,839
2020-06-18,20135,10,144
2020-06-18,20136,183,1411
2020-06-18,20137,15,94
2020-06-18,20139,Suppressed*,12
2020-06-18,20141,18,312
2020-06-18,20143,Suppressed*,59
2020-06-18,20144,Suppressed*,36
2020-06-18,20147,363,3609
2020-06-18,20148,177,2038
2020-06-18,20151,261,1291
2020-06-18,20152,160,1605
2020-06-18,20155,242,1975
2020-06-18,20158,17,196
2020-06-18,20164,1118,4121
2020-06-18,20165,276,2744
2020-06-18,20166,186,977
2020-06-18,20169,93,1120
2020-06-18,20170,975,3251
2020-06-18,20171,288,1827
2020-06-18,20175,219,2195
2020-06-18,20176,664,3649
2020-06-18,20180,25,350
2020-06-18,20181,37,470
2020-06-18,20184,Suppressed*,48
2020-06-18,20186,71,1000
2020-06-18,20187,72,807
2020-06-18,20190,211,1624
2020-06-18,20191,302,1583
2020-06-18,20194,35,502
2020-06-18,20197,6,127
2020-06-18,20198,6,89
2020-06-18,22003,1212,4734
2020-06-18,22015,363,2147
2020-06-18,22025,113,977
2020-06-18,22026,227,1375
2020-06-18,22027,54,157
2020-06-18,22030,386,3097
2020-06-18,22031,394,2438
2020-06-18,22032,130,1255
2020-06-18,22033,247,1899
2020-06-18,22035,Suppressed*,38
2020-06-18,22039,58,749
2020-06-18,22041,716,3002
2020-06-18,22042,767,2936
2020-06-18,22043,237,1209
2020-06-18,22044,264,1063
2020-06-18,22046,198,1148
2020-06-18,22060,14,174
2020-06-18,22066,73,728
2020-06-18,22079,298,1813
2020-06-18,22101,123,1845
2020-06-18,22102,122,1258
2020-06-18,22124,61,744
2020-06-18,22125,Suppressed*,48
2020-06-18,22134,18,112
2020-06-18,22150,742,3252
2020-06-18,22151,269,1170
2020-06-18,22152,195,1346
2020-06-18,22153,165,1392
2020-06-18,22172,143,741
2020-06-18,22180,216,1340
2020-06-18,22181,62,588
2020-06-18,22182,119,1181
2020-06-18,22191,1501,6853
2020-06-18,22192,650,4743
2020-06-18,22193,1434,6820
2020-06-18,22201,213,1792
2020-06-18,22202,201,1324
2020-06-18,22203,313,1662
2020-06-18,22204,958,4310
2020-06-18,22205,137,1301
2020-06-18,22206,170,1210
2020-06-18,22207,270,1990
2020-06-18,22209,85,677
2020-06-18,22211,Suppressed*,16
2020-06-18,22213,18,155
2020-06-18,22214,0,2
2020-06-18,22301,78,831
2020-06-18,22302,229,2196
2020-06-18,22303,205,1005
2020-06-18,22304,643,3864
2020-06-18,22305,585,2069
2020-06-18,22306,819,2934
2020-06-18,22307,74,592
2020-06-18,22308,69,511
2020-06-18,22309,610,2264
2020-06-18,22310,285,1524
2020-06-18,22311,425,2109
2020-06-18,22312,543,2337
2020-06-18,22314,192,1934
2020-06-18,22315,101,1190
2020-06-18,22401,202,1791
2020-06-18,22405,133,1643
2020-06-18,22406,115,1314
2020-06-18,22407,537,3737
2020-06-18,22408,179,1577
2020-06-18,22427,15,186
2020-06-18,22432,Suppressed*,27
2020-06-18,22433,Suppressed*,8
2020-06-18,22435,Suppressed*,96
2020-06-18,22436,0,32
2020-06-18,22437,Suppressed*,37
2020-06-18,22438,Suppressed*,25
2020-06-18,22443,33,353
2020-06-18,22448,Suppressed*,29
2020-06-18,22454,Suppressed*,67
2020-06-18,22460,5,68
2020-06-18,22469,13,96
2020-06-18,22473,19,212
2020-06-18,22476,Suppressed*,18
2020-06-18,22480,0,40
2020-06-18,22482,5,127
2020-06-18,22485,93,1194
2020-06-18,22488,Suppressed*,55
2020-06-18,22503,6,218
2020-06-18,22504,0,9
2020-06-18,22508,56,721
2020-06-18,22509,Suppressed*,5
2020-06-18,22511,5,45
2020-06-18,22514,13,123
2020-06-18,22520,35,265
2020-06-18,22529,Suppressed*,12
2020-06-18,22530,0,3
2020-06-18,22534,Suppressed*,116
2020-06-18,22535,Suppressed*,30
2020-06-18,22538,0,14
2020-06-18,22539,Suppressed*,99
2020-06-18,22542,7,104
2020-06-18,22546,58,744
2020-06-18,22548,0,3
2020-06-18,22551,87,975
