"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
6/29/2020,20105,116,1649
6/29/2020,20106,39,266
6/29/2020,20109,1164,4655
6/29/2020,20110,1483,6570
6/29/2020,20111,952,3833
6/29/2020,20112,228,1911
6/29/2020,20115,39,364
6/29/2020,20117,9,138
6/29/2020,20118,Suppressed*,104
6/29/2020,20119,29,255
6/29/2020,20120,354,2390
6/29/2020,20121,241,1610
6/29/2020,20124,70,827
6/29/2020,20129,9,68
6/29/2020,20130,0,21
6/29/2020,20132,71,1200
6/29/2020,20135,10,184
6/29/2020,20136,204,1711
6/29/2020,20137,16,127
6/29/2020,20139,Suppressed*,15
6/29/2020,20141,24,424
6/29/2020,20143,Suppressed*,74
6/29/2020,20144,Suppressed*,46
6/29/2020,20147,441,4536
6/29/2020,20148,214,2607
6/29/2020,20151,280,1572
6/29/2020,20152,203,1929
6/29/2020,20155,256,2402
6/29/2020,20158,19,288
6/29/2020,20164,1219,4838
6/29/2020,20165,308,3317
6/29/2020,20166,202,1160
6/29/2020,20169,101,1391
6/29/2020,20170,1046,3892
6/29/2020,20171,303,2261
6/29/2020,20175,255,2761
6/29/2020,20176,745,4681
6/29/2020,20180,27,468
6/29/2020,20181,45,593
6/29/2020,20184,Suppressed*,56
6/29/2020,20186,76,1366
6/29/2020,20187,77,1040
6/29/2020,20190,218,1854
6/29/2020,20191,325,1911
6/29/2020,20194,37,600
6/29/2020,20197,10,176
6/29/2020,20198,6,116
6/29/2020,22003,1261,5447
6/29/2020,22015,384,2578
6/29/2020,22025,120,1140
6/29/2020,22026,245,1647
6/29/2020,22027,55,177
6/29/2020,22030,412,3683
6/29/2020,22031,412,2834
6/29/2020,22032,136,1553
6/29/2020,22033,260,2284
6/29/2020,22035,Suppressed*,39
6/29/2020,22039,63,935
6/29/2020,22041,745,3318
6/29/2020,22042,812,3436
6/29/2020,22043,248,1462
6/29/2020,22044,272,1239
6/29/2020,22046,205,1361
6/29/2020,22060,15,203
6/29/2020,22066,78,933
6/29/2020,22079,315,2155
6/29/2020,22101,127,2185
6/29/2020,22102,127,1504
6/29/2020,22124,64,957
6/29/2020,22125,Suppressed*,62
6/29/2020,22134,18,127
6/29/2020,22150,774,3727
6/29/2020,22151,283,1389
6/29/2020,22152,211,1622
6/29/2020,22153,174,1727
6/29/2020,22172,157,867
6/29/2020,22180,221,1639
6/29/2020,22181,66,750
6/29/2020,22182,123,1451
6/29/2020,22191,1619,7912
6/29/2020,22192,722,5559
6/29/2020,22193,1521,7844
6/29/2020,22201,222,2249
6/29/2020,22202,212,1704
6/29/2020,22203,328,2061
6/29/2020,22204,993,5290
6/29/2020,22205,140,1566
6/29/2020,22206,177,1543
6/29/2020,22207,274,2456
6/29/2020,22209,87,844
6/29/2020,22211,Suppressed*,19
6/29/2020,22213,18,194
6/29/2020,22214,0,3
6/29/2020,22301,86,995
6/29/2020,22302,244,2479
6/29/2020,22303,213,1176
6/29/2020,22304,685,4477
6/29/2020,22305,590,2269
6/29/2020,22306,873,3372
6/29/2020,22307,78,739
6/29/2020,22308,70,645
6/29/2020,22309,647,2652
6/29/2020,22310,294,1856
6/29/2020,22311,445,2356
6/29/2020,22312,586,2742
6/29/2020,22314,208,2295
6/29/2020,22315,107,1504
6/29/2020,22401,239,2232
6/29/2020,22405,139,1916
6/29/2020,22406,119,1548
6/29/2020,22407,614,4788
6/29/2020,22408,205,1937
6/29/2020,22427,15,465
6/29/2020,22432,Suppressed*,46
6/29/2020,22433,Suppressed*,9
6/29/2020,22435,7,158
6/29/2020,22436,0,49
6/29/2020,22437,Suppressed*,66
6/29/2020,22438,Suppressed*,41
6/29/2020,22443,35,468
6/29/2020,22448,Suppressed*,47
6/29/2020,22454,Suppressed*,103
6/29/2020,22460,5,129
6/29/2020,22469,15,147
6/29/2020,22473,21,339
6/29/2020,22476,Suppressed*,23
6/29/2020,22480,0,307
6/29/2020,22482,5,207
6/29/2020,22485,95,1462
6/29/2020,22488,17,96
6/29/2020,22503,6,324
6/29/2020,22504,0,14
6/29/2020,22508,59,884
6/29/2020,22509,Suppressed*,7
6/29/2020,22511,5,75
6/29/2020,22514,15,166
6/29/2020,22520,39,388
6/29/2020,22529,Suppressed*,17
6/29/2020,22530,0,3
6/29/2020,22534,5,154
6/29/2020,22535,Suppressed*,37
6/29/2020,22538,0,16
6/29/2020,22539,Suppressed*,138
6/29/2020,22542,9,132
6/29/2020,22546,67,997
6/29/2020,22548,0,6
6/29/2020,22551,97,1190
6/29/2020,22553,50,913
6/29/2020,22554,469,3651
6/29/2020,22556,231,1735
6/29/2020,22560,40,922
6/29/2020,22567,6,197
