"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
5/23/2020,20105,67,543
5/23/2020,20106,28,96
5/23/2020,20109,683,1874
5/23/2020,20110,869,2161
5/23/2020,20111,550,1503
5/23/2020,20112,125,793
5/23/2020,20115,25,130
5/23/2020,20117,7,51
5/23/2020,20118,Suppressed*,33
5/23/2020,20119,17,109
5/23/2020,20120,190,925
5/23/2020,20121,137,621
5/23/2020,20124,37,287
5/23/2020,20129,7,26
5/23/2020,20130,0,7
5/23/2020,20132,35,305
5/23/2020,20135,5,62
5/23/2020,20136,111,639
5/23/2020,20137,5,38
5/23/2020,20139,Suppressed*,7
5/23/2020,20141,11,117
5/23/2020,20143,Suppressed*,21
5/23/2020,20144,Suppressed*,15
5/23/2020,20147,241,1504
5/23/2020,20148,93,775
5/23/2020,20151,159,550
5/23/2020,20152,144,514
5/23/2020,20155,155,845
5/23/2020,20158,10,68
5/23/2020,20164,542,1478
5/23/2020,20165,154,764
5/23/2020,20166,83,388
5/23/2020,20169,68,498
5/23/2020,20170,537,1428
5/23/2020,20171,207,844
5/23/2020,20175,93,623
5/23/2020,20176,284,1167
5/23/2020,20180,9,146
5/23/2020,20181,28,238
5/23/2020,20184,Suppressed*,26
5/23/2020,20186,48,391
5/23/2020,20187,43,369
5/23/2020,20190,146,657
5/23/2020,20191,201,809
5/23/2020,20194,25,239
5/23/2020,20197,Suppressed*,52
5/23/2020,20198,Suppressed*,41
5/23/2020,22003,802,2249
5/23/2020,22015,283,1081
5/23/2020,22025,80,473
5/23/2020,22026,132,651
5/23/2020,22027,41,79
5/23/2020,22030,253,1314
5/23/2020,22031,251,1028
5/23/2020,22032,94,619
5/23/2020,22033,157,861
5/23/2020,22035,0,6
5/23/2020,22039,49,365
5/23/2020,22041,525,1473
5/23/2020,22042,489,1416
5/23/2020,22043,166,612
5/23/2020,22044,186,516
5/23/2020,22046,124,489
5/23/2020,22060,12,94
5/23/2020,22066,46,385
5/23/2020,22079,216,998
5/23/2020,22101,92,787
5/23/2020,22102,83,644
5/23/2020,22124,39,343
5/23/2020,22125,Suppressed*,26
5/23/2020,22134,14,55
5/23/2020,22150,562,1497
5/23/2020,22151,199,632
5/23/2020,22152,147,671
5/23/2020,22153,117,697
5/23/2020,22172,96,368
5/23/2020,22180,132,644
5/23/2020,22181,36,293
5/23/2020,22182,83,572
5/23/2020,22191,1013,3488
5/23/2020,22192,423,2118
5/23/2020,22193,948,3380
5/23/2020,22201,170,962
5/23/2020,22202,136,666
5/23/2020,22203,243,720
5/23/2020,22204,721,2140
5/23/2020,22205,104,554
5/23/2020,22206,134,634
5/23/2020,22207,211,1010
5/23/2020,22209,60,362
5/23/2020,22211,Suppressed*,14
5/23/2020,22213,13,76
5/23/2020,22214,0,2
5/23/2020,22301,60,392
5/23/2020,22302,173,594
5/23/2020,22303,130,545
5/23/2020,22304,502,1785
5/23/2020,22305,479,1136
5/23/2020,22306,594,1534
5/23/2020,22307,47,304
5/23/2020,22308,53,241
5/23/2020,22309,425,1235
5/23/2020,22310,207,809
5/23/2020,22311,315,908
5/23/2020,22312,350,1132
5/23/2020,22314,155,943
5/23/2020,22315,74,573
5/23/2020,22401,102,666
5/23/2020,22405,80,728
5/23/2020,22406,61,562
5/23/2020,22407,234,1491
5/23/2020,22408,74,649
5/23/2020,22427,Suppressed*,63
5/23/2020,22432,Suppressed*,16
5/23/2020,22433,Suppressed*,6
5/23/2020,22435,Suppressed*,57
5/23/2020,22436,0,12
5/23/2020,22437,Suppressed*,16
5/23/2020,22438,Suppressed*,7
5/23/2020,22443,13,156
5/23/2020,22448,Suppressed*,18
5/23/2020,22454,Suppressed*,32
5/23/2020,22460,Suppressed*,26
5/23/2020,22469,5,41
5/23/2020,22473,13,113
5/23/2020,22476,Suppressed*,6
5/23/2020,22480,0,24
5/23/2020,22482,Suppressed*,84
5/23/2020,22485,51,558
5/23/2020,22488,Suppressed*,23
5/23/2020,22503,5,119
5/23/2020,22504,0,6
5/23/2020,22508,34,319
5/23/2020,22509,Suppressed*,1
5/23/2020,22511,Suppressed*,25
5/23/2020,22514,Suppressed*,30
5/23/2020,22520,27,126
5/23/2020,22529,0,7
5/23/2020,22530,0,1
5/23/2020,22534,Suppressed*,46
5/23/2020,22535,0,13
5/23/2020,22538,0,7
5/23/2020,22539,Suppressed*,54
5/23/2020,22542,Suppressed*,42
5/23/2020,22546,27,289
5/23/2020,22548,0,3
5/23/2020,22551,57,462
5/23/2020,22553,21,314
5/23/2020,22554,285,1469
5/23/2020,22556,133,681
5/23/2020,22560,30,166
5/23/2020,22567,Suppressed*,89
5/23/2020,22572,262,486
5/23/2020,22576,0,32
5/23/2020,22578,Suppressed*,48
5/23/2020,22579,Suppressed*,4
5/23/2020,22580,7,97
5/23/2020,22601,132,295
5/23/2020,22602,104,207
5/23/2020,22603,41,105
5/23/2020,22610,7,14
5/23/2020,22611,12,91
5/23/2020,22620,Suppressed*,20
5/23/2020,22623,Suppressed*,0
5/23/2020,22624,Suppressed*,11
5/23/2020,22625,6,14
5/23/2020,22627,0,11
5/23/2020,22630,87,195
