"Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
2020-06-24,20105,110,1490
2020-06-24,20106,39,249
2020-06-24,20109,1141,4377
2020-06-24,20110,1459,6248
2020-06-24,20111,932,3573
2020-06-24,20112,217,1765
2020-06-24,20115,39,332
2020-06-24,20117,8,118
2020-06-24,20118,Suppressed*,95
2020-06-24,20119,28,238
2020-06-24,20120,334,2188
2020-06-24,20121,232,1462
2020-06-24,20124,66,748
2020-06-24,20129,7,61
2020-06-24,20130,0,20
2020-06-24,20132,65,954
2020-06-24,20135,10,158
2020-06-24,20136,190,1560
2020-06-24,20137,16,117
2020-06-24,20139,Suppressed*,13
2020-06-24,20141,21,355
2020-06-24,20143,Suppressed*,64
2020-06-24,20144,Suppressed*,43
2020-06-24,20147,384,4068
2020-06-24,20148,187,2345
2020-06-24,20151,272,1437
2020-06-24,20152,170,1765
2020-06-24,20155,246,2228
2020-06-24,20158,17,236
2020-06-24,20164,1180,4499
2020-06-24,20165,286,3006
2020-06-24,20166,196,1085
2020-06-24,20169,95,1245
2020-06-24,20170,1024,3597
2020-06-24,20171,297,2047
2020-06-24,20175,230,2430
2020-06-24,20176,701,4100
2020-06-24,20180,25,391
2020-06-24,20181,42,535
2020-06-24,20184,Suppressed*,51
2020-06-24,20186,75,1276
2020-06-24,20187,74,968
2020-06-24,20190,218,1752
2020-06-24,20191,319,1780
2020-06-24,20194,36,565
2020-06-24,20197,7,146
2020-06-24,20198,6,107
2020-06-24,22003,1242,5155
2020-06-24,22015,371,2377
2020-06-24,22025,119,1079
2020-06-24,22026,243,1529
2020-06-24,22027,55,167
2020-06-24,22030,402,3457
2020-06-24,22031,399,2653
2020-06-24,22032,130,1413
2020-06-24,22033,255,2114
2020-06-24,22035,Suppressed*,39
2020-06-24,22039,59,845
2020-06-24,22041,730,3202
2020-06-24,22042,799,3254
2020-06-24,22043,241,1364
2020-06-24,22044,269,1156
2020-06-24,22046,202,1290
2020-06-24,22060,15,190
2020-06-24,22066,76,849
2020-06-24,22079,306,2016
2020-06-24,22101,128,2040
2020-06-24,22102,126,1404
2020-06-24,22124,63,861
2020-06-24,22125,Suppressed*,56
2020-06-24,22134,18,118
2020-06-24,22150,768,3472
2020-06-24,22151,279,1295
2020-06-24,22152,203,1503
2020-06-24,22153,166,1573
2020-06-24,22172,151,815
2020-06-24,22180,218,1511
2020-06-24,22181,64,677
2020-06-24,22182,122,1326
2020-06-24,22191,1584,7499
2020-06-24,22192,695,5236
2020-06-24,22193,1496,7428
2020-06-24,22201,216,2066
2020-06-24,22202,210,1514
2020-06-24,22203,326,1898
2020-06-24,22204,981,5009
2020-06-24,22205,138,1482
2020-06-24,22206,174,1447
2020-06-24,22207,272,2299
2020-06-24,22209,85,766
2020-06-24,22211,Suppressed*,19
2020-06-24,22213,18,181
2020-06-24,22214,0,3
2020-06-24,22301,82,914
2020-06-24,22302,237,2317
2020-06-24,22303,211,1098
2020-06-24,22304,668,4206
2020-06-24,22305,589,2190
2020-06-24,22306,847,3156
2020-06-24,22307,74,674
2020-06-24,22308,69,581
2020-06-24,22309,632,2469
2020-06-24,22310,288,1717
2020-06-24,22311,439,2268
2020-06-24,22312,568,2574
2020-06-24,22314,196,2106
2020-06-24,22315,106,1374
2020-06-24,22401,224,2014
2020-06-24,22405,138,1783
2020-06-24,22406,115,1447
2020-06-24,22407,576,4420
2020-06-24,22408,191,1772
2020-06-24,22427,15,239
2020-06-24,22432,Suppressed*,41
2020-06-24,22433,Suppressed*,9
2020-06-24,22435,Suppressed*,139
2020-06-24,22436,0,44
2020-06-24,22437,Suppressed*,56
2020-06-24,22438,Suppressed*,38
2020-06-24,22443,33,402
2020-06-24,22448,Suppressed*,34
2020-06-24,22454,Suppressed*,89
2020-06-24,22460,5,114
2020-06-24,22469,14,133
2020-06-24,22473,21,275
2020-06-24,22476,Suppressed*,22
2020-06-24,22480,0,51
2020-06-24,22482,5,154
2020-06-24,22485,94,1339
2020-06-24,22488,Suppressed*,73
2020-06-24,22503,6,264
2020-06-24,22504,0,10
2020-06-24,22508,58,812
2020-06-24,22509,Suppressed*,6
2020-06-24,22511,5,63
2020-06-24,22514,14,145
2020-06-24,22520,39,366
2020-06-24,22529,Suppressed*,14
2020-06-24,22530,0,3
2020-06-24,22534,5,134
2020-06-24,22535,Suppressed*,32
2020-06-24,22538,0,16
2020-06-24,22539,Suppressed*,119
2020-06-24,22542,8,125
2020-06-24,22546,66,915
2020-06-24,22548,0,5
2020-06-24,22551,93,1109
2020-06-24,22553,47,834
2020-06-24,22554,445,3362
2020-06-24,22556,227,1632
2020-06-24,22560,39,807
2020-06-24,22567,6,188
2020-06-24,22572,282,952
2020-06-24,22576,0,72
2020-06-24,22578,Suppressed*,104
2020-06-24,22579,Suppressed*,14
2020-06-24,22580,19,285
2020-06-24,22601,307,10266
2020-06-24,22602,162,679
2020-06-24,22603,108,419
2020-06-24,22610,8,38
2020-06-24,22611,24,256
2020-06-24,22620,9,93
2020-06-24,22623,Suppressed*,9
2020-06-24,22624,7,45
2020-06-24,22625,6,56
2020-06-24,22627,Suppressed*,26
2020-06-24,22630,236,1258
2020-06-24,22637,Suppressed*,31
2020-06-24,22639,0,19
2020-06-24,22640,Suppressed*,12
2020-06-24,22641,0,2
2020-06-24,22642,21,127
2020-06-24,22643,0,18
2020-06-24,22644,50,84
2020-06-24,22645,24,91
2020-06-24,22646,0,11
2020-06-24,22650,Suppressed*,18
2020-06-24,22652,7,35
2020-06-24,22654,Suppressed*,15
2020-06-24,22655,112,437
2020-06-24,22656,21,107
2020-06-24,22657,57,300
2020-06-24,22660,16,43
2020-06-24,22663,13,40
2020-06-24,22664,187,821
2020-06-24,22701,695,2736
2020-06-24,22709,Suppressed*,48
2020-06-24,22711,0,3
