"Report Date","ZIP Code","Number of Cases","Number of PCR Testing Encounters"
2020-05-30,20105,83,842
2020-05-30,20106,29,127
2020-05-30,20109,866,2730
2020-05-30,20110,1122,3386
2020-05-30,20111,691,2130
2020-05-30,20112,162,1070
2020-05-30,20115,30,177
2020-05-30,20117,7,74
2020-05-30,20118,Suppressed*,42
2020-05-30,20119,21,134
2020-05-30,20120,238,1277
2020-05-30,20121,177,859
2020-05-30,20124,46,390
2020-05-30,20129,7,29
2020-05-30,20130,0,8
2020-05-30,20132,46,442
2020-05-30,20135,5,92
2020-05-30,20136,139,884
2020-05-30,20137,11,53
2020-05-30,20139,Suppressed*,9
2020-05-30,20141,13,177
2020-05-30,20143,Suppressed*,30
2020-05-30,20144,Suppressed*,19
2020-05-30,20147,295,2101
2020-05-30,20148,128,1127
2020-05-30,20151,212,849
2020-05-30,20152,135,1080
2020-05-30,20155,187,1305
2020-05-30,20158,12,106
2020-05-30,20164,783,2515
2020-05-30,20165,208,1309
2020-05-30,20166,116,603
2020-05-30,20169,80,721
2020-05-30,20170,718,2080
2020-05-30,20171,227,1120
2020-05-30,20175,144,1121
2020-05-30,20176,458,1979
2020-05-30,20180,17,196
2020-05-30,20181,32,304
2020-05-30,20184,Suppressed*,35
2020-05-30,20186,54,609
2020-05-30,20187,58,487
2020-05-30,20190,177,1136
2020-05-30,20191,244,1058
2020-05-30,20194,29,319
2020-05-30,20197,Suppressed*,69
2020-05-30,20198,6,48
2020-05-30,22003,1007,3368
2020-05-30,22015,331,1464
2020-05-30,22025,97,638
2020-05-30,22026,170,872
2020-05-30,22027,42,108
2020-05-30,22030,329,2118
2020-05-30,22031,309,1705
2020-05-30,22032,110,828
2020-05-30,22033,201,1206
2020-05-30,22035,0,8
2020-05-30,22039,52,458
2020-05-30,22041,617,2383
2020-05-30,22042,619,2037
2020-05-30,22043,184,794
2020-05-30,22044,217,735
2020-05-30,22046,159,805
2020-05-30,22060,13,137
2020-05-30,22066,59,478
2020-05-30,22079,259,1296
2020-05-30,22101,111,1257
2020-05-30,22102,91,829
2020-05-30,22124,51,471
2020-05-30,22125,Suppressed*,36
2020-05-30,22134,16,66
2020-05-30,22150,653,2425
2020-05-30,22151,240,843
2020-05-30,22152,169,909
2020-05-30,22153,127,896
2020-05-30,22172,121,493
2020-05-30,22180,164,843
2020-05-30,22181,44,354
2020-05-30,22182,95,743
2020-05-30,22191,1224,4712
2020-05-30,22192,523,2934
2020-05-30,22193,1156,4521
2020-05-30,22201,185,1227
2020-05-30,22202,175,869
2020-05-30,22203,281,1112
2020-05-30,22204,851,3136
2020-05-30,22205,117,951
2020-05-30,22206,149,867
2020-05-30,22207,239,1306
2020-05-30,22209,74,482
2020-05-30,22211,Suppressed*,15
2020-05-30,22213,16,103
2020-05-30,22214,0,2
2020-05-30,22301,64,593
2020-05-30,22302,196,1206
2020-05-30,22303,169,730
2020-05-30,22304,575,2902
2020-05-30,22305,546,1722
2020-05-30,22306,710,2133
2020-05-30,22307,54,382
2020-05-30,22308,58,309
2020-05-30,22309,501,1635
2020-05-30,22310,249,1092
2020-05-30,22311,382,1447
2020-05-30,22312,442,1677
2020-05-30,22314,167,1392
2020-05-30,22315,86,781
2020-05-30,22401,138,1018
2020-05-30,22405,100,934
2020-05-30,22406,74,739
2020-05-30,22407,324,1936
2020-05-30,22408,110,887
2020-05-30,22427,5,79
2020-05-30,22432,Suppressed*,24
2020-05-30,22433,Suppressed*,7
2020-05-30,22435,Suppressed*,65
2020-05-30,22436,0,13
2020-05-30,22437,Suppressed*,20
2020-05-30,22438,Suppressed*,7
2020-05-30,22443,18,202
2020-05-30,22448,Suppressed*,23
2020-05-30,22454,Suppressed*,36
2020-05-30,22460,Suppressed*,35
2020-05-30,22469,9,59
2020-05-30,22473,18,150
2020-05-30,22476,Suppressed*,6
2020-05-30,22480,0,27
2020-05-30,22482,Suppressed*,96
2020-05-30,22485,63,688
2020-05-30,22488,Suppressed*,29
2020-05-30,22503,5,149
2020-05-30,22504,0,7
2020-05-30,22508,44,430
2020-05-30,22509,Suppressed*,1
2020-05-30,22511,5,29
2020-05-30,22514,5,49
2020-05-30,22520,30,150
2020-05-30,22529,0,7
2020-05-30,22530,0,2
2020-05-30,22534,Suppressed*,54
2020-05-30,22535,0,17
2020-05-30,22538,0,8
2020-05-30,22539,Suppressed*,62
2020-05-30,22542,Suppressed*,60
2020-05-30,22546,37,379
2020-05-30,22548,0,3
2020-05-30,22551,64,564
2020-05-30,22553,30,430
2020-05-30,22554,342,1888
2020-05-30,22556,172,907
2020-05-30,22560,34,455
2020-05-30,22567,6,111
2020-05-30,22572,264,518
2020-05-30,22576,0,40
2020-05-30,22578,Suppressed*,52
2020-05-30,22579,Suppressed*,5
2020-05-30,22580,9,127
2020-05-30,22601,195,6281
2020-05-30,22602,129,291
2020-05-30,22603,70,173
2020-05-30,22610,8,18
2020-05-30,22611,13,103
2020-05-30,22620,Suppressed*,35
2020-05-30,22623,Suppressed*,2
2020-05-30,22624,Suppressed*,13
2020-05-30,22625,6,22
2020-05-30,22627,0,13
2020-05-30,22630,127,457
2020-05-30,22637,Suppressed*,11
2020-05-30,22639,0,6
2020-05-30,22640,Suppressed*,6
2020-05-30,22641,0,1
2020-05-30,22642,18,66
2020-05-30,22643,0,7
2020-05-30,22644,46,42
2020-05-30,22645,17,39
2020-05-30,22646,0,5
2020-05-30,22650,6,12
2020-05-30,22652,Suppressed*,16
2020-05-30,22654,Suppressed*,5
2020-05-30,22655,86,170
2020-05-30,22656,17,45
2020-05-30,22657,44,123
2020-05-30,22660,10,11
2020-05-30,22663,8,11
2020-05-30,22664,157,468
2020-05-30,22701,579,1792
2020-05-30,22709,Suppressed*,27
2020-05-30,22711,0,2
2020-05-30,22712,79,400
2020-05-30,22713,6,34
2020-05-30,22714,15,47
2020-05-30,22715,Suppressed*,33
2020-05-30,22716,Suppressed*,15
2020-05-30,22718,Suppressed*,14
2020-05-30,22719,0,6
2020-05-30,22720,0,22
2020-05-30,22722,0,3
2020-05-30,22723,0,4
2020-05-30,22724,12,64
2020-05-30,22726,22,84
2020-05-30,22727,18,172
2020-05-30,22728,7,89
2020-05-30,22729,Suppressed*,12
2020-05-30,22730,Suppressed*,3
2020-05-30,22731,Suppressed*,9
2020-05-30,22732,Suppressed*,11
2020-05-30,22733,12,49
2020-05-30,22734,21,127
2020-05-30,22735,Suppressed*,50
2020-05-30,22736,Suppressed*,18
2020-05-30,22737,6,74
2020-05-30,22738,Suppressed*,29
2020-05-30,22740,Suppressed*,30
2020-05-30,22741,0,5
2020-05-30,22742,15,72
2020-05-30,22743,0,2
2020-05-30,22747,0,23
2020-05-30,22749,0,5
2020-05-30,22801,540,1502
2020-05-30,22802,449,1308
2020-05-30,22807,Suppressed*,3
2020-05-30,22810,Suppressed*,17
2020-05-30,22811,Suppressed*,21
2020-05-30,22812,19,231
2020-05-30,22815,68,263
2020-05-30,22820,0,2
2020-05-30,22821,19,136
2020-05-30,22824,68,85
2020-05-30,22827,49,347
2020-05-30,22830,15,53
2020-05-30,22831,Suppressed*,22
2020-05-30,22832,Suppressed*,24
2020-05-30,22834,Suppressed*,38
2020-05-30,22835,134,414
2020-05-30,22840,11,110
2020-05-30,22841,13,78
2020-05-30,22842,57,119
2020-05-30,22843,Suppressed*,44
2020-05-30,22844,35,135
2020-05-30,22845,0,3
2020-05-30,22846,7,59
2020-05-30,22847,Suppressed*,16
2020-05-30,22849,18,129
2020-05-30,22850,6,34
2020-05-30,22851,61,140
2020-05-30,22853,48,155
2020-05-30,22901,115,1501
2020-05-30,22902,50,861
2020-05-30,22903,66,1403
2020-05-30,22904,0,6
2020-05-30,22911,23,662
2020-05-30,22920,Suppressed*,75
