"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/2/2020,24471,9,100
7/2/2020,24323,Suppressed*,26
7/2/2020,24646,0,16
7/2/2020,24354,24,918
7/2/2020,23894,Suppressed*,49
7/2/2020,22401,243,2327
7/2/2020,22182,125,1534
7/2/2020,24630,0,184
7/2/2020,23140,22,483
7/2/2020,23839,Suppressed*,63
7/2/2020,24477,31,535
7/2/2020,20176,769,4989
7/2/2020,20137,16,134
7/2/2020,24649,0,57
7/2/2020,22947,8,310
7/2/2020,23851,49,1705
7/2/2020,22601,337,11032
7/2/2020,22509,Suppressed*,6
7/2/2020,22015,381,2730
7/2/2020,23690,Suppressed*,150
7/2/2020,24348,10,189
7/2/2020,22637,Suppressed*,54
7/2/2020,20139,Suppressed*,16
7/2/2020,24176,6,44
7/2/2020,23314,18,453
7/2/2020,24421,7,155
7/2/2020,20198,6,126
7/2/2020,22976,0,17
7/2/2020,22435,5,166
7/2/2020,24605,8,509
7/2/2020,24340,9,155
7/2/2020,23221,46,1288
7/2/2020,23336,10,174
7/2/2020,22044,273,1291
7/2/2020,24065,5,109
7/2/2020,22851,73,268
7/2/2020,22181,65,799
7/2/2020,24014,82,526
7/2/2020,23237,384,2616
7/2/2020,24266,7,302
7/2/2020,24531,14,361
7/2/2020,23942,14,120
7/2/2020,23883,5,120
7/2/2020,23231,197,3181
7/2/2020,24078,56,430
7/2/2020,23460,Suppressed*,40
7/2/2020,24102,Suppressed*,33
7/2/2020,22611,27,446
7/2/2020,23967,Suppressed*,66
7/2/2020,23923,8,166
7/2/2020,24378,Suppressed*,43
7/2/2020,24416,16,327
7/2/2020,24375,0,42
7/2/2020,24651,0,413
7/2/2020,22576,0,100
7/2/2020,22066,79,989
7/2/2020,23486,Suppressed*,8
7/2/2020,23701,167,2031
7/2/2020,24011,0,15282
7/2/2020,23806,0,174
7/2/2020,23551,0,10
7/2/2020,23875,53,905
7/2/2020,23821,Suppressed*,212
7/2/2020,23846,Suppressed*,51
7/2/2020,23156,5,81
7/2/2020,20169,104,1501
7/2/2020,24541,42,1382
7/2/2020,23898,11,141
7/2/2020,23876,0,15
7/2/2020,22640,Suppressed*,13
7/2/2020,23669,96,2689
7/2/2020,22035,Suppressed*,39
7/2/2020,24301,17,679
7/2/2020,23917,13,291
7/2/2020,23503,111,1663
7/2/2020,22939,12,475
7/2/2020,24216,10,111
7/2/2020,24538,5,235
7/2/2020,24473,0,28
7/2/2020,20166,206,1212
7/2/2020,22041,747,3404
7/2/2020,24631,0,37
7/2/2020,22193,1557,8149
7/2/2020,20135,10,196
7/2/2020,22201,223,2391
7/2/2020,23434,253,4359
7/2/2020,20144,Suppressed*,50
7/2/2020,23303,19,130
7/2/2020,24350,Suppressed*,37
7/2/2020,23395,18,94
7/2/2020,24598,5,78
7/2/2020,20120,356,2525
7/2/2020,22812,39,546
7/2/2020,20180,30,515
7/2/2020,24079,Suppressed*,40
7/2/2020,22134,20,142
7/2/2020,23059,101,2257
7/2/2020,24374,0,39
7/2/2020,23461,Suppressed*,81
7/2/2020,24016,24,408
7/2/2020,22508,59,934
7/2/2020,23139,62,1507
7/2/2020,23837,56,297
7/2/2020,22802,531,2581
7/2/2020,24445,0,62
7/2/2020,23021,0,12
7/2/2020,24503,43,1137
7/2/2020,22952,5,132
7/2/2020,22042,815,3579
7/2/2020,22973,14,649
