Report Date,ZCTA,Number of Cases,Number of PCR Testing Encounters
2020-07-11,20105,134,2026
2020-07-11,20106,47,312
2020-07-11,20109,1224,5291
2020-07-11,20110,1580,7226
2020-07-11,20111,1006,4319
2020-07-11,20112,250,2296
2020-07-11,20115,40,430
2020-07-11,20117,11,174
2020-07-11,20118,Suppressed*,131
2020-07-11,20119,32,301
2020-07-11,20120,373,2923
2020-07-11,20121,263,1926
2020-07-11,20124,76,1035
2020-07-11,20129,10,79
2020-07-11,20130,0,21
2020-07-11,20132,85,1450
2020-07-11,20135,11,232
2020-07-11,20136,228,2021
2020-07-11,20137,15,145
2020-07-11,20139,Suppressed*,17
2020-07-11,20141,29,515
2020-07-11,20143,5,90
2020-07-11,20144,Suppressed*,52
2020-07-11,20147,507,5550
2020-07-11,20148,245,3226
2020-07-11,20151,304,1842
2020-07-11,20152,237,2392
2020-07-11,20155,286,3004
2020-07-11,20158,26,365
2020-07-11,20164,1269,5492
2020-07-11,20165,348,3956
2020-07-11,20166,218,1331
2020-07-11,20169,112,1701
2020-07-11,20170,1079,4516
2020-07-11,20171,314,2908
2020-07-11,20175,286,3263
2020-07-11,20176,826,5669
2020-07-11,20180,32,608
2020-07-11,20181,49,743
2020-07-11,20184,Suppressed*,68
2020-07-11,20186,95,1598
2020-07-11,20187,95,1221
2020-07-11,20190,220,2187
2020-07-11,20191,334,2266
2020-07-11,20194,37,746
2020-07-11,20197,13,212
2020-07-11,20198,7,149
2020-07-11,22003,1302,6235
2020-07-11,22015,397,3063
2020-07-11,22025,125,1355
2020-07-11,22026,266,1912
2020-07-11,22027,59,203
2020-07-11,22030,424,4358
2020-07-11,22031,430,3289
2020-07-11,22032,143,1916
2020-07-11,22033,271,2773
2020-07-11,22035,Suppressed*,39
2020-07-11,22039,84,1198
2020-07-11,22041,757,3622
2020-07-11,22042,841,3976
2020-07-11,22043,264,1727
2020-07-11,22044,277,1417
2020-07-11,22046,210,1672
2020-07-11,22060,17,256
2020-07-11,22066,83,1127
2020-07-11,22079,347,2538
2020-07-11,22101,135,2557
2020-07-11,22102,132,1808
2020-07-11,22124,68,1168
2020-07-11,22125,Suppressed*,76
2020-07-11,22134,22,162
2020-07-11,22150,788,4061
2020-07-11,22151,290,1601
2020-07-11,22152,222,1978
2020-07-11,22153,189,2101
2020-07-11,22172,177,1028
2020-07-11,22180,236,1967
2020-07-11,22181,69,938
2020-07-11,22182,129,1794
2020-07-11,22185,0,1
2020-07-11,22191,1758,9129
2020-07-11,22192,802,6518
2020-07-11,22193,1630,8985
2020-07-11,22201,226,2812
2020-07-11,22202,223,2183
2020-07-11,22203,340,2386
2020-07-11,22204,1064,6033
2020-07-11,22205,137,1835
2020-07-11,22206,183,1836
2020-07-11,22207,302,3001
2020-07-11,22209,90,1050
2020-07-11,22211,Suppressed*,21
2020-07-11,22213,19,242
2020-07-11,22214,0,4
2020-07-11,22301,94,1192
2020-07-11,22302,254,2739
2020-07-11,22303,228,1351
2020-07-11,22304,725,5145
2020-07-11,22305,605,2514
2020-07-11,22306,923,3845
2020-07-11,22307,81,880
2020-07-11,22308,74,792
2020-07-11,22309,684,3083
2020-07-11,22310,303,2185
2020-07-11,22311,476,2621
2020-07-11,22312,624,3148
2020-07-11,22314,224,2790
2020-07-11,22315,126,1858
2020-07-11,22401,266,2666
2020-07-11,22405,160,2404
2020-07-11,22406,133,1962
2020-07-11,22407,657,5930
2020-07-11,22408,234,2365
2020-07-11,22427,15,548
2020-07-11,22432,Suppressed*,50
2020-07-11,22433,Suppressed*,9
2020-07-11,22435,9,200
2020-07-11,22436,0,57
2020-07-11,22437,Suppressed*,85
2020-07-11,22438,Suppressed*,50
2020-07-11,22443,37,614
2020-07-11,22448,Suppressed*,67
2020-07-11,22454,Suppressed*,127
2020-07-11,22460,6,165
2020-07-11,22469,44,250
2020-07-11,22473,21,405
2020-07-11,22476,Suppressed*,24
2020-07-11,22480,0,323
2020-07-11,22482,5,373
2020-07-11,22485,102,1777
2020-07-11,22488,57,204
2020-07-11,22503,7,358
2020-07-11,22504,0,19
2020-07-11,22508,61,1054
2020-07-11,22509,Suppressed*,6
2020-07-11,22511,5,105
2020-07-11,22514,17,199
2020-07-11,22520,43,622
2020-07-11,22529,Suppressed*,25
2020-07-11,22530,0,4
2020-07-11,22534,6,182
2020-07-11,22535,Suppressed*,42
2020-07-11,22538,0,19
2020-07-11,22539,Suppressed*,168
2020-07-11,22542,9,153
2020-07-11,22546,74,1194
2020-07-11,22548,0,8
2020-07-11,22551,104,1414
2020-07-11,22553,59,1111
2020-07-11,22554,490,4514
2020-07-11,22556,251,2103
2020-07-11,22560,47,1086
2020-07-11,22567,6,227
2020-07-11,22572,292,1153
2020-07-11,22576,Suppressed*,116
2020-07-11,22578,Suppressed*,163
2020-07-11,22579,Suppressed*,23
2020-07-11,22580,20,360
2020-07-11,22601,350,12245
2020-07-11,22602,192,1232
2020-07-11,22603,134,787
2020-07-11,22610,9,58
2020-07-11,22611,30,536
2020-07-11,22620,12,132
2020-07-11,22623,Suppressed*,15
2020-07-11,22624,10,87
2020-07-11,22625,7,128
2020-07-11,22627,Suppressed*,41
2020-07-11,22630,271,1778
2020-07-11,22637,Suppressed*,74
2020-07-11,22639,Suppressed*,27
2020-07-11,22640,Suppressed*,13
2020-07-11,22641,0,7
