"﻿Report Date",ZCTA,"Number of Cases","Number of PCR Testing Encounters"
7/7/2020,24471,10,106
7/7/2020,24323,Suppressed*,29
7/7/2020,24646,0,16
7/7/2020,24354,24,1092
7/7/2020,23894,Suppressed*,52
7/7/2020,22401,249,2523
7/7/2020,22182,129,1657
7/7/2020,24630,0,221
7/7/2020,23140,22,502
7/7/2020,23839,Suppressed*,67
7/7/2020,24477,36,593
7/7/2020,20176,798,5329
7/7/2020,20137,15,138
7/7/2020,24649,0,61
7/7/2020,22947,10,356
7/7/2020,23851,56,1821
7/7/2020,22601,342,11579
7/7/2020,22509,Suppressed*,6
7/7/2020,22015,395,2889
7/7/2020,23690,Suppressed*,172
7/7/2020,24348,13,1267
7/7/2020,22637,Suppressed*,60
7/7/2020,20139,Suppressed*,16
7/7/2020,24176,6,49
7/7/2020,23314,22,498
7/7/2020,24421,7,175
7/7/2020,20198,7,135
7/7/2020,22976,0,17
7/7/2020,22435,6,184
7/7/2020,24605,9,674
7/7/2020,24340,9,170
7/7/2020,23221,51,1442
7/7/2020,23336,10,182
7/7/2020,22044,276,1350
7/7/2020,24065,6,123
7/7/2020,22851,74,283
7/7/2020,22181,69,867
7/7/2020,24014,89,593
7/7/2020,23237,402,2786
7/7/2020,24266,7,317
7/7/2020,24531,16,1297
7/7/2020,23942,16,122
7/7/2020,23883,5,140
7/7/2020,23231,209,3392
7/7/2020,24078,63,469
7/7/2020,23460,Suppressed*,46
7/7/2020,24102,Suppressed*,38
7/7/2020,22611,29,490
7/7/2020,23967,Suppressed*,67
7/7/2020,23923,8,170
7/7/2020,24378,Suppressed*,60
7/7/2020,24416,16,344
7/7/2020,24375,0,56
7/7/2020,24651,0,474
7/7/2020,22576,0,110
7/7/2020,22066,83,1051
7/7/2020,23486,Suppressed*,8
7/7/2020,23701,178,2155
7/7/2020,24011,0,16674
7/7/2020,23806,0,170
7/7/2020,23551,0,10
7/7/2020,23875,54,959
7/7/2020,23821,Suppressed*,221
7/7/2020,23846,Suppressed*,58
7/7/2020,23156,5,91
7/7/2020,20169,106,1589
7/7/2020,24541,50,1497
7/7/2020,23898,12,157
7/7/2020,23876,0,15
7/7/2020,22640,Suppressed*,13
7/7/2020,23669,112,2897
7/7/2020,22035,Suppressed*,39
7/7/2020,24301,17,713
7/7/2020,23917,13,303
7/7/2020,23503,130,1832
7/7/2020,22939,13,509
7/7/2020,24216,10,148
7/7/2020,24538,5,244
7/7/2020,24473,0,30
7/7/2020,20166,215,1274
7/7/2020,22041,755,3510
7/7/2020,24631,0,36
7/7/2020,22193,1610,8535
7/7/2020,20135,11,216
7/7/2020,22201,228,2618
7/7/2020,23434,274,4765
7/7/2020,20144,Suppressed*,52
7/7/2020,23303,19,135
7/7/2020,24350,Suppressed*,43
7/7/2020,23395,18,101
7/7/2020,24598,5,89
7/7/2020,20120,364,2708
7/7/2020,22812,40,598
7/7/2020,20180,32,553
7/7/2020,24079,Suppressed*,43
7/7/2020,22134,22,151
7/7/2020,23059,107,2415
7/7/2020,24374,Suppressed*,43
7/7/2020,23461,Suppressed*,89
7/7/2020,24016,28,525
7/7/2020,22508,60,1000
7/7/2020,23139,66,1608
7/7/2020,23837,58,315
7/7/2020,22802,539,2703
7/7/2020,24445,0,69
7/7/2020,23021,0,12
7/7/2020,24503,51,1223
7/7/2020,22952,5,145
7/7/2020,22042,822,3767
7/7/2020,22973,20,695
7/7/2020,24258,0,40
7/7/2020,24382,25,1003
7/7/2020,22656,22,154
7/7/2020,22211,Suppressed*,20
7/7/2020,20191,328,2124
7/7/2020,24211,10,828
7/7/2020,23930,33,522
7/7/2020,20110,1550,7011
7/7/2020,22438,Suppressed*,44
7/7/2020,22844,51,327
7/7/2020,23602,106,2662
7/7/2020,24589,0,126
7/7/2020,24603,13,47
7/7/2020,22719,0,13
7/7/2020,23102,10,222
7/7/2020,22315,118,1729
7/7/2020,23228,324,3531
7/7/2020,24517,11,392
7/7/2020,22749,0,16
7/7/2020,22902,201,2362
7/7/2020,24248,5,102
7/7/2020,22650,Suppressed*,26
7/7/2020,23888,13,163
7/7/2020,24151,44,848
7/7/2020,20117,10,159
7/7/2020,20170,1070,4271
7/7/2020,22967,Suppressed*,112
7/7/2020,23976,Suppressed*,30
7/7/2020,23229,283,3562
7/7/2020,23603,11,160
7/7/2020,23513,165,2197
7/7/2020,24558,12,385
7/7/2020,23032,0,20
7/7/2020,22204,1038,5744
7/7/2020,22191,1727,8568
7/7/2020,24139,9,45
7/7/2020,23845,0,45
7/7/2020,23056,0,9
7/7/2020,23150,106,1140
7/7/2020,22949,0,118
7/7/2020,24013,27,227
7/7/2020,20121,258,1805
7/7/2020,24459,7,35
7/7/2020,23462,297,5162
7/7/2020,20190,221,2070
7/7/2020,24601,0,3
7/7/2020,20106,45,298
7/7/2020,24595,0,11
7/7/2020,23422,7,46
7/7/2020,22824,93,281
7/7/2020,23966,14,223
7/7/2020,22932,25,594
7/7/2020,22202,220,1976
7/7/2020,23188,191,3563
7/7/2020,23702,54,697
7/7/2020,23130,Suppressed*,13
7/7/2020,23350,75,402
7/7/2020,24553,Suppressed*,118
7/7/2020,22958,6,122
7/7/2020,24562,Suppressed*,40
7/7/2020,23175,Suppressed*,163
7/7/2020,23120,50,861
7/7/2020,23129,Suppressed*,23
7/7/2020,24347,Suppressed*,63
7/7/2020,24271,0,101
7/7/2020,22203,332,2262
7/7/2020,24322,0,8
7/7/2020,23831,223,3175
7/7/2020,24504,11,569
7/7/2020,22663,13,53
7/7/2020,23063,60,637
7/7/2020,23236,167,2524
7/7/2020,23108,0,4
7/7/2020,23117,29,807
7/7/2020,23161,0,5
7/7/2020,23947,9,346
7/7/2020,22443,35,577
7/7/2020,22529,Suppressed*,23
7/7/2020,22642,24,180
7/7/2020,20164,1251,5250
7/7/2020,24292,0,20
7/7/2020,24485,Suppressed*,20
7/7/2020,22720,Suppressed*,52
7/7/2020,22301,90,1106
7/7/2020,23420,90,352
7/7/2020,24171,32,296
7/7/2020,24381,24,178
7/7/2020,24450,20,860
7/7/2020,23426,5,13
7/7/2020,23962,Suppressed*,61
7/7/2020,22937,Suppressed*,98
7/7/2020,23023,Suppressed*,25
7/7/2020,22302,252,2636
7/7/2020,24269,0,8
7/7/2020,23487,83,515
7/7/2020,24077,5,36
7/7/2020,23829,83,831
7/7/2020,23320,308,7495
7/7/2020,23661,42,946
7/7/2020,20119,31,285
7/7/2020,23857,5,63
7/7/2020,24133,5,115
7/7/2020,23454,216,4806
7/7/2020,Out-of-State,0,25371
7/7/2020,23064,0,6
7/7/2020,23230,82,3102
7/7/2020,24527,7,135
7/7/2020,23952,Suppressed*,29
7/7/2020,23836,76,1044
7/7/2020,23833,10,164
7/7/2020,24580,Suppressed*,40
7/7/2020,22644,56,102
7/7/2020,22938,Suppressed*,87
7/7/2020,24018,85,1157
7/7/2020,23071,Suppressed*,105
7/7/2020,24588,9,539
7/7/2020,20118,Suppressed*,125
7/7/2020,23112,201,4166
7/7/2020,24604,0,1
7/7/2020,24095,6,103
7/7/2020,23091,0,27
7/7/2020,24280,0,18
7/7/2020,23919,5,259
7/7/2020,24272,0,9
7/7/2020,22740,Suppressed*,67
7/7/2020,23453,101,2289
7/7/2020,23123,16,222
7/7/2020,22713,8,76
7/7/2020,23401,Suppressed*,42
7/7/2020,24184,13,93
7/7/2020,24070,Suppressed*,52
7/7/2020,22715,Suppressed*,74
7/7/2020,24149,Suppressed*,84
7/7/2020,24083,48,275
7/7/2020,23306,27,157
7/7/2020,22448,Suppressed*,58
7/7/2020,22610,10,55
7/7/2020,24256,Suppressed*,73
7/7/2020,24089,8,116
7/7/2020,24251,5,321
7/7/2020,23030,31,454
7/7/2020,24602,0,20
7/7/2020,23488,8,38
7/7/2020,22840,18,332
7/7/2020,23069,12,271
7/7/2020,23899,Suppressed*,30
7/7/2020,23959,0,70
7/7/2020,22655,118,661
7/7/2020,23045,0,3
7/7/2020,24246,0,14
7/7/2020,23125,Suppressed*,9
7/7/2020,22192,777,6151
7/7/2020,23089,12,369
7/7/2020,22959,7,154
7/7/2020,22206,181,1740
7/7/2020,22405,155,2203
7/7/2020,23455,118,3407
7/7/2020,23651,Suppressed*,27
7/7/2020,22511,5,94
7/7/2020,22436,0,57
7/7/2020,24412,0,2
7/7/2020,23890,95,383
7/7/2020,23093,45,1188
7/7/2020,23220,116,3050
7/7/2020,22025,125,1256
7/7/2020,24282,Suppressed*,30
7/7/2020,24066,6,84
7/7/2020,23924,98,636
7/7/2020,24435,6,73
7/7/2020,22514,15,188
7/7/2020,23459,18,160
7/7/2020,22408,226,2197
7/7/2020,24088,6,81
7/7/2020,23307,17,76
7/7/2020,22454,Suppressed*,121
7/7/2020,22026,261,1796
7/7/2020,24179,53,492
7/7/2020,23043,Suppressed*,100
7/7/2020,24219,13,692
7/7/2020,24120,5,44
7/7/2020,24093,0,4
7/7/2020,23954,Suppressed*,192
7/7/2020,22032,138,1782
7/7/2020,23885,6,196
7/7/2020,20136,224,1905
7/7/2020,23038,9,124
7/7/2020,22843,6,125
7/7/2020,23075,142,1049
7/7/2020,24147,Suppressed*,28
7/7/2020,22476,Suppressed*,23
7/7/2020,24380,Suppressed*,52
7/7/2020,24245,0,44
7/7/2020,23901,153,1660
7/7/2020,23708,6,375
7/7/2020,23068,0,14
7/7/2020,20187,89,1161
7/7/2020,24162,9,90
7/7/2020,23872,9,172
7/7/2020,23226,248,2868
7/7/2020,23062,5,154
7/7/2020,22846,15,146
7/7/2020,23025,0,16
7/7/2020,23065,Suppressed*,120
7/7/2020,20186,85,1541
7/7/2020,23337,0,25
7/7/2020,24530,Suppressed*,58
7/7/2020,22733,17,95
7/7/2020,23850,Suppressed*,95
7/7/2020,23662,19,664
7/7/2020,23828,Suppressed*,31
7/7/2020,24483,Suppressed*,23
7/7/2020,22729,Suppressed*,14
7/7/2020,24413,0,8
7/7/2020,22831,8,70
7/7/2020,23009,28,544
7/7/2020,22102,131,1682
7/7/2020,23604,18,69
7/7/2020,24433,0,4
7/7/2020,23887,Suppressed*,31
7/7/2020,23313,Suppressed*,10
7/7/2020,23509,69,1990
7/7/2020,23250,0,5
7/7/2020,24244,5,349
7/7/2020,24069,9,108
7/7/2020,24090,16,104
7/7/2020,23148,Suppressed*,138
7/7/2020,23187,Suppressed*,25
7/7/2020,23027,13,114
7/7/2020,23106,Suppressed*,73
7/7/2020,22722,0,9
7/7/2020,23432,9,86
7/7/2020,24377,0,7
7/7/2020,24174,Suppressed*,126
7/7/2020,23937,7,170
7/7/2020,24432,Suppressed*,17
7/7/2020,24260,Suppressed*,139
7/7/2020,24551,39,1300
7/7/2020,22305,594,2414
7/7/2020,23856,8,93
7/7/2020,22709,5,63
7/7/2020,23238,293,2637
7/7/2020,23409,Suppressed*,10
7/7/2020,24607,0,3
7/7/2020,22308,74,743
7/7/2020,23115,13,28
7/7/2020,24073,62,2030
7/7/2020,23801,33,277
7/7/2020,22664,199,945
7/7/2020,24363,Suppressed*,48
7/7/2020,24411,0,2
7/7/2020,23664,12,496
7/7/2020,23889,5,68
7/7/2020,23169,Suppressed*,72
7/7/2020,22936,7,375
7/7/2020,23415,38,249
7/7/2020,23004,13,105
7/7/2020,23128,Suppressed*,69
7/7/2020,24352,5,44
7/7/2020,22811,Suppressed*,38
7/7/2020,23416,12,103
7/7/2020,22101,134,2405
7/7/2020,23114,79,1485
7/7/2020,23607,68,1245
7/7/2020,24422,13,484
7/7/2020,24228,Suppressed*,202
7/7/2020,23844,Suppressed*,38
7/7/2020,22180,232,1831
7/7/2020,23451,136,3486
7/7/2020,24128,8,46
7/7/2020,22307,78,832
7/7/2020,24058,0,11
7/7/2020,22538,0,18
7/7/2020,24168,5,47
7/7/2020,23315,Suppressed*,89
7/7/2020,22560,42,1025
7/7/2020,22821,34,344
7/7/2020,24202,12,444
7/7/2020,20165,342,3737
7/7/2020,22003,1287,5985
7/7/2020,24134,Suppressed*,267
7/7/2020,24265,0,24
7/7/2020,24121,10,402
7/7/2020,20148,235,3009
7/7/2020,23163,0,8
7/7/2020,22980,106,2186
7/7/2020,23124,14,355
7/7/2020,22841,23,203
7/7/2020,24528,Suppressed*,172
7/7/2020,22205,138,1742
7/7/2020,23963,0,17
7/7/2020,24609,6,177
7/7/2020,24237,0,19
7/7/2020,22553,55,1048
7/7/2020,23505,113,2499
7/7/2020,22801,697,3507
7/7/2020,22960,49,1063
7/7/2020,23079,0,18
7/7/2020,24474,0,20
7/7/2020,22830,16,130
7/7/2020,23418,69,222
7/7/2020,22850,8,72
7/7/2020,22407,642,5634
7/7/2020,24484,0,16
7/7/2020,24442,0,5
7/7/2020,22845,0,7
7/7/2020,22730,Suppressed*,6
7/7/2020,23235,294,3400
7/7/2020,24279,Suppressed*,105
7/7/2020,22989,0,6
7/7/2020,23126,Suppressed*,37
7/7/2020,24087,10,124
7/7/2020,23414,34,83
7/7/2020,23173,Suppressed*,7
7/7/2020,23920,9,316
7/7/2020,23893,Suppressed*,37
7/7/2020,22030,421,4081
7/7/2020,23860,296,3627
7/7/2020,22743,Suppressed*,4
7/7/2020,23294,170,1599
7/7/2020,23964,Suppressed*,90
7/7/2020,24082,0,14
7/7/2020,23696,0,139
7/7/2020,23138,0,33
7/7/2020,23834,198,2584
7/7/2020,23433,0,74
7/7/2020,23704,113,1631
7/7/2020,22185,0,1
7/7/2020,24540,70,1649
7/7/2020,23301,97,284
7/7/2020,24431,10,165
7/7/2020,23408,Suppressed*,12
7/7/2020,22923,14,365
7/7/2020,23005,77,1560
7/7/2020,22551,103,1339
7/7/2020,22406,124,1749
7/7/2020,23066,0,8
7/7/2020,24281,0,86
7/7/2020,24072,Suppressed*,31
7/7/2020,23421,183,924
7/7/2020,24351,Suppressed*,23
7/7/2020,24486,29,247
7/7/2020,24620,Suppressed*,40
7/7/2020,24465,Suppressed*,56
7/7/2020,24439,Suppressed*,61
7/7/2020,24076,Suppressed*,44
7/7/2020,20129,10,74
7/7/2020,23692,39,874
7/7/2020,24270,Suppressed*,17
7/7/2020,22473,20,367
7/7/2020,23310,31,311
7/7/2020,23868,81,2264
7/7/2020,22942,27,791
7/7/2020,23703,132,2170
7/7/2020,24054,53,367
7/7/2020,23225,519,5333
7/7/2020,23040,32,382
7/7/2020,22485,97,1648
7/7/2020,23517,29,374
7/7/2020,22214,0,3
7/7/2020,20197,13,198
7/7/2020,23109,Suppressed*,137
7/7/2020,24574,5,177
7/7/2020,24104,Suppressed*,185
7/7/2020,24019,125,1032
7/7/2020,24634,0,13
7/7/2020,22735,Suppressed*,118
7/7/2020,24657,0,5
7/7/2020,24578,Suppressed*,22
7/7/2020,23605,51,789
7/7/2020,23666,182,3040
7/7/2020,22734,29,253
7/7/2020,22901,227,3537
7/7/2020,22046,206,1590
7/7/2020,24210,25,708
7/7/2020,23092,0,118
7/7/2020,24526,Suppressed*,109
7/7/2020,24221,Suppressed*,16
7/7/2020,23405,9,74
7/7/2020,24536,0,9
7/7/2020,24563,9,309
7/7/2020,24592,32,1014
7/7/2020,23103,29,494
7/7/2020,22639,Suppressed*,25
7/7/2020,23407,63,158
7/7/2020,22554,483,4117
7/7/2020,23110,0,37
7/7/2020,23356,Suppressed*,95
7/7/2020,24330,39,248
7/7/2020,23944,10,462
7/7/2020,24136,0,63
7/7/2020,24225,0,49
7/7/2020,23223,415,5719
7/7/2020,23357,42,111
7/7/2020,22737,13,152
7/7/2020,23866,8,167
7/7/2020,23843,Suppressed*,51
7/7/2020,24529,Suppressed*,116
7/7/2020,24138,Suppressed*,48
7/7/2020,22701,709,3280
7/7/2020,23347,19,85
7/7/2020,24554,Suppressed*,192
7/7/2020,23398,5,23
7/7/2020,22625,7,114
7/7/2020,24430,Suppressed*,130
7/7/2020,23024,43,660
7/7/2020,24283,0,74
7/7/2020,24316,0,2
7/7/2020,22310,301,2064
7/7/2020,22567,6,214
7/7/2020,23805,162,3215
7/7/2020,24401,100,2368
7/7/2020,23608,176,2478
7/7/2020,24555,5,67
7/7/2020,24092,6,71
7/7/2020,22641,0,5
7/7/2020,23440,0,10
7/7/2020,23050,Suppressed*,44
7/7/2020,23322,160,5038
7/7/2020,24333,363,1516
7/7/2020,24017,101,1374
7/7/2020,24599,Suppressed*,53
7/7/2020,20194,36,676
7/7/2020,24594,Suppressed*,76
7/7/2020,23878,5,87
7/7/2020,22643,0,19
7/7/2020,24273,6,491
7/7/2020,22645,28,140
7/7/2020,23480,Suppressed*,39
7/7/2020,23325,76,1167
7/7/2020,22623,Suppressed*,13
7/7/2020,23321,117,2315
7/7/2020,23943,0,6
7/7/2020,22546,68,1131
7/7/2020,24085,12,72
7/7/2020,20112,246,2142
7/7/2020,22060,15,240
7/7/2020,24606,0,6
7/7/2020,23665,6,86
7/7/2020,22620,12,121
7/7/2020,22741,0,15
7/7/2020,23324,184,1530
7/7/2020,23968,Suppressed*,74
7/7/2020,22125,Suppressed*,74
7/7/2020,24360,12,287
7/7/2020,22974,25,368
7/7/2020,24572,21,908
7/7/2020,22432,Suppressed*,48
